ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,neksi0762
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act9d0
__chapter__,,Chapter Name,activities/act9d0/level_act9d0_02_end,偶然
,,,,
char-1,W,W,W,W
char-2,伊内丝,伊内丝,Ines,Инес
char-3,萨卡兹战士,萨卡兹战士,Sarkaz Warrior,Воин Сарказ
char-4,萨卡兹战士？,萨卡兹战士？,Sarkaz Warrior?,Воин Сарказ?
char-5,雇佣兵,雇佣兵,Mercenary,Наемник
char-6,赫德雷,赫德雷,Hoederer,Хёдерер
,,,,
line-10,,卡兹戴尔北面，有一片桦树林。,To the north of Kazdel lies a birch forest.,К северу от Казделя есть березовая роща.
line-11,,那里属于生命的时间，从春天开始，到入冬结束。,"There, the progression of life unfolds. From Spring it begins, and in Winter it ceases.",Там время жизни берет свое начало весной и заканчивается с наступлением зимы.
line-12,,而漫长的隆冬只有死亡，所有生命都不约而同地离开那里，只有裸露在地表上的源石结晶反射着月光。,"And only death thrives in the long winters. All living things make their exodus in unison, leaving only the Originium crystals speckled along the ground to reflect the somber moonlight.","А в долгую глухую зиму царит лишь смерть. Все живое покидает это место, и лишь обнаженные на поверхности кристаллы ориджиниума отражают лунный свет."
line-13,,......灰白色的树干，细长的影子在雪地上交叉重叠，了无生气。,"...Pale, withered tree trunks hang lifelessly, their slender shadows intertwining and stacking upon empty expanses of snow.","...Бледные, иссохшие стволы деревьев безжизненно свисают, их тонкие тени переплетаются и накладываются друг на друга на пустых снежных просторах."
line-14,,那就是我看到的景色。,That is the scenery I saw.,Именно это я и увидела.
line-19,,......,......,...
line-20,,......伊内丝！,...Ines!,...Инес!
line-21,,......伊内丝！啧！,...Ines! Tch!,...Инес! Тц!
line-22,,......该死！,...Screw you!,...Проклятье!
line-30,W,你如果可以醒过来，就麻烦你早点醒过来。,"If you're not dead yet, then wake up already.","Если можешь очнуться, потрудись сделать это поскорее."
line-32,伊内丝,呃——,Huh...?,Угх...
line-33,伊内丝,（头......好痛......）,(My head... what is this pain...?),(Голова... так болит...)
line-34,伊内丝,现在是......什么情况？,What's going on... what happened?,Что... что происходит?
line-36,W,没什么情况，不过为了防止你刚才摔到失忆，我可以提醒你一下。,"Nothing happened, but just in case that fall gave you amnesia, I'll give you a quick summary.","Да ничего особенного. Но чтобы ты от удара головой не забыла, кто ты, я напомню."
line-37,W,一个小时前我们遭到伏击，敌人很迅速，术师来不及构筑法术工事，队伍被打散了，附近就我们两个。,"We were ambushed an hour ago. They were quick. Our caster had no time to put up a barrier, and our team got split up. We're the only ones here.","Час назад мы попали в засаду. Враг действовал быстро, наши заклинатели не успели возвести магические заграждения, отряд рассеяли. Здесь только мы вдвоем."
line-39,伊内丝,......,...,...
line-40,伊内丝,通讯呢？,And the comms?,А связь?
line-42,W,被干扰了，不知道什么手段，对方很专业，比以往任何一个猎物都要专业。,"Jammed. I don't know how they're doing it, but we're definitely up against pros. At least more professional than any of our prey before. ","Глушат. Не знаю, что за способ они используют, но противник очень профессионален. Куда профессиональнее любой нашей добычи прежде."
line-43,W,不过好消息是，对方没有朝着护送目标去，看来他们只是捕风捉影地找到了一点小消息，其实一无所知呢。,"But the good news is they didn't go straight for the convoy. Looks like they got a tip or something, but not the details.","Но есть и хорошие новости: они не двинулись в сторону цели сопровождения. Похоже, они лишь ухватились за какой-то слух и на самом деле ничего не знают."
line-45,伊内丝,......,...,...
line-47,W,......,......,...
line-49,伊内丝,......继续行动，想办法和其他人汇合。,...Go ahead. Find a way to meet up with the others.,"...Продолжаем движение, попробуем воссоединиться с остальными."
line-51,W,哎呀？我还以为你至少会怀疑我两句呢。,"Oh? I figured you'd doubt me, at least a little.","Ой? А я думала, ты хоть немного во мне усомнишься."
line-52,W,我会把你留下来做活饵哦。,Guess I'll leave you as bait.,Я ведь могу оставить тебя здесь как живую приманку.
line-54,伊内丝,你觉得现在我和你打，谁会活下来？,Who do you think would survive if we fought?,"Как думаешь, кто из нас останется в живых, если мы сцепимся прямо сейчас?"
line-56,W,当然是——,Obviously—,Конечно же—
line-58,W,......,......,...
line-59,W,啧——你还真是，性格恶劣，你一眼就确认了我的伤势？,Tsk... You really should do something about that nasty personality of yours. You can tell I'm injured that easy?,"Черт... Ну ты и стерва. Сразу раскусила, что я ранена?"
line-61,伊内丝,喔......原来你这么疼啊。,"Oh... so it hurts that bad, huh?","Оу... Так тебе, оказывается, так больно."
line-62,伊内丝,我还以为你连自己的情绪波动都能伪装得像模像样，一瞬间担心了一下，看来是多余的。,"I figured you had some control over your emotions, like you could fake them. Guess I was being more careful than I needed to be.","Я-то думала, ты даже свои эмоции умеешь подделывать мастерски. На секунду забеспокоилась, но, видимо, зря."
line-64,W,——你醒来第一件事就是用你的源石技艺观察队友吗？还真是充满信任啊，队长。,"Do you always scan your teammates with Arts as soon as you wake up? Now that's a mark of trust, boss.","Первым делом после пробуждения ты используешь свои искусства ориджиниума, чтобы просканировать товарища? Действительно, полное доверие, кэп."
line-66,伊内丝,习惯而已。,Force of habit.,Просто привычка.
line-68,W,啊，原来如此，睁眼的第一刻就要警惕周围，真是个胆小鬼啊。,"So that's why, huh? The first thing you do after you open your eyes is surveil your surroundings. What a coward~","А, ну конечно. В первое же мгновение после пробуждения надо быть начеку. Какая же ты трусиха."
line-72,W,啧！疼......,Hey! That hurts...!,Черт! Больно...
line-75,伊内丝,你说过活饵，对吧？是个不错的提议。,"You said bait, right? Not a bad idea.","Ты говорила про живую приманку, верно? Неплохое предложение."
line-76,伊内丝,带着一个站都站不稳的佣兵行动才是犯蠢，你就留下吧，我会帮你通知周围的敌人的。,No point in dragging along a merc who can't even stand up straight. You stay here for a sec and I'll call in the enemy.,"Тащить с собой наемника, который даже на ногах стоять не может — чистое безумие. Оставайся здесь, а я позабочусь о том, чтобы предупредить об этом врага."
line-77,伊内丝,你最好和他们愉快相处，不要死得太快。,Hope you guys get along nicely. Can't have you dying on me too quickly.,"Лучше попытайся найти с ними общий язык, не умирай слишком быстро."
line-79,伊内丝,回头见，W。,"See you later, W.","Увидимся, W."
line-80,伊内丝,最后说一句，我根本没信任过你。,"Oh, one last thing. I never trusted you.",И напоследок: я никогда тебе не доверяла.
line-82,W,嘁，你这——！,"Hey, you little—!","Эй, ты...!"
line-83,W,——,——,—
line-91,萨卡兹战士,......发现佣兵，一人。,...I found a mercenary. Just one.,"...Обнаружен наемник, один."
line-92,萨卡兹战士,确认对方代号，W。,Confirmation. It's W.,Подтверждаю позывной цели: W.
line-94,W,......这么快？,...That was fast.,...Так быстро?
line-95,W,不，其实你们一直都跟着我们......？,"Or rather, you've been following us the whole time, huh...?","Нет, погодите, вы что, все это время следовали за нами...?"
