ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,naoshka_v
__language__,,Language,en_US,ru_RU
char-1,赏金猎人,赏金猎人,Bounty Hunter,Охотник за головами
char-2,粗暴的赏金猎人,粗暴的赏金猎人,Violent Bounty Hunter,Жестокий охотник за головами
char-3,？？？,？？？,???,???
char-4,“上尉”,“上尉”,'Captain',«Капитан»
char-5,格拉尼,格拉尼,Grani,Грани
char-6,可萝尔,可萝尔,Carol,Кэрол
,,,,
line-7,赏金猎人,拦住她！,Stop her!,Остановите её!
line-9,粗暴的赏金猎人,拦什么啊！你没看到他们全部被干掉了吗！,Stop that monster? Look at how many people she's already taken out!,"Остановить это чудовище? Разве не видишь,, скольких она уже прикончила?!"
line-11,赏金猎人,你上啊，你平常不是很厉害吗！,Why not? You're always going on about how strong you are!,"Ну же, ты же всегда хвастался, какой ты сильный!"
line-13,粗暴的赏金猎人,我，我不行！这家伙可是那个灾星啊！,"I-I can't do it! She's a walking Catastrophe, can't you see?",Я-я не могу! Она же ходячая Катастрофа!
line-21,？？？,......,......,......
line-22,？？？,（阿戈尔语）拦住我的都会死。,(Ægirian) All that standeth before me shall perish.,"(Эгирский) Всякий, кто встанет на моём пути, погибнет."
line-23,？？？,（阿戈尔语）向我挥出武器的都粉身碎骨。,(Ægirian) All that beareth arms against me shall return to dust.,"(Эгирский) Всякий, кто восстанет против меня с оружием в руках, обратится в прах."
line-24,？？？,（阿戈尔语）想死的，向前踏出一步。,"(Ægirian) All that craveth death, step forth.","(Эгирский) Всякий, кто жаждет смерти, пусть сделает шаг вперёд."
line-29,“上尉”,你究竟在说些什么？,What the hell are you mumbling about?,Что ты там бормочешь?
line-39,赏金猎人,唉？上尉？上尉怎么消失了？,Huh? Captain? Where'd the captain go?,А? Капитан? Куда делся капитан?
line-41,粗暴的赏金猎人,上尉掉进河里了......！,The captain fell into the river...!,Капитан упал в реку...!
line-43,赏金猎人,这、这家伙一击就......,She... she sent him flying with just a single blow...,Она... она его одним ударом отправила в полёт...
line-45,？？？,啊，忘了他们听不懂......算了。,"Ah, I forgot they can't understand me... Oh well.","А, я забыла, что они не понимают... Ну ладно."
line-46,？？？,说，她在哪？,"Tell me, where is she?","Говорите, где она?"
line-48,赏金猎人,她？你指谁？别问我，我什么不知道啊！,"She? Who are you talking about? Don't ask me, I don't know anything!","Она? О ком ты говоришь? Не спрашивай, я ничего не знаю!"
line-56,赏金猎人,呃啊！！！,Gyaaah!!!,Гьяааах!!!
line-59,粗暴的赏金猎人,给、给我记住！,You... you'll regret this!,Ты... Ты пожалеешь об этом!
line-61,粗暴的赏金猎人,喂！你们别急着撤退！先把上尉捞起来！,Hey! Don't just start running! Pull the captain out of the river first!,Эй! Куда рванули?! Сначала вытащите капитана из воды!
line-69,格拉尼,那、那个人是——,That person...,Эта девушка...
line-71,可萝尔,你认识她？,Do you know her?,Ты её знаешь?
line-73,格拉尼,她可能是我的同事......,She might be my coworker...,"Возможно, она моя коллега..."
line-75,格拉尼,不过，接到这项委托的应该是我啊？我可是好不容易才从陨星姐手里抢到这项任务的......,"But, wasn't I the one who was appointed to this job? It took me forever to pry this job from Meteorite too...",Но разве эту миссию поручили не мне? Я с таким трудом отобрала её у Метеорит...
line-76,格拉尼,唔唔唔......也许她是为别的任务来的？,Hrmmm... Maybe she's here on another mission?,"Хммм... Может быть, она здесь на другом задании?"
line-78,可萝尔,唔，赏金猎人好像溃退了？,"Well, seems like the bounty hunters are retreating?","Хм, охотники за головами похоже отступают?"
line-80,格拉尼,事不宜迟，我们趁现在溜出村子吧。,It's now or never. This is our chance to get out of the village.,Это наш шанс выскользнуть из деревни.
line-81,格拉尼,既然还有其他干员在这个村子里，说不定事情会好办一些。,"If there are other operators coming to the village, we might even have the upper hand.","Если в деревне другие оперативники, всё может быть проще."
line-82,格拉尼,可萝尔，楼梯很黑，你要扶紧我。,"Carol, the staircase is really dark. You should hold on to me.","Кэрол, на лестнице очень темно. Держись за меня."
line-84,可萝尔,那个，你要和她联络一下吗？,"Um, will you stop to talk to her?","Эм, ты пойдёшь поговорить с ней?"
line-86,格拉尼,嗯，如果可能的话，我想——,"Hmm, if possible, then I might—","Ну, если это возможно, я думаю—"
line-97,？？？,噗啊————————！,Yeeowwwwch—!,Ааайййй—!
line-99,格拉尼,哇——————！,Wooooahh!,Воу!
line-101,赏金猎人,我、我的鼻子！这个门怎么自己弹开——,My nose... my nose...! How'd this door spring open on its own...,Мой нос... мой нос...! Как эта дверь вдруг открылась сама по себе...
line-103,格拉尼,欸？这里怎么会蹲着人——,Huh? Why is someone crouching here...,А? Почему тут кто-то на корточках...
line-105,可萝尔,格拉尼！发生了什——,Grani! What's going on—,Грани! Что произошло—
line-107,粗暴的赏金猎人,你们全都给我闭嘴！嘘！,"Everyone, shut up! Shhhh!","Заткнитесь, вы! Тссс!"
line-109,格拉尼,......嘘？,...Shush?,...Тсс?
line-111,赏金猎人,唉，你们这些干农活的肯定什么都不懂。没看到那个灾星吗！,"Yeah, you peasants couldn't possibly understand. Did you not see that walking Catastrophe?!","Да, вы, деревенщины, совсем ничего не понимаете. Разве вы не видели эту ходячую Катастрофу?!"
line-112,赏金猎人,无论是哪个赏金猎人，都不会想和她碰面的！敢在她面前昂首挺胸的，多半是没见过她毁掉整座城市的样子吧！,No bounty hunter would be stupid enough to face her head-on! The only people foolish enough to swagger up to her are those who haven't seen her level entire cities!,"Ни один охотник за головами не захочет столкнуться с ней! Только дурак, который никогда не видел, как она разрушает целый город, осмелится стоять перед ней!"
line-114,格拉尼,这么夸张吗！那不是靠她一个人就可以把————,"Wow, did she really! You mean she can do that all by herself—","Это преувеличение! Хочешь сказать, она способна в одиночку—"
line-116,粗暴的赏金猎人,声音轻点，别被她发现！,"Quiet, don't let her hear us!","Тихо, не то она услышит!"
line-118,格拉尼,唔，可是我还要找她——,"You know, I was hoping she'd notice me—","Я надеялась, что она заметит меня, знаешь ли—"
line-120,粗暴的赏金猎人,说了小声点！,I said be quiet!,Я сказал тихо!
line-122,格拉尼,好，好......,"Fine, fine...","Ладно, ладно..."
line-123,格拉尼,感觉比罗德岛里流传的版本更离谱......,Somehow these stories about her that are going around are even more outrageous than the ones we hear at Rhodes Island...,"Эти истории о ней даже более возмутительные, чем те, что рассказывают в Родос Айленд..."
line-129,赏金猎人,那、那个怪物走了吗？,D-did that monster leave?,Э-это чудовище ушло?
line-134,粗暴的赏金猎人,好，好像走了......！,I.. I think so...!,Я... думаю да...!
line-136,赏金猎人,总算走了，啊哟，吓死我了。,"Phew, she's finally gone... Nearly gave me a heart attack...","Фух, она наконец-то ушла... У меня чуть сердце не остановилось..."
line-138,格拉尼,是，是啊。,Y-yeah.,А-ага.
line-140,粗暴的赏金猎人,原以为这点活我们一队就能搞定，怎么会碰上这种麻烦事。那种家伙都来了的话，得做好准备才能——,"I thought just our team would be enough to handle this job, but how'd we get ourselves into this mess... How do we even deal with something like that—","Я думал, нашей команды будет достаточно для этой работы, как же мы влипли в такие неприятности... Раз такой монстр здесь, нужно быть на чеку—"
line-142,粗暴的赏金猎人,——等等！,—Wait a sec!,—Погоди!
line-144,格拉尼,啊。,Oops.,Упс.
