ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,naoshka_v
__language__,,Language,en_US,ru_RU
char-1,格拉尼,格拉尼,Grani,Грани
char-2,赏金猎人,赏金猎人,Bounty Hunter,Охотник за головами
char-3,大鲍勃,大鲍勃,Big Bob,Большой Боб
char-4,可萝尔,可萝尔,Carol,Кэрол
,,,,
line-12,格拉尼,干掉了！,We're in the clear!,Всё чисто!
line-13,格拉尼,大鲍勃，你没事——,"You okay, Big Bob—","Ты как, Большой Боб—"
line-15,格拉尼,咦？你腿上的伤口......,Huh? That wound on your leg...,А? Эта рана на твое ноге...
line-17,赏金猎人,那里有漏网的！可能是瓦各斯克团的人！,There are some stragglers over there! They're probably from the Valk Vanguards!,Там парочка неизвестных! Они наверное их Вагских!
line-19,大鲍勃,这个我自己能处理！先击退敌人！,I can handle this on my own! Go after the ones who are fleeing!,Я справлюсь с этим! Вы займитесь отступающими!
line-21,格拉尼,好。,Sure.,Хорошо.
line-23,赏金猎人,嗯？,Hmm?,Хм?
line-24,赏金猎人,这小个子......,This kid...,Этот парень...
line-25,赏金猎人,喂，喂，你那是什么眼神？,"Hey, hey, why are you giving me that look?","Эй, эй, Сего ты на меня так пялишься?"
line-26,赏金猎人,别，别过来，不怕我在你身上开个窟窿吗！,G-get away from me or I'll put a hole through you!,"О-отойди, не то я в тебе дырку проделаю!"
line-27,赏金猎人,唉？,Huh?,Ха?
line-39,大鲍勃,你都解决了？,You took care of them all?,Ты разобралась со всеми ними?
line-41,格拉尼,是。,That's right.,Да.
line-43,大鲍勃,真厉害。这么小的个子，本事倒是不小。,Impressive. This kid's got talent.,Впечатляет. У малой талант.
line-45,格拉尼,坐在那里别动。我来给你包扎。,Stay there and don't move. I'll patch you up.,Оставайся на месте и не двигайся. Я тебя подлатаю.
line-47,大鲍勃,不碍事，让我起来。,"It's fine, I can take care of myself.","Всё в порядке, я сам о себе позабочусь."
line-49,格拉尼,不行。,No means no.,Нет значит нет.
line-51,大鲍勃,你看到了吧。,"You saw it, right?","Ты же видела, да?"
line-53,格拉尼,嗯。,Mhm.,Ага.
line-56,大鲍勃,你看到我身上的结晶了吧？你难道想被感染吗？！,"You saw the crystalization on my body, right? Are you trying to get yourself infected?!","Ты видела кристаллы на моём теле, да? Ты что заразиться хочешь?!"
line-58,格拉尼,感染者，本来就是我们罗德岛的救助对象。,Our mission at Rhodes Island is to help all the Infected.,Миссия Родос Айленд — Помогать всем Заражённым.
line-60,大鲍勃,罗德岛......,Rhodes Island...,Родос Айленд...
line-62,可萝尔,罗德岛是......？不是维多利亚......？,Rhodes Island? Aren't you from Victoria...?,Родос Айленд? Разве ты не из Виктории...?
line-64,格拉尼,以前是维多利亚的骑警，不过现在，是罗德岛的干员。,"Former Victoria Mounted Police. Now, I'm a Rhodes Island operator!","Бывший офицер конной полиции Виктории. Сейчас, я оперативник Родос Айленд!"
line-66,大鲍勃,离我远一点，小姑娘。我是感染者。,"Stay back, lass. I'm an Infected.","Держись подальше, девочка. Я Заражённый."
line-68,可萝尔,我......,I...,Я...
line-70,格拉尼,可萝尔小姐，这可能有点血腥，你稍稍回避下吧？,"Miss Carol, this might get a bit messy. You should step back a bit.","Мисс Кэрол, здесь могут возникнуть трудности. Тебе стоит чуть отойти."
line-77,格拉尼,好啦，已经止血了。,"All right, I stopped the bleeding.","Вот так, я остановила кровотечение."
line-79,大鲍勃,你经常这么做吗，给感染者？,"You do this a lot, huh? For the Infected?","Часто так делаешь, а? Для Заражённых?"
line-80,大鲍勃,你就不怕......,You're not afraid of me...,Ты не боишься меня...
line-82,格拉尼,我的同事有很多都感染了矿石病，但我分不出究竟有谁感染了。,"A lot of my coworkers are already Infected, but I can't tell who is and who isn't.","Многие из моих коллег уже заражены, но я не могу отличить их от остальных."
line-84,大鲍勃,啊？,Huh?,Ха?
line-86,格拉尼,也就洗澡的时候能看得出来吧？,"Well, it's sometimes hard to tell until it's time to hit the showers, right?","Ну, иногда сложно заметить, пока в душевую не пойдёшь, так ведь?"
line-88,大鲍勃,——哼。,...Hmph.,...Пф.
line-89,大鲍勃,多谢你了，没戒心的小个子。,"Thanks, shorty. You're naive, but you're a good person.","Спасибо, коротышка. Пусть ты и наивная, но человек хороший."
line-93,大鲍勃,......,...,...
