ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act12d0
__chapter__,,Chapter Name,activities/act12d0/level_act12d0_ex01_end,声东击西
,,,,
char-1,Dan,Dan,Dan,Дэн
char-2,Frost,Frost,Frost,Фрост
char-3,Aya,Aya,Aya,Ая
char-4,Alty,Alty,Alty,Алти
char-5,阿达克利斯人A,阿达克利斯人A,Archosauria A,Адаклис А
char-6,阿达克利斯人B,阿达克利斯人B,Archosauria B,Адаклис Б
char-7,阿达克利斯人C,阿达克利斯人C,Archosauria C,Адаклис В
char-8,阿达克利斯人D,阿达克利斯人D,Archosauria D,Адаклис Г
char-9,森蚺,森蚺,Eunectes,Эвнекта
char-10,大祭司,大祭司,High Priest,Великий Жрец
char-11,阿达克利斯人E,阿达克利斯人E,Archosauria E,Адаклис Д
char-12,阿达克利斯人F,阿达克利斯人F,Archosauria F,Адаклис Е
char-13,依娜姆,依娜姆,Inam,Инам
,,,,
line-13,Dan,烈日，荒野，黄沙，热风！wohoo！新的歌曲在我的心中诞生了！,"The scorching sun, the wilds, the golden sand, and the warm breeze! Woohoo! I feel a new song coming on!","Палящее солнце, пустошь, желтый песок, горячий ветер! У-ху! В моем сердце родилась новая песня!"
line-15,Frost,（solo）,（solo）,(соло)
line-17,Aya,你们两个太吵了。,Could the both of you quiet down?,Вы двое слишком шумные.
line-19,Alty,确实。难得有这么空旷又无人的环境，不用担心被追赶的事，就不能安静地休息一会吗？,"Please. It's not often we get such a peaceful environment with no one chasing us. Can't we just have a nice, quiet rest?","Это точно. Наконец-то мы в таком просторном и безлюдном месте, где не нужно беспокоиться о погоне. Неужели нельзя просто спокойно отдохнуть?"
line-21,Aya,不过，Alty，这里也能闻到海的气息，真的安全吗？,"But Alty, I can smell the sea from here. Are you sure we're safe?","Но, Алти, здесь тоже пахнет морем. Неужели тут правда безопасно?"
line-23,Alty,Aya，你真是一如既往的不解风情。,"Aya, could you not spoil the mood for once?","Ая, ты, как всегда, портишь момент."
line-24,Alty,这片大地上没有安全的地方，但我们总要学会给自己放松一下，不是吗？,"Nowhere in the world is truly safe, but we have to learn to let ourselves relax sometimes.","На этой земле нет безопасных мест, но мы должны научиться давать себе передышку, не так ли?"
line-26,Aya,或许你是对的。,Maybe you're right.,"Возможно, ты права."
line-27,Aya,所以下一步，我们要用什么拓宽前进的道路？总不能再空手而归了吧。,So what's the next step? How are we going to broaden our path? We can't go back empty-handed.,Так что дальше? Чем мы будем прокладывать себе путь? Нельзя же снова вернуться с пустыми руками.
line-29,Alty,"至少，这次那个医生已经给了我们答案。 ","At least that doctor gave us an answer this time. ","По крайней мере, на этот раз та врач уже дала нам ответ."
line-32,,Alty看了看手中的“钥匙”。,Alty looks at the 'key' in her hand.,Алти посмотрела на «ключ» в своих руках.
line-34,Dan,真的吗真的吗？这个东西看上去可不普通，她居然愿意把这个东西给你？你拿啥换的？,Really? That looks like something special. And she just gave it to you? What did you trade for it?,Правда? Эта штука не выглядит обычной. Она действительно согласилась отдать её тебе? Что ты дала ей взамен?
line-36,Alty,知识。,Knowledge.,Знания.
line-38,Dan,知识与这东西是等价的吗？,And was that a fair trade?,Неужели знания равноценны этой вещи?
line-40,Alty,我也不清楚，不过我觉得医生她是在催促我们去运用这个知识。,I'm not sure. But I think that doctor wants us to put this knowledge to use.,"Я и сама не уверена, но мне кажется, врач подталкивает нас к тому, чтобы мы применили эти знания."
line-42,Aya,她会不知道这些吗？,Wouldn't she know?,Разве она могла этого не знать?
line-44,Alty,我们知道多少，她应该就......,"We know a lot, she should just...","Сколько знаем мы, столько же должна знать и она..."
line-45,Alty,......仔细想想，真正的交易内容，应该是用我们的好奇心换来了我们的行动。,"...If you think about it, the real trade was her using our curiosity to get us to act.","...Если подумать, настоящая суть сделки заключалась в том, что наше любопытство обменяли на наши действия."
line-47,Dan,这，她不是啥都没出吗？,"So, that means she didn't pay anything?",Так она же ничего не потеряла?
line-49,Aya,嗯......,Hm...,Хм...
line-51,Alty,嗯......,Hm...,Хм...
line-53,Aya,被骗了呢。,We've been cheated.,Нас обвели вокруг пальца.
line-55,Alty,不，应该说是被诱导了。,More like baited.,"Нет, скорее, нас направили."
line-57,Dan,被指挥了？,Directed?,Нами помыкают?
line-59,Frost,被指引了。,Guided.,Нас ведут.
line-61,Aya,当真有这么重要吗，这个医生？,Is that doctor really so important?,Неужели этот врач так важна?
line-63,Alty,不重要。我觉得这个医生正是想告诉我们，她的举动并不重要。,No. I think she's trying to tell us that her actions have no impact at all.,"Не важна. Думаю, врач как раз и хотела показать нам, что её действия не имеют значения."
line-64,Alty,重要的是我们怎么想，怎么做。,What matters is what we think and what we do.,"Важно лишь то, что мы думаем и что мы делаем."
line-66,Aya,那钥匙呢？我们要去吗？,Then what about the key? Should we go?,А как же ключ? Мы пойдем?
line-68,Dan,啊，很麻烦。能不能不去。,"Ugh, this sucks. Could we not go?","Ох, как же это хлопотно. Может, не пойдем?"
line-70,Alty,我想这就和音乐一样......我们不应该拥有一种可以强制改变别人的力量，我们只是唱自己的歌。,"I'm thinking it's sort of like music... Our power should not be to force change onto others, we should just be singing our own songs.","Я думаю, это как с музыкой... У нас не должно быть силы, способной насильно менять других. Мы просто поем свои песни."
line-72,Aya,唱给他们听，如果好听——,Sing for them. If it sounds good—,"Поем для них, и если им понравится..."
line-74,Dan,那他们也会唱。,Then they'll sing too.,...то они тоже запоют.
line-76,Frost,（solo）,（solo）,(соло)
line-78,Alty,哈，那就把更多的知识和钥匙都交给准备好了的人吧。,"Hah, then we will give even more knowledge, and the key, over to the one who is ready.","Ха, тогда давайте передадим больше знаний и ключей тем, кто к этому готов."
line-80,Aya,会是谁呢？,And who will that be?,И кто же это будет?
line-82,Alty,还不知道。,I don't know.,Пока не знаю.
line-84,Aya,说不定还没出生。,Maybe they haven't been born yet.,"Возможно, он еще даже не родился."
line-86,Dan,那太好了，但愿他还没出生！,That would be great!,"Тогда отлично, пусть лучше он еще не рождается!"
line-88,Alty,别期待这种事情，Dan，我们......嗯？,"No it wouldn't, Dan. We... hm?","Не надейся на такое, Дэн, мы... Хм?"
line-90,Aya,怎么了，Alty。,"What is it, Alty?","Что такое, Алти?"
line-92,Alty,车没能量了。,The car's dead.,В машине закончилась энергия.
line-94,Aya,你没有准备吗？,Didn't you prep it?,Ты разве не подготовилась?
line-96,Alty,准备了，但我们之前绕路了。,"Yes, but we took that detour.","Подготовилась, но мы ведь сбились с пути."
line-97,Alty,而且，我必须承认，在这种没有公路也没有道标的荒野上行驶，很容易丧失方向感。,"And I have to admit, it's really easy to lose your heading in the middle of the wilderness with no roads or signs.","И должна признать, что в такой глуши, где нет ни дорог, ни указателей, очень легко потерять чувство направления."
line-99,Aya,也就是说，我们迷路了？,"So basically, we're lost?",То есть мы заблудились?
line-101,Alty,不能完全这么说，在大方向上，我们并没有偏离，只能说我们在开辟新的道路。,I'm not sure that's how I'd put it. It's not so much that we're off course as it is we're carving a new path.,"Не совсем. В общем смысле мы не отклонились от курса, можно сказать, мы прокладываем новый путь."
line-103,Frost,迷路了。,We're lost.,Заблудились.
line-105,Dan,迷路！这也是个不错的题材。,We're lost! That's a pretty good theme.,Заблудились! Это тоже отличная тема для песни.
line-107,Aya,不得不说，Dan，我有时候真想学学你的乐观。那怎么办？,"You know, Dan, I really wish I could learn some of your optimism. So what are we going to do?","Должна сказать, Дэн, иногда мне хочется поучиться твоему оптимизму. И что теперь?"
line-109,Alty,那个方向好像有一片雨林，我们去那边看看吧。,It looks like there's a rainforest over that way. Let's check it out.,"Кажется, вон там тропический лес. Пойдемте посмотрим."
line-111,Aya,那，谁来推车？,"So, who's getting out to push?",И кто будет толкать машину?
line-113,Alty,或许我们可以轮流来。,We could take turns.,"Может, будем делать это по очереди."
line-123,Aya,Alty。,Alty.,Алти.
line-125,Alty,干什么。,What?,Что?
line-127,Aya,我们周边已经聚集了不少人。,We've got a crowd here.,Вокруг нас собралось немало народу.
line-129,Alty,是的。,"Yes, we do.",Да.
line-139,Alty,但我们听不懂他们的语言。,But I don't know what language they're speaking.,Но мы не понимаем их языка.
line-141,Aya,所以就这样让他们跟着？,So should we just let them follow us?,И так и позволим им идти за нами?
line-143,Alty,你有更好的方法吗？,Do you have a better idea?,У тебя есть идея получше?
line-145,Aya,把他们全都解决掉？,We could kill them all?,"Может, разберемся с ними всеми?"
line-147,Alty,如果你能说服Frost和Dan的话。,You think you can get Frost and Dan to go along with that?,Если сможешь убедить Фрост и Дэн.
line-149,Frost,（弹唱）,(Strumming and singing),(играет и поет)
line-151,阿达克利斯人A,&*......%￥......&（这、这是什么声音，为什么会这么好听？！）,&*......%$ ....& (W-What is this sound? And why do I like it so much?!),&*......%￥......& (Ч-что это за звук? Почему он такой приятный?!)
line-153,阿达克利斯人B,&%......%（我从没听过这样的声音......）,&%......% (I've never heard anything like it...),&%......% (Я никогда не слышал ничего подобного...)
line-155,Dan,嗨，你们好！,"Hey, how is everybody?!",Привет всем!
line-156,Dan,你们说的是什么语言啊，可以告诉我吗！,Can you tell me what language you're speaking?!,На каком языке вы говорите? Можете сказать мне?
line-157,Dan,啊，虽然你们说了我也不会知道。,"Oh, but I guess even if you told me, I still wouldn't know.","А, впрочем, даже если скажете, я все равно не пойму."
line-159,阿达克利斯人C,......%&￥（这些人是哪里来的？！）,......%&$ (Where did they come from?!),......%&￥ (Откуда взялись эти люди?!)
line-161,阿达克利斯人D,￥......&#（这家伙怎么长得这么奇怪？）,$......&# (And why does this one look so weird?),￥......&# (Почему она так странно выглядит?)
line-163,Aya,好吧，至少这里有人。,"Well, at least there are people here.","Ладно, по крайней мере, здесь есть люди."
line-165,Alty,如果这里有能让我们补给的地方就更好了。,I just hope there's a place we can resupply.,"Было бы еще лучше, если бы тут нашлось место, где можно пополнить запасы."
line-167,Aya,我认为你在做梦。,Wishful thinking.,"Думаю, ты мечтаешь."
line-173,森蚺,你们是外乡人？,You're outsiders?,Вы чужеземцы?
line-175,Alty,嗯？你说的是萨尔贡语？,Huh? You speak Sargonian?,А? Ты говоришь на саргонском?
line-177,森蚺,嗯，看来你们确实是外乡人。,"Yes, it looks like you're definitely outsiders.","Да. Похоже, вы действительно чужеземцы."
line-178,森蚺,你们为什么来这里？,What are you doing here?,Зачем вы здесь?
