ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act41side
__chapter__,,Chapter Name,activities/act41side/level_act41side_05_end,溺火
,,,,
char-1,爱布拉娜,爱布拉娜,Eblana,Эблане
char-2,校官,校官,The Brigadier,Офицер
char-3,莫兰,莫兰,Moran,Моран
char-4,拉芙希妮,拉芙希妮,Loughshinny,Лавуршина
char-5,塔拉流民,塔拉流民,Taran Refugee,Тарийский беженец
char-6,严肃的守灵人,严肃的守灵人,Solemn Wakewoman,Серьезный Хранитель
char-7,“歌唱家”,“歌唱家”,'The Singer',«Певец»
char-8,焦急的居民,焦急的居民,Anxious Resident,Встревоженный житель
char-9,担忧的居民,担忧的居民,Worried Resident,Обеспокоенный житель
,,,,
line-13,爱布拉娜,......,...,……
line-14,爱布拉娜,堡垒内的仆役已经全数被我遣退，那么这脚步声......,"I have already dismissed all the servants in the citadel. These footsteps, then...","Я уже отослала всех слуг из крепости, так что чьи это шаги?…"
line-19,校官,......殿下。,...Your Highness.,……Ваше Высочество.
line-21,爱布拉娜,哦，是你呀。来找我有什么事？,"Ah, it's you. Did you need something?","О, это ты. Зачем ты пришел?"
line-23,校官,您不问我为什么还回得来吗？,You aren't going to ask how I returned?,"Вы не спросите, почему я смог вернуться?"
line-25,爱布拉娜,不问。你回来了，仅此而已，我忠心的仆臣。,"No, I won't. You came back, and that's all that matters, my loyal servant.","Не спрошу. Ты вернулся, вот и всё, мой преданный слуга."
line-26,爱布拉娜,再说，你能为我带来一位什么样的客人，我心里自然有数。,"Besides, I have a fairly good idea of what sort of guest you can bring me.","К тому же, я прекрасно знаю, какого гостя ты привел для меня."
line-35,爱布拉娜,......宵禁开始了吗？,Has the curfew started?,……Начался комендантский час?
line-37,校官,刚刚开始。,Just now.,Только что начался.
line-39,爱布拉娜,那这也不算违背了我的命令。,Then you could say that my orders have been followed.,Тогда это не считается нарушением моего приказа.
line-46,,......失败......,...failure...,……Провал……
line-50,爱布拉娜,失败了？,Failure?,Провал?
line-52,爱布拉娜,纳斯尔纱仍在此处，我也仍在此处，谈何失败？,Na Saoirsí is here. I am here. What failure?,"Нарсарна все еще здесь, и я все еще здесь. О каком провале может идти речь?"
line-55,,......逃离......,...escape...,……Побег……
line-59,爱布拉娜,期限是夏末节。就算黑雾以不听人言闻名，这一点想必也还记得住。,"The deadline is Samhain. Surely the black mist remembers this, even if it's hardly known for being a good listener.","Крайний срок — Праздник конца лета. Даже если Черный туман славится своим упрямством, это-то он должен был запомнить."
line-62,,......不出所料......,...unsurprising...,……Как и ожидалось……
line-63,,......令人失望......,...disappointing...,……Разочаровывает……
line-64,,......不可接受......,...unacceptable...,……Неприемлемо……
line-68,爱布拉娜,说真的，我该如何理解你的只言片语呢？,Am I meant to understand something from these few words?,"Серьезно, как мне понимать твои обрывочные фразы?"
line-69,爱布拉娜,或者......你也觉得话语的交流，不如法术与毁灭来得直接？,"Or perhaps... you, too, prefer the directness of Arts and destruction to the imprecision of language?","Или… ты тоже считаешь, что слова — не лучший способ общения, и заклинания с разрушением куда прямолинейнее?"
line-72,,爱布拉娜话音未落，泛着冷光的枝叶就从黑雾中探出，直指她的咽喉。,"No sooner do the words leave Eblana's lips than gleaming branches thrust forth from the dark mist, reaching for her throat.","Не успела Эблане договорить, как из Черного тумана показались ветви с холодным блеском, устремившись прямо к ее горлу."
line-83,,与此同时，她的枪也刺进了厚重的雾气深处，紫色的火光在其中隐约可见，只等一个念头就将雾气燃尽。,"At the same time, her spear penetrates the thick mist. Purple fire is faintly visible from within; she could burn it away to nothingness with a thought.","В то же время ее копье вонзилось в самую гущу плотного тумана, где мерцал фиолетовый огонь, готовый по одному лишь желанию сжечь всё дотла."
line-84,,但枝叶毕竟并未刺进爱布拉娜的咽喉，紫火也并未在黑雾中间燃起。,"But the branches never find Eblana's throat, and her purple flames never ignite.","Но в конечном счете ветви не пронзили горло Эблане, а фиолетовое пламя не вспыхнуло посреди тумана."
line-86,爱布拉娜,夏末节。,Samhain.,Праздник конца лета.
line-87,爱布拉娜,夏末节第二天的朝阳升起之前，我们都会得到那个结果。,"By the time the sun rises on the day after Samhain, the outcome will be plain for all to see.","До того как взойдет солнце на второй день Праздника конца лета, мы получим этот результат."
line-88,爱布拉娜,至于现在......我们都不过是在虚张声势罢了，不是吗？,So... why don't we dispense with these meaningless bluffs?,"А пока… мы оба лишь блефуем, не так ли?"
line-100,,爱布拉娜维持着刺入黑雾的姿势，但顷刻之后，她咽喉前的枝叶凭空消失，她枪尖的火焰也随之熄灭。,"Eblana's spear still impales the mist, but the branches before her throat disappear a moment later, as do the flames at the tip of her spear.","Эблане замерла в позе, в которой вонзила копье в туман, но спустя мгновение ветви у ее горла исчезли в воздухе, а пламя на кончике копья погасло."
line-101,,黑雾随即散去。,The dark mist dissipates.,Черный туман следом рассеялся.
line-103,校官,殿下......,Your Highness...,Ваше Высочество…
line-105,爱布拉娜,你还在这里啊。,You're still here.,Ты все еще здесь.
line-106,爱布拉娜,怎么，还有事吗？关于深池？,Did you need something else? Is this about Dublinn?,"Что, остались вопросы? Насчет Глубинного колодца?"
line-107,爱布拉娜,既然这里只有你我，我最忠心的仆臣，我允许你再度提起这个词。,"There are only the two of us here. I will permit you to speak that word again, my most loyal servant.","Раз уж здесь только мы двое, мой вернейший слуга, я позволю тебе снова произнести это слово."
line-109,校官,感谢您的宽宏，但是，不。,"Thank you, but there is no need.","Благодарю за вашу щедрость, но… нет."
line-111,校官,帮助一个国家建立的鬼魂也仍然是鬼魂，鬼魂不应该被铭刻在历史上。,"Spectres are but spectres, even if they helped found a nation. There is no place for ghosts in the history books.","Призраки, помогающие строить государство, остаются призраками. История не должна их запоминать."
line-113,校官,但我的确担忧那天和我一样留在原地的几位同僚......他们现在在何处？他们是否会对您不利？,"But I worry about my colleagues who stayed behind that day, as I did... Where are they? Could they mean you harm?","Но я искренне беспокоюсь за своих коллег, которые остались там же, где и я… Где они сейчас? Не навредят ли они вам?"
line-115,爱布拉娜,无需担心。而且，这应当不是你冒着风险，一直留到现在的原因。,"No need to worry. Even if there were, that is no reason for you to risk staying here.","Не беспокойся. К тому же, едва ли это та причина, по которой ты, рискуя всем, оставался здесь до сих пор."
line-117,校官,......在回来的路上，我看见了一片混乱。,...I saw a scene of chaos on my way back.,…По пути обратно я увидел хаос.
line-118,校官,有的人越发狂躁，为了一点东西......甚至不为了什么就大打出手，而另一些人却像木偶般僵在原地......,"It was bedlam. People were fighting over the tiniest things... sometimes nothing at all. While others seemed to be stuck where they stood, like statues.","Одни становились всё агрессивнее, сражаясь из-за пустяков… или даже вовсе без причины, а другие замирали, словно куклы…"
line-119,校官,仿佛他们都是......当年随我们一同对抗维多利亚人的鬼魂。,Just like the spectres who fought the Victorians with us.,"Словно все они были… теми призраками, что вместе с нами противостояли викторианцам много лет назад."
line-121,校官,他们也会没入黑暗吗？,Will they fade into darkness too?,Они тоже погрузятся во тьму?
line-123,校官,这里毕竟是纳斯尔纱，红龙的巢穴，塔拉的首府。我怕这里发生的一切都将震动整个塔拉。,"This is Na Saoirsí, the Red Dragon's Lair, the capital of Tara. Anything that happens here will have repercussions across the nation.","В конце концов, это Нарсарна, логово Алого дракона, столица Тары. Я боюсь, что всё происходящее здесь потрясет всю Тару."
line-125,爱布拉娜,不会。,"No, it won't.",Этого не случится.
line-127,校官,......,...,……
line-129,爱布拉娜,你看起来仍然不很信服。,You don't sound convinced.,"Кажется, ты всё еще не убежден."
line-131,校官,殿下......我......,Your Highness... I...,Ваше Высочество… я…
line-133,校官,归根结底，我只有一个问题。,"At the end of the day, I have just one question.",В конечном счете у меня есть только один вопрос.
line-135,校官,只有这个问题，我恳请您给我一个答复。,One question I pray you will answer.,Только на этот вопрос я умоляю вас дать ответ.
line-137,爱布拉娜,好，我准许你的僭越。,Very well. I will forgive your imprudence.,"Хорошо, я прощаю тебе эту дерзость."
line-139,校官,（深吸气）,(Takes a deep breath),(Глубокий вдох)
line-141,校官,爱布拉娜殿下，那个未来......,"Your Highness Eblana, that future...","Ваше Высочество Эблане, то будущее…"
line-142,校官,那个您曾向深池许诺，向所有塔拉人许诺的未来，那个塔拉人能自由书写自己的梦想的未来......,"That future you promised Dublinn, you promised Tara, that future where all Tarans could freely write their own dreams...","Будущее, которое вы обещали Глубинному колодцу, обещали всему народу Тары, будущее, где тарийцы могут свободно писать свою историю…"
line-144,校官,......是假的吗？,Was it all a lie?,…Это ложь?
line-147,,校官的全身不住颤抖，连日来潜藏在心底的恐惧在一瞬间攫住了他。,The Brigadier cannot stop himself from trembling. The fear that had lurked in his heart for days overcomes him.,"Офицер дрожал всем телом, страх, что засел глубоко внутри него за последние дни, в одно мгновение схватил его."
line-148,,那恐惧和自己的下场无关。他不怕像同僚那样被黑雾吞没，不怕自己因为触怒红龙而死。,"It is not because he fears his own end. He is not afraid of being swallowed by the dark mist like his colleagues, or of invoking the red dragon's wrath.","Этот страх был связан не с его собственной участью. Он не боялся быть поглощенным туманом, как его коллеги, не боялся смерти за гнев Алого дракона."
line-149,,他只怕从红龙口中听见那个自己从来不敢设想的答案。,He fears that he will hear an answer he dare not consider.,"Он боялся услышать из уст Алого дракона ответ, о котором даже не смел думать."
line-151,爱布拉娜,绝无虚假。,"It was true, every word of it.",В этом нет ни капли лжи.
line-153,校官,您......,Your Highness...,Вы…
line-155,爱布拉娜,我已经回答你了，校官。,"I have answered your question, Brigadier.","Я уже ответила тебе, офицер."
line-158,,红龙的声音飘渺、虚弱，却不容置疑。,"The red dragon's voice seems ethereal, feeble even, but it leaves no room for questioning.","Голос Алого дракона звучал призрачно и слабо, но не терпя возражений."
line-159,,听着这无数次指挥自己走向胜利的声音，男人的脊背缓缓挺直。,"It is the voice that has led the man to victory countless times, and so he slowly straightens his back.","Услышав голос, что бесчисленное количество раз вел его к победе, мужчина медленно расправил спину."
line-161,校官,我相信您。,Then I trust you.,Я верю вам.
line-163,爱布拉娜,或者......你只是没有相信以外的选择？,Perhaps... Or perhaps you simply have no other choice.,"Или… у тебя просто нет выбора, кроме как верить?"
line-165,校官,不，我相信您，相信您如同此前无数次一样，选择令人费解，甚至看起来走不通的道路，但总能将我们带到离那个理想更近的地方。,"Often have you chosen a path that seemed baffling, impossible even. But it always ends up leading us closer to our dream. Of that I have no doubt.","Нет, я верю вам, верю, что вы, как и прежде, выбираете непостижимые, даже на первый взгляд невозможные пути, но всегда приводите нас ближе к тому идеалу."
