ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act11d0
__chapter__,,Chapter Name,activities/act11d0/level_act11d0_sub-1-2_end,一束哀悼
,,,,
char-1,萨卡兹战士,萨卡兹战士,Sarkaz Warrior,Боец Сарказ
char-2,泥岩,泥岩,Mudrock,Мадрок
char-3,武装的感染者,武装的感染者,Armed Infected,Вооруженный зараженный
char-4,灰喉,灰喉,GreyThroat,Грейтроат
char-5,亚叶,亚叶,Folinic,Яшма
,,,,
line-9,萨卡兹战士,泥岩，他们在追捕剩下的逃犯。,"Mudrock, they're hunting down the last fugitives.","Мадрок, они охотятся за оставшимися беглецами."
line-10,萨卡兹战士,......但他们本来完全可以让逃犯在这片群山中自生自灭，抓回去，是救了他们的命。,They could have just left the fugitives to fend for themselves in the mountains. Capturing them will save their lives.,"……Но они вполне могли позволить беглецам просто сгинуть в этих горах. А вернув их, они, по сути, спасли им жизни."
line-11,萨卡兹战士,让人分不清他们是好心还是残忍。,I can't tell if they're being cruel or kind.,"Непонятно, доброта это или жестокость."
line-13,泥岩,......没有跟来的人都和我们关系不大，但是......,"The ones who didn't follow us are not our problem, but...","……Те, кто не пошел за нами, мало связаны с нами, но..."
line-14,泥岩,尽量避开他们的搜查，我们要在入冬之前离开这里。,Try to avoid the search parties. We need to get out of here before winter.,"Постарайтесь избегать их поисковых отрядов, мы должны покинуть это место до наступления зимы."
line-15,泥岩,已经很冷了。,It's already cold.,Уже стало холодно.
line-17,萨卡兹战士,离开这里，去哪儿？,And go where?,"Уйти отсюда, но куда?"
line-18,萨卡兹战士,我们流浪了这么久，到头来呢？永远不会有好结果的。,We've been wandering for so long. Where does it end? It definitely won't end well.,"Мы скитались так долго, и что в итоге? Ничем хорошим это не закончится."
line-20,泥岩,......那么，我们回家。,"Then, let's go home.",……Тогда мы отправимся домой.
line-21,泥岩,我们回去，找一片安静的树林，我们在那里生存。,We go back and find a quiet patch of woods. And we survive.,"Мы вернемся назад, найдем тихий лес и будем там выживать."
line-23,萨卡兹战士,我们要的斗争呢？,What about our fight?,А как же наша борьба?
line-25,泥岩,......先暂且......活下去。,For now... we live.,……Давайте пока… просто выживем.
line-26,泥岩,活下去，只是为了活下去，我们就在和这片大地抗争。,"To live, just to live, we are fighting the world every day.",Выживать — уже само по себе значит сражаться с этим миром.
line-28,武装的感染者,......我们要去哪儿？回家？什么家？,We're going home? To what home?,……Куда мы идем? Домой? Что за дом?
line-30,泥岩,——卡兹戴尔。,Kazdel.,— Каздель.
line-32,武装的感染者,啊......,Huh...,Ах…
line-33,武装的感染者,但我们呢？我们不是萨卡兹，那里......,But what about us? We're not Sarkaz. That's...,"Но как же мы? Мы ведь не Сарказ, там…"
line-35,泥岩,你们，是萨卡兹的同伴。,You are companions of Sarkaz.,Вы — товарищи Сарказ.
line-36,泥岩,卡兹戴尔之外的地方也许容不下萨卡兹，但卡兹戴尔，容得下你们。,"There may be no place for Sarkaz outside of Kazdel. But in Kazdel, there is a place for you.","Может, места за пределами Казделя и не готовы принять Сарказ, но Каздель примет вас."
line-37,泥岩,虽然这并不是因为宽容，而是因为那里早已......一无所有。,Not because of tolerance. But because there is... nothing there.,"Хотя это происходит не из-за терпимости, а потому, что там уже давно… ничего не осталось."
line-38,泥岩,卡兹戴尔......不是一座城的名字，也不能算是国家的名称，严格来说，卡兹戴尔只是一个地区。,"Kazdel... is not a city. Not a country. Technically, it is just a region.","Каздель… это не название города и не название страны, строго говоря, это просто регион."
line-39,泥岩,一片不被允许建立家园的流亡者们的土地。,A land of exiles where we are not allowed to build homes.,"Земля изгнанников, которым не позволено строить свой дом."
line-40,泥岩,那里......是所有无家可归之人的归宿。是所有无根之人的归宿。,Kazdel... is where the homeless go. A land of rootless people.,"Там… пристанище для всех, кто остался без дома. Пристанище для всех, у кого нет корней."
line-41,泥岩,是你们的归宿。,It is where you belong.,Ваше пристанище.
line-43,武装的感染者,......谢谢。,Thank you.,……Спасибо.
line-44,武装的感染者,也许在那个遍地都是萨卡兹感染者的卡兹戴尔，我们反而能安安稳稳地生活下去吧......,Maybe we can live in peace in Kazdel. It's full of Infected Sarkaz.,"Может быть, в Казделе, где полно зараженных Сарказ, мы наконец сможем жить спокойно…"
line-46,萨卡兹战士,莱塔尼亚对感染者的温和态度终归只是血统和源石技艺普及的副产物，并不代表他们真的愿意接纳你们。,Leithanien's leniency toward the Infected is ultimately just a product of the popularity of bloodlines and Originium Arts. It doesn't mean they truly accept you.,"Мягкое отношение Лейтании к зараженным — это лишь побочный продукт распространения родословных и искусства Орипатии, это не значит, что они действительно хотят вас принять."
line-47,萨卡兹战士,撕下游刃有余的面具之后，第一个遭到排斥的，还是感染者。,"As soon as the mask came off, the very first to be ostracized were still the Infected.","Стоит сорвать маску снисходительности, как первыми под удар попадут именно зараженные."
line-49,武装的感染者,......不光是矿石病，这个繁荣的国家已经遗忘了那些真正悲惨的角落。,It's not just Oripathy. This rich country has forgotten all the depressed corners of our world.,"……Дело не только в Орипатии, эта процветающая страна уже забыла о тех местах, где царит настоящее горе."
line-50,武装的感染者,沃伦姆德这样的悲剧......不过是贵族们怄气的幌子，是银行家和宫廷艺术家们茶余饭后的话题。,A tragedy like Wolumonde's is just a mild annoyance for the aristocrats. It's a topic of conversation for the bankers and court artists at tea time.,"Трагедии, подобные Волумнду… это лишь предлог для спеси аристократов, пустая болтовня банкиров и придворных художников за чашкой чая."
line-51,武装的感染者,我们......不能接受。也不想接受。,We can't accept it. We won't.,Мы… не можем с этим смириться. И не хотим.
line-52,武装的感染者,离开就离开吧，我们去卡兹戴尔，去你们的故乡看看。,So we leave. We'll go to Kazdel. Let's see your hometown.,"Раз уходим, так уходим. Поедем в Каздель, посмотрим на ваши родные края."
line-54,泥岩,......嗯。,Mm...,……М-м.
line-56,萨卡兹战士,莱塔尼亚会不会找我们麻烦？,Will Leithanien come after us?,Лейтания не создаст нам проблем?
line-58,泥岩,也许吧......无论前因后果如何，一批萨卡兹感染者出现在了一座被毁的城镇，我们会成为罪魁祸首。,"Maybe. Regardless of what happened before, a group of Infected Sarkaz showed up and destroyed a town. Piss-poor optics.","Может быть… Какими бы ни были причины, появление группы зараженных Сарказ в разрушенном городе сделает нас виновниками во всем."
line-60,武装的感染者,塞弗林知道真相，他难道会栽赃给我们......？,Severin knows the truth. Would he try to frame us?,"Зефрин знает правду, неужели он свалит вину на нас…?"
line-62,泥岩,他会的。,He would.,Свалит.
line-64,武装的感染者,.......,.......,……
line-66,泥岩,......这只是他的行事方式......根据他知道的情报，做出对城镇损害最小的判断。,"It's just the way he does things. Based on the information he has, he will do what causes the least amount of damage to his town.","……Таков его метод ведения дел… исходя из известной ему информации, он принимает решение, минимизирующее ущерб городу."
line-68,武装的感染者,那我们必须得快点离开这里，不然的话，我们会遭到莱塔尼亚官方的通缉。,"Then we have to get out of here quickly, or all of Leithanien is going to come down on us.","Тогда нам нужно уходить как можно быстрее, иначе нас объявят в розыск власти Лейтании."
line-70,泥岩,嗯，所以才需要尽早规划路线......啊......,Yes. So we must figure out a route soon... Oh...,"Да, поэтому нам нужно как можно раньше распланировать маршрут… а…"
line-72,泥岩,抱歉，等我一会，我还要去个地方......,Sorry. Wait a moment. I have to go somewhere.,"Простите, подождите меня немного, мне нужно еще кое-куда сходить…"
line-73,泥岩,一会就好。,Very quick.,Я скоро вернусь.
line-83,灰喉,......,......,……
line-85,亚叶,你在这里。,So that's where you were.,Ты здесь.
line-87,灰喉,亚叶干员......,Operator Folinic.,Оперативник Яшма…
line-89,亚叶,不，不用起身，我不会靠你太近的。,"No, don't get up. I won't get too close to you.","Нет, не вставай, я не подойду слишком близко."
line-90,亚叶,......你在等人，对吧？,"You're waiting for someone, aren't you?","……Ты кого-то ждешь, верно?"
line-92,灰喉,嗯。,Yes.,Да.
line-94,亚叶,整合运动事件发生的时候我并不在罗德岛本舰......你似乎，变了不少。,I wasn't on the Rhodes Island landship when the Reunion incident happened. You... changed a lot.,"Меня не было на основном корабле «Родос» во время событий «Воссоединения»… Ты, кажется, сильно изменилась."
line-95,亚叶,和传闻中相比，给人的感觉大不一样。,You're very different from what the rumors say about you.,"По сравнению с тем, что о тебе говорят, производишь совсем другое впечатление."
line-97,灰喉,传闻？,Rumors?,Говорят?
line-99,亚叶,听说你和一位精英干员并肩作战，在龙门解决了很多事情。,I heard you fought alongside an elite operator to solve a lot of the problems in Lungmen.,"Слышала, ты сражалась бок о бок с элитным оперативником и многое сделала в Лунмэне."
line-101,灰喉,......只是一只到处撒血的鲁莽大猫。,"...a big, dumb, reckless cat who gets blood everywhere.","……Это был просто безрассудный большой кот, который везде разбрасывал кровь."
line-102,灰喉,我们也没能......解决任何事情。,And we weren't able to solve... anything.,Мы так и не смогли… решить ничего.
line-104,亚叶,......谢谢。,...Thank you.,……Спасибо.
line-105,亚叶,我要再说一次谢谢，如果没有你和小丽萨在，我不知道事情会变成什么样。,I have to thank you again. I don't know how things would have turned out without you and Lisa.,"Я должна сказать спасибо еще раз, если бы не вы с маленькой Лизой, я не знаю, что бы со всем этим стало."
line-107,灰喉,......,......,……
line-109,亚叶,罗德岛也好，塞弗林也好，哪怕是那个整合运动也好，明明没有人希望事情变成这一步......,"Rhodes Island, Severin, even Reunion. No one wanted it to come to this.","Ни «Родос», ни Зефрин, да даже это «Воссоединение» — никто ведь не хотел, чтобы все зашло так далеко…"
line-110,亚叶,好像所有人都在阻拦着惨剧发生，但它依旧势不可挡。,"Everyone was fighting to stop the tragedy, but we were powerless.","Кажется, все пытались предотвратить трагедию, но она все равно была неизбежна."
line-111,亚叶,安托她......她......,"Atro, she...","Анто, она… она…"
line-113,灰喉,不用勉强自己感慨什么，事情已经过去了。,Don't push yourself to mourn anything or anyone. It's over now.,"Не нужно заставлять себя предаваться чувствам, все уже в прошлом."
line-115,灰喉,只愿逝者安息。,Just pray for the dead to rest in peace.,Пусть покоится с миром.
line-117,亚叶,......我们没能将凶手绳之于法，不仅如此，我们甚至没能保护好安托保护过的这座城镇。,"We failed to bring the killer to justice. Not only that, we failed to protect the town Atro gave her life for.","……Мы не смогли привлечь виновных к ответу, более того, мы даже не смогли защитить город, который оберегала Анто."
line-118,亚叶,安托她会怪我的吧。,"She would have blamed me, wouldn't she?","Анто, должно быть, винит меня."
line-120,灰喉,只有你会怪罪你自己，安托小姐是个开朗的人。,"Only you would blame yourself. Atro was a cheerful, open-minded woman.","Только ты сама себя винишь, Анто была жизнерадостным человеком."
