ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act7d5
__chapter__,,Chapter Name,activities/act7d5/level_act7d5_st05,自讨苦吃
,,,,
char-1,梓兰,梓兰,Orchid,Орхидея
char-2,后勤干员,后勤干员,Logistics Operator,Сотрудник тыла
char-3,泡普卡,泡普卡,Popukar,Поппука
char-4,空爆,空爆,Catapult,Катапульт
char-5,斑点,斑点,Spot,Спот
char-6,月见夜,月见夜,Midnight,Цукими-Ё
char-7,？？？,？？？,???,？？？
char-8,空,空,Sora,Со
char-9,后勤干员A,后勤干员A,Logistics Operator A,Сотрудник тыла А
char-10,后勤干员B,后勤干员B,Logistics Operator B.,Сотрудник тыла Б
,,,,
line-10,,PM9：39 罗德岛舰内,9:39 P.M. Inside the Rhodes Island Landship,21:39. Внутри «Родос Айленд».
line-13,梓兰,呼......总算是搞定了。,Phew.... Finally finished.,Фух... наконец-то закончила.
line-15,后勤干员,辛苦了，梓兰小姐。,"Good work, Orchid.","Вы отлично потрудились, мисс Орхидея."
line-17,梓兰,真的是，不知不觉就跟你们熟起来了，结果搞得我像你们的编外人员似的。,"I've gotten to know you all so well. It's like I'm part of the team now, huh?","Да уж, сама не заметила, как свыклась с вами, в итоге чувствую себя вашим внештатным сотрудником."
line-19,后勤干员,啊哈哈，因为梓兰小姐你对这方面很熟练嘛，不知不觉就......,"Ahaha. You've really gotten good at this, Orchid.","А-ха-ха, просто вы, мисс Орхидея, так хорошо во всём этом разбираетесь, вот и получилось как-то само собой..."
line-21,梓兰,哈......比起带那帮怪胎来说，我倒确实更擅长这个就是了。,"Ha... I'm better at this than looking after the circus, that's for sure.","Ха... если честно, это у меня получается куда лучше, чем возиться с той кучкой чудаков."
line-23,后勤干员,那梓兰小姐要不要申请一下转到我们后勤部门来？,Why don't you apply for a transfer to logistics then?,"Может, тогда подадите заявку на перевод в наш тыловой отдел?"
line-25,梓兰,欸？,Huh?,А?
line-27,后勤干员,其实像梓兰小姐你这样的民间人士，加入罗德岛后会选择成为干员的反倒是少数呢，大部分都是像我们一样加入后勤部门。,"You know, people like you who come out of the, uh, more normal world usually end up working in logistics. It's kind of unusual to become a combat operator.","На самом деле, такие гражданские, как вы, после вступления в «Родос Айленд» редко выбирают путь оперативника. Большинство, как и мы, идет в тыловые службы."
line-28,后勤干员,不如说，我们其实一直都挺好奇为什么你会选择上前线呢。,"We've all been wondering why you decided to go to the front lines, actually.","Если честно, нам всегда было любопытно, почему вы решили пойти на передовую."
line-30,梓兰,你问为什么，嗯......,"You wonder why, huh...?","Почему, спрашиваешь... хм..."
line-39,后勤干员,梓兰小姐，既然你想要加入罗德岛，那么你想做什么样的工作呢？,"What kind of work would you like to do for Rhodes Island, Orchid?","Мисс Орхидея, раз уж вы хотите присоединиться к «Родос Айленд», какую работу вы бы предпочли?"
line-40,后勤干员,根据测验的结果，你是拥有相当的源石技艺适应性的，只要你愿意，经过训练就可以加入前线的行列。,"The assessments show you have an aptitude for Originium Arts. If you're interested, we could put you on the front lines.","Согласно результатам тестирования, вы обладаете неплохой предрасположенностью к искусству ориджини, так что если захотите — после подготовки сможете встать в ряды передовых оперативников."
line-41,后勤干员,不过，因为你是民间人士，没有相关的战斗经验，我们还是建议你加入后勤相关的部门。,"But since you are a civilian with no relevant combat experience, we still recommend that you join a logistics-related section.","Однако, поскольку вы гражданское лицо без опыта боевых действий, мы всё же советуем вам выбрать тыловые подразделения."
line-42,后勤干员,当然，请放心，即使你加入前线，我们不会给你安排危险的任务，会根据实力的评估。,"Of course, rest assured that even if you go into a combat role, we won't put you in danger. No more than you can handle, anyway.","Разумеется, не волнуйтесь: даже если вы пойдете на передовую, опасных заданий вам давать не будем — всё будет зависеть от оценки ваших навыков."
line-44,梓兰,后勤是做什么的？,What does logistics do?,А что именно делают в тылу?
line-46,后勤干员,嗯......后勤部门细分下来也有许多呢，不过总的来说，是为了维持罗德岛运转的各种工作吧。,"Well... It's a pretty broad department with a lot of functions. But, in general, you can think of it as the jobs that keep Rhodes Island running.","Хм... у тылового департамента много подотделов, но если в общем — это вся работа по поддержанию жизнедеятельности «Родоса»."
line-47,后勤干员,因为文职比较多，所以比较适合你这样习惯了都市生活的人呢。,"Since there are more clerical jobs, it's well suited to people like you. Folks used to city life.","Там много кабинетной работы, так что для тех, кто привык к городской жизни, вроде вас, это будет как раз."
line-49,梓兰,（也就是说，坐办公室吗......）,(He means sitting in an office...?),"(Значит, протирать штаны в офисе...)"
line-50,梓兰,（原本就是想要转换心情才想着试试在这边工作，我可不想再在这里过办公室生活。）,(I came here for a change. I don't want to spend my life in a cubicle.),"(Я ведь и пришла сюда в надежде сменить обстановку, не хочу снова прозябать в офисе.)"
line-52,梓兰,我......还是申请加入前线吧。,I... I want to go into a combat role.,Я... всё же подам заявку на передовую.
line-54,后勤干员,真的吗？前线干员可是很辛苦的哦？,Are you sure? It can be tough being a front line operator.,Правда? Но работа оперативника передовой очень тяжела.
line-56,梓兰,嗯，我想试一试。,Yes. I want to give it a try.,"Мгм, хочу попробовать."
line-58,后勤干员,好的，我知道了。,Okay then.,"Хорошо, я вас понял."
line-68,梓兰,（事到如今，我就是不想坐办公室才会那么选的这种话实在是说不出口啊。）,(I probably shouldn't tell him I wasn't interested in office work.),"(Теперь уже не скажешь, что выбрала это только потому, что не хотела сидеть в офисе.)"
line-70,梓兰,......这么一说，好像我稀里糊涂地就变成干员了。,........Let's just say I sort of fell into it.,"...Такое чувство, будто я сама не поняла, как стала оперативником."
line-72,后勤干员,啊，确实，对我们不了解的话，是会出现这种情况呢。,"Ah, yeah. That'll happen if you don't know what you're getting yourself into.","А, ну да, если вы нас плохо знаете, такое бывает."
line-74,梓兰,是，是吗......,"Oh, oh yeah...?",П-правда?
line-76,后勤干员,不过，我记得针对这样的情况，我们是有应对措施的，我看看条例......,But I seem to remember we have a way to deal with these sorts of things. Let me take a look here....,"Впрочем, я помню, что на такие случаи у нас есть регламент, сейчас посмотрю..."
line-77,后勤干员,啊，没错，这一条写了，,"Ah, yep. Here we go.","А, точно, вот здесь написано:"
line-78,后勤干员,“民间出身的战斗干员，在作为战斗干员工作的一年内，若不适应前线生活并申请转为后勤干员，应予以无条件通过。”,"'Combat operators of civilian origin who, within one year of working as a combat operator, find themselves unsuited to the role, may apply for reclassification as a logistics operator. It will be unconditionally approved.'","«Боевые оперативники гражданского происхождения имеют право на безусловный перевод в тыл по запросу в течение первого года службы, если не адаптируются к жизни на передовой»."
line-79,后勤干员,梓兰小姐还加入我们没多久，适用于这一条哦，不如说，其实你们A6的所有人，除了萨尔贡军人出身的斑点，都适用这一条呢。,"You haven't been here that long, so you should be good to go. Actually, everyone in A6 should be good. Except Spot, since he was a Sargon soldier.","Вы ведь здесь совсем недавно, мисс Орхидея, это правило на вас распространяется. Да что там, все из отряда А6, кроме Спота, пришедшего из армии Саргона, тоже под него попадают."
line-80,后勤干员,即使是斑点，也只是需要稍微过个审查而已，我们在这方面还是相当自由的。,"And even with Spot, I bet we can find a little wiggle room. ",Даже Споту нужно лишь пройти небольшую проверку. У нас в этом плане довольно свободно.
line-82,梓兰,这样啊，我都没想过这方面的事。,Oh yeah? I never thought about it before.,"Вот как, я даже не думала об этом."
line-84,后勤干员,而且你也知道，我们的工作其实一点也不比要战斗的干员们轻松，罗德岛的方方面面还是靠我们维持的呢。,It's not like our work is any easier than that of a combat operator. Rhodes Island depends on us to keep moving.,"К тому же, вы сами знаете, что наша работа ничем не легче, чем у оперативников передовой. Всё держится именно на нас."
line-86,梓兰,嗯，我知道，谢谢，我会考虑的。,"Yeah, right. Thanks. I'll think about it.","Да, я понимаю. Спасибо, я подумаю."
line-91,泡普卡,梓兰姐姐，还没好吗？,"Orchid, are you done yet?","Сестричка Орхидея, ты еще не закончила?"
line-93,梓兰,这就好。,I just finished.,Уже иду.
line-95,泡普卡,好~,Okay~,Хорошо~
line-97,后勤干员,咦，这不是小泡普卡吗，她在等你吗？,"Well, if it isn't little Popukar. Is she waiting for you?","О, это же маленькая Поппука, она тебя ждет?"
line-99,梓兰,嗯，在路上遇到的，她就跟过来了。,Yes. I bumped into her on the way and she came along.,"Да, встретила её по дороге, вот она и увязалась за мной."
line-101,后勤干员,这么说起来，我记得上个月你说过，申请和她搬进一间二人宿舍了吧？,"Now that you mention it, I think I remember you applied for a double room to share with her?","Кстати, помню, в прошлом месяце ты подавала заявку на совместное проживание в двухместном общежитии?"
line-103,梓兰,是啊，唉，这丫头也是个不让人省心的，也不知道是谁让这么小的孩子也出来战斗的。,Yes. *Sigh* That girl is a handful. And who sends a child that small out to war anyway?,"Ага, эх, с этой девочкой тоже не расслабишься. Интересно, кто вообще позволил такому маленькому ребенку сражаться."
line-104,梓兰,队里其他人要么靠不住要么比她还不让人省心，可不就只能这么办了。,But the rest of the team is either unreliable or even more trouble than she is. So here we are.,"Остальные в отряде либо ненадежные, либо еще более беспокойные, вот и пришлось так поступить."
line-106,泡普卡,梓兰姐姐，还没好吗？,"Orchid, are you done yet?","Сестричка Орхидея, ты еще не закончила?"
line-108,梓兰,来了来了。那我先走了。,"Coming. All right, I'd better go.",Иду-иду. Тогда я пойду.
line-110,后勤干员,别忘了我刚才说的事，期待你的答复~,Don't forget what we talked about. I'll be waiting for your answer.,"Не забудь о том, что я говорил, буду ждать вашего решения~"
line-112,梓兰,嗯。,Right.,Ага.
line-119,梓兰,哈......其实现在想想也挺好笑的，原本是为了逃离办公室生活才选择试试战斗的，结果最后还是变成刚才那样。,Ha.... Isn't it ironic? I became a combat operator to ditch the office. And now look at me.,"Ха... сейчас думаю, что это довольно забавно. Пыталась сбежать от офисной жизни, решив пойти в бой, а в итоге всё равно вернулась к тому же."
line-120,梓兰,难道我这辈子就注定是个上班族吗......,"Am I doomed to the rat race, no matter what path I take...?",Неужели я по жизни суждена быть офисным планктоном...
line-122,泡普卡,梓兰姐姐，什么是上班族？,"Orchid, what's a rat race?","Сестричка Орхидея, а кто такие офисные планктоны?"
line-124,梓兰,上班族就是天天坐在办公室里发霉8小时，做的事完全就是重复机械劳动，下班了还不一定能走的悲惨职业哦。,"It's a miserable life, sitting in an office for 8 hours a day, growing fat and sick, doing tedious, menial labor and sometimes putting in overtime.","Это люди, которые целыми днями плесневеют в офисе по 8 часов, выполняя одну и ту же механическую работу, и даже после окончания смены не всегда могут уйти. Ужасная профессия."
line-126,泡普卡,哦......不懂。,Oh... don't get it.,О-о... не поняла.
