ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,ilarhion
__language__,,Language,en_US,ru_RU
char-1,后勤干员,后勤干员,Logistics Operator,Оперативник логистики
char-2,可露希尔,可露希尔,Closure,Кложур
char-3,凯尔希,凯尔希,Kal'tsit,Кальцит
char-4,医疗干员,医疗干员,Medic Operator,Оперативник-медик
char-5,煌,煌,Blaze,Блэйз
char-6,近卫干员,近卫干员,Guard Operator,Оперативник-гвардеец
char-7,九,九,Nine,Найн
char-8,？？？,？？？,???,???
char-9,塔露拉,塔露拉,Talulah,Талула
char-10,整合运动士兵,整合运动士兵,Reunion Soldier,Солдат «Реюниона»
char-11,Dijkstra,Dijkstra,Dijkstra,Дейкстра
char-12,Guard,Guard,Guard,Гард
char-13,游击队萨卡兹,游击队萨卡兹,Guerrilla Sarkaz,Сарказ-партизан
char-14,整合运动术师,整合运动术师,Reunion Caster,Заклинатель «Реюниона»
char-15,狙击干员,狙击干员,Sniper Operator,Снайпер «Родос Айленда»
char-16,阿米娅,阿米娅,Amiya,Амия
char-17,幻影弩手,幻影弩手,Phantom Crossbowman,Фантомный арбалетчик
char-18,整合运动战士,整合运动战士,Reunion Warrior,Воин «Реюниона»
char-19,Mon3tr,Mon3tr,Mon3tr,Мон3тр
char-20,陈,陈,Ch'en,Чэнь
char-21,风笛,风笛,Bagpipe,Бэгпайп
,,,,
line-3,,"9:33  A.M.  天气/大雾   ",9:33 A.M. \ Foggy,9:33 утра. Погода: сильный туман.
line-10,,无名荒野，罗德岛内,"Nameless Barrenlands, Inside Rhodes Island","Безымянная пустошь, на борту «Родоса Айленд»."
line-15,后勤干员,可露希尔小姐，早上好。您的早餐我就放在这里了。,"Good morning, Closure. Here's your breakfast.","Мисс Кложур, доброе утро. Я оставлю ваш завтрак здесь."
line-17,可露希尔,哦！辛苦了！,"Oh, thanks!",О! Спасибо за службу!
line-21,可露希尔,……没发霉吧？,"There's no mold or anything, right...?",...Он ведь не заплесневел?
line-23,后勤干员,呃。应该没有吧，应该。,"Uh, probably not, I guess.","Э-э. Надеюсь, что нет. Скорее всего, нет."
