ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,neksi0762
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act15d0
__chapter__,,Chapter Name,activities/act15d0/level_act15d0_03_beg,首次遇袭
,,,,
char-1,缪尔赛思,缪尔赛思,Muelsyse,Мюльсайз
char-2,赫默,赫默,Silence,Сайленс
char-3,巴顿,巴顿,Barton,Бартон
char-4,梅尔,梅尔,Mayer,Майер
char-5,狱警A,狱警A,Jailer A,Надзиратель А
char-6,A区囚犯们,A区囚犯们,A-Zone Prisoners,Заключенные блока А
char-7,B区囚犯们,B区囚犯们,B-Zone Prisoners,Заключенные блока Б
char-8,卡夫卡,卡夫卡,Kafka,Кафка
char-9,罗宾,罗宾,Robin,Робин
char-10,B区囚犯A,B区囚犯A,B-Zone Prisoner A,Заключенный А из блока Б
char-11,狱警B,狱警B,Jailer B,Надзиратель Б
char-12,安东尼,安东尼,Anthony,Энтони
char-13,B区囚犯B,B区囚犯B,B-Zone Prisoner B,Заключенный Б из блока Б
,,,,
line-10,缪尔赛思,罗宾并不是职业杀手吗？,Robin's not a professional assassin?,Робин не профессиональный наемный убийца?
line-12,赫默,不是。,Not at all.,Нет.
line-13,赫默,这一点就连我都看得出来，她身上并没有那种感觉。,Even I could tell that much. She had none of the air about her.,Это даже я вижу. От нее совсем не исходит подобное ощущение.
line-15,缪尔赛思,看来有关她的资料是正确的，她过去确实是做安保工作的，在身手上应当是可以信赖的。,Looks like the material I had on her was correct. She really was a security worker. Her skills certainly should've invited trust.,"Похоже, досье на нее верны. В прошлом она действительно занималась охраной, так что в ее навыках можно быть уверенной."
line-17,缪尔赛思,不过这样的话，感觉稍微有些奇怪呢......,But this all smacks of a little weirdness to me...,Но в таком случае все это кажется немного странным...
line-19,赫默,什么？,What?,Что именно?
line-21,缪尔赛思,就是她为什么会被雇佣这一点......倒也不是什么大问题，先略过吧。,Why they hire her is my question... but that's not too important. Skip it for now.,"То, почему ее наняли... Впрочем, неважно, это не главная проблема, пропустим это."
line-23,缪尔赛思,比起这个，看来大部分杀手都是和罗宾一样，是被单独雇佣的。,"More importantly, it seems most of the assassins were like Robin in that they'd been hired solo.","Куда важнее то, что большинство убийц, как и Робин, были наняты поодиночке."
line-24,缪尔赛思,他们并不知道自己有没有竞争对手，也不知道自己的雇主是谁。,"They had no idea if they had any competition, and no clue who their employer was.","Они даже не знают, есть ли у них конкуренты, и кто именно их наниматель."
line-26,赫默,......海德兄弟究竟雇佣了多少杀手？,"How many assassins did HydeBro hire, in the end?",......Сколько же убийц наняли «HydeBro»?
line-28,缪尔赛思,我也不清楚。,Your guess is as good as mine.,Я и сама не знаю.
line-29,缪尔赛思,但是正如我之前所说，他们两个为了除掉安东尼可是下了血本的。,"But just like I said before, the Bros paid big to get rid of Anthony. Money with their blood and sweat in it.","Но, как я уже говорила, они не пожалели средств, чтобы избавиться от Энтони."
line-31,赫默,杀手是怎么进入监狱的？,How did the assassins get into the prison?,Как убийцы попадают в тюрьму?
line-33,缪尔赛思,我想你事先肯定也调查过——曼斯菲尔德监狱是那个州几座城市的政府共同建立的一座监狱，所有大州独此一份。,"I'm sure you looked into it beforehand, too—Mansfield State Prison was established jointly by a few of the state's municipal governments, and it stands alone.","Думаю, ты уже наводила справки — тюрьма Мэнсфилд была построена совместно правительствами нескольких городов того штата. Единственная в своем роде на все крупные штаты."
line-35,赫默,嗯。我看到的说法是，这座监狱建立的初衷是因为那个州作为开拓区，虽然发展很快，但是犯罪率一直居高不下，有许多罪犯。,"Mm. The way I've seen it described, the founding intent of the prison was to serve its state breaking new ground. Development was rapid, but crime rates stayed high, and rampant.","Мм. Как я поняла, изначально ее построили потому, что этот штат, будучи пограничным районом, стремительно развивался, но уровень преступности оставался пугающе высоким, и заключенных было слишком много."
line-36,赫默,当时，这座监狱只是一个接近荒废的工业平台。,"So at the time, it was a half-abandoned industrial platform.",В то время эта тюрьма была лишь заброшенной промышленной платформой.
line-37,赫默,而伦道尔，也就是现在的典狱长站了出来，提议各城政府建立了这座监狱，一举解决了这座工业平台的处置问题和囚犯的收容问题。,"It was Randal, the current warden, who suggested establishing the prison to the city governments. All at once, they had a solution for what to do with the platform, and where to put inmates.","И Рэндол, нынешний начальник тюрьмы, взял инициативу на себя. Он предложил правительствам городов построить здесь тюрьму, разом решив вопрос и с утилизацией этой платформы, и с содержанием заключенных."
line-39,赫默,这有什么问题？,Any questions so far?,И что в этом такого?
line-44,缪尔赛思,答案不是很明显了吗？,"Isn't the answer pretty obvious, though?",Разве ответ не очевиден?
line-46,缪尔赛思,这也就意味着，这座监狱其实是专门用来关押一些“麻烦”的人的地方，而且是各个城市都不是很想管的那种人。,The idea is the prison gets used as a lockbox to shove every 'troublesome' person. And it's the people none of the cities want to bother with.,"Это значит, что тюрьма на самом деле создана для изоляции «неудобных» людей — тех, с кем города не хотят возиться."
line-47,缪尔赛思,主动想要进入这样的地方其实并不是很麻烦的事情。,Getting inside isn't the tough part.,Так что попасть в такое место добровольно не составляет особого труда.
line-48,缪尔赛思,卡夫卡小姐应该没有对你说过她具体是怎么进入监狱的吧？,"Ms. Kafka never told you how exactly she got in there, am I right?","Мисс Кафка ведь не рассказывала тебе, как именно она оказалась в тюрьме, верно?"
line-50,赫默,......,......,......
line-52,缪尔赛思,当然，这座监狱戒备还是非常森严的，想要逃出来非常的困难。,"Of course, the prison is still a prison. Getting out is tough.","Конечно, охрана здесь очень строгая, и сбежать крайне трудно."
line-53,缪尔赛思,刚才也说过了，它除了每隔几个月会前往周边都市之外，平时基本上是停在荒野上的。,"Like I said, it only visits cities on the edge once every few months. The rest of the time, it stops in the barrens.","Как я уже говорила, если не считать визитов в соседние города раз в несколько месяцев, обычно она просто стоит посреди пустыни."
line-54,缪尔赛思,囚犯就算逃出了监狱，面对的也是一望无际的荒野。,"A convict escapes out there, they're stuck in the endless barrens until they die.","Даже если заключенный сбежит, за пределами тюрьмы — лишь бескрайняя пустыня."
line-55,缪尔赛思,你看，罗宾也提到了，神秘人向她许诺过，一定有办法把他们给捞出来。,Here's the thing. Robin mentioned it. A mysterious person promised it. There was a way to get them out for sure.,"Видишь, Робин тоже упоминала, что таинственный заказчик обещал вытащить их отсюда."
line-57,缪尔赛思,这样他们如果没有在监狱中做一些蠢事提前把自己弄死，并且成功刺杀安东尼，只需要等着被捞出去就行了。,"So as long as they didn't slip up and get themselves killed in there, AND successfully ran the hit on Anthony, then they'd just need to wait for extraction.","Таким образом, если они не наделают глупостей внутри и не погибнут раньше времени, а успешно устранят Энтони, им остается лишь ждать, пока их вызволят."
