ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,frostymisery17
__language__,,Language,en_US,ru_RU
char-1,母亲,母亲,Mother,Мама
char-2,索尼娅,索尼娅,Sonya,Соня
char-3,父亲,父亲,Father,Отец
char-4,索尼娅？,索尼娅？,Sonya?,Соня?
char-5,学生A,学生A,Student A,Ученик А
char-6,学生B,学生B,Student B,Ученик Б
char-7,学生C,学生C,Student C,Ученик В
char-8,受欺凌的学生,受欺凌的学生,Bullied Student,Жертва травли
char-9,？？？,？？？,???,???
char-10,安娜,安娜,Anna,Анна
char-11,门外传来的声音,门外传来的声音,Voice Outside the Door,Голос за дверью
char-12,所有人,所有人,Everyone,Все
char-13,罗莎琳,罗莎琳,Rosalind,Розалин
char-14,娜塔莉娅,娜塔莉娅,Natalya,Наталья
char-15,拉达,拉达,Lada,Лада
char-16,近卫干员,近卫干员,Vanguard Operator,Оператор авангарда
char-17,真理,真理,Istina,Истина
char-18,凛冬,凛冬,Zima,Зима
char-19,古米,古米,Gummy,Гум
char-20,早露,早露,Rosa,Роса
,,,,
line-8,,清晨，我像往常一样走出自己的房间。,It's morning. I come out of my room as usual.,"Утро. Я, как обычно, выхожу из своей комнаты."
line-9,母亲,索尼娅，洗漱都完成了吗？,"Sonya, are you finished washing up?","Соня, ты уже умылась?"
line-10,索尼娅,妈妈，我已经不是小孩子了。,"I'm not a kid anymore, mom.","Мам, я уже не ребенок."
line-13,,厨房里传来妈妈的声音，她正在厨房忙碌，接下来，我只要坐在餐桌前等一会儿，就能吃到热腾腾的早餐。,"Mom calls to me from the kitchen, where she's cooking. I sit down at the table to wait for my piping hot breakfast.","С кухни доносится мамин голос: она там готовит. Мне остается лишь немного подождать за столом, и я смогу съесть горячий завтрак."
line-14,,早餐通常会是一碗粥配上面包和火腿，妈妈最近似乎想要减肥，所以早餐的粥都是据说最不会长肉的燕麦粥。,"Breakfast would normally be a bowl of porridge served with bread and ham. I guess she wants to lose weight, so we only have oatmeal porridge.","На завтрак обычно каша с хлебом и ветчиной. Мама в последнее время, кажется, хочет похудеть, поэтому на завтрак у нас овсянка — говорят, от нее меньше всего полнеют."
line-15,,我无所谓。,Fine by me.,Мне всё равно.
line-16,,爸爸一如既往地坐在一边看报纸，报纸上总是写些无聊的东西，经济，政治，国家，我一点也不喜欢。,Dad sits reading the papers. Everything in them is always so boring. Political and economic stuff I have no interest in.,"Отец, как всегда, сидит и читает газету. В ней вечно пишут о чем-то скучном: экономика, политика, государство — мне это совсем не нравится."
line-17,,为什么它们不能刊登一些我的丰功伟绩？,Why don't they run stories about my glorious accomplishments?,Почему они не могут напечатать что-нибудь о моих великих достижениях?
line-18,父亲,索尼娅，最近在学校怎么样？,"Sonya, how's school going?","Соня, как дела в школе?"
line-19,,又来了。,This again.,Опять началось.
line-20,,每天只有在这个时候和晚饭时才会出现的象征性关心，他真的不会感到厌烦吗？还是说他其实也不在乎？,Doesn't he get tired of going through these motions twice a day? It's only ever at breakfast and dinner that he pretends to care.,"Эта символичная забота, которая проявляется только за завтраком и ужином... Неужели ему самому не надоело? Или ему на самом деле плевать?"
line-21,索尼娅,"......一般。 ","...Fine. ",...Нормально.
line-22,父亲,你已经是个七年级的学生了，别再像以前那样撒野了。,You're in seventh grade already. It's time you start behaving.,"Ты уже в седьмом классе, хватит вести себя так дико, как раньше."
line-25,,为什么？我还只是七年级。,Why? I'm only in seventh grade.,Почему? Я всего лишь в седьмом классе.
line-26,父亲,还有，你已经决定好九年级毕业后的发展了吗？,And have you decided what you'll do after you finish ninth?,"И еще: ты уже решила, чем займешься после окончания девятого класса?"
line-27,索尼娅,......没有。,...Not yet.,...Нет.
