ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act7mini
__chapter__,,Chapter Name,activities/act7mini/level_act7mini_st06,信
,,,,
char-1,崖心,崖心,Cliffheart,Клиффхарт
char-2,讯使,讯使,Courier,Курьер
char-3,角峰,角峰,Matterhorn,Маттерхорн
char-4,医疗干员,医疗干员,Medic Operator,Оперативник-медик
char-5,近卫干员,近卫干员,Guard Operator,Оперативник-гвардеец
char-6,？？？,？？？,???,???
char-7,可露希尔,可露希尔,Closure,Клозир
,,,,
line-8,,06:50 A.M.  天气/晴,6:50 A.M. \ Clear,06:50. Погода: ясно
line-9,,罗德岛本舰，干员宿舍,"Rhodes Island Landship, Operator Dorms","Корабль Родос, общежитие оперативников"
line-17,崖心,早上好！,Mornin'!,Доброе утро!
line-18,崖心,咦，门没锁......那我就打扰啦。,"Huh, the door's unlocked... Guess I'll let myself in.","Ой, дверь не заперта... Ну, тогда я войду."
line-19,崖心,讯使哥！角峰叔！你们在哪呀——,"Sup, Courier! Uncle Matterhorn! You guys in?",Курьер! Дядя Маттерхорн! Вы где? —
line-21,崖心,唔，没人在吗？,"Huh, nobody's home?","Хм, никого нет?"
line-23,崖心,按照角峰叔他们的习惯，这个点确实是该起床了才对......不在房间的话，难道是已经出去了？,"There's no way they'd be sleeping in this late... If they're not in their room, maybe they already left?","Если судить по привычкам дяди Маттерхорна и остальных, они уже должны были встать в это время... Если их нет в комнате, неужели они уже ушли?"
line-24,崖心,不行，我得去看看！,"Darn it, I have to go find 'em!","Нет, я должна пойти и проверить!"
line-39,讯使,嗯？恩希亚小姐，这么一大早什么事......等等，别在走廊里这样跑，太危险了！,"Hmm? Lady Ensia, what's going on so early in the morning... Wait, hold on, don't run in the hallway, it's too dangerous!","А? Мисс Энсия, что случилось в такую рань... Погоди, не бегай так по коридору, это опасно!"
line-42,崖心,啊！发现讯使哥了！,"Ah, there you are, bro!",А! Нашла Курьера!
line-43,崖心,放心，不会有事的啦——呜哇！,"Don't worry, nothing bad's gonna—— Woooah!","Не волнуйся, всё будет хорошо — уа-а!"
line-46,讯使,哎，小心！,"Hey, watch out!","Эй, осторожно!"
line-54,崖心,呼......好险，好险，这里怎么会有一个包裹啊？,Phew... Close one. Why's there a parcel here?,Фух... чуть не упала. Как тут оказался этот свёрток?
line-56,崖心,谢谢啦，讯使哥。,"Thanks, bro.","Спасибо, Курьер."
line-58,讯使,真是的，都说了要小心了，万一真的摔倒了该怎么办？,"Good grief, I told you to be careful. What am I going to do when you actually take a fall?","Ну вот, я же говорил, что нужно быть осторожнее. Что бы ты делала, если бы правда упала?"
line-60,崖心,嘿嘿，我就知道讯使哥你一定能接住我嘛。,"Hehe, I knew you were gonna catch me anyway.","Хе-хе, я знала, что ты обязательно меня поймаешь."
line-62,讯使,唉。恩希亚小姐都成为干员了，怎么还是冒冒失失的......,"Hey... Lady Ensia, you're a fully-fledged operator now, you can't be so reckless...","Эх. Мисс Энсия уже стала оперативником, почему она всё ещё такая беспечная..."
line-67,角峰,怎么了，讯使，发生了什么事？,"What's wrong, Courier? Did something happen?","В чём дело, Курьер, что случилось?"
line-69,讯使,角峰大哥。,"Ah, Matterhorn.",Брат Маттерхорн.
line-71,崖心,早啊，角峰叔！,"Morning, Uncle!","Доброе утро, дядя Маттерхорн!"
line-73,角峰,是二小姐啊，早上好。,"Ah, the Young Lady. Good morning.","А, это вторая госпожа. Доброе утро."
line-74,角峰,最近在罗德岛的生活还习惯吗？难得二小姐会这么早起......是准备出任务吗？,Have you gotten used to life at Rhodes Island yet? It's rare to see you up so early though... Are you getting ready for a mission?,Как тебе жизнь на Родосе в последнее время? Не часто увидишь вторую госпожу такой ранней пташкой... Собираешься на задание?
line-76,讯使,也有可能单纯是不习惯这里的床？毕竟恩希亚小姐对睡眠环境的质量要求很高啊。,"Or are you not used to the beds here? After all, I do recall you having very high standards for your sleep environment.","А может, она просто не привыкла к местной кровати? В конце концов, у мисс Энсии высокие требования к качеству сна."
line-77,讯使,老宅里恩希亚小姐的床，还是很小的时候角峰大哥帮着挑的吧？那之后小姐一直不肯更换......还非要抱着自己的小毯子才肯睡呢。,"Back at the old house, Matterhorn helped pick out a bed for you when you were still very young, right? After that, you refused to sleep anywhere else.... and never without hugging your little blanket.","Ту кровать, на которой мисс Энсия спала в старом доме, кажется, помогал выбирать брат Маттерхорн, когда она была ещё совсем маленькой? С тех пор она отказывается её менять... И обязательно должна спать, обнимая своё маленькое одеяло."
line-79,角峰,唔，这倒也是......,"Mm, now that you remind me...","Хм, это верно..."
line-82,崖心,等、等下，讯使哥不要乱说， 我才没有那么娇气啦！,"W-Wait, hold your horses, Courier. Don't make stuff up, I wasn't that much of a princess!","Подождите, не нужно так говорить, Курьер! Я вовсе не такая избалованная!"
line-84,崖心,不要小看冒险家哦？早睡早起而已，我还是做得到的！在山上要是因为睡不着而没法补充体力，可没法成为优秀的登山者！,"Don't underestimate an adventurer either, got it? I've got no problem going early to bed, early to rise! If you can't get a good night's rest to replenish your energy when you're up in the mountains, there's no way you'll ever become a good mountaineer!","Не недооценивайте авантюристку! Я вполне могу рано ложиться и рано вставать! Если в горах я не высыпаюсь и не восстанавливаю силы, то не стану хорошим альпинистом!"
line-85,崖心,就算是再冷、再空气稀薄的环境，我也是能睡着的！,"No matter how cold it is, no matter how thin the air is, you bet I can fall right asleep!",Даже в условиях холода и разреженного воздуха я способна уснуть!
line-87,角峰,恩希亚小姐......真的长大了啊。,Lady Ensia... You've grown up so much.,Мисс Энсия... ты действительно повзрослела.
line-89,崖心,（小声）而且，我的毯子也好好地带过来了，才不会睡不着呢。,"(mutters) Besides, I brought my blankie with me anyway. No way I wouldn't be able to fall asleep.","(Тихо) К тому же, я взяла своё одеяло с собой, так что я прекрасно сплю."
line-91,讯使,啊，结果还是带来了啊。,"Ah, so you ended up bringing it with you after all.","А, значит, всё-таки привезла."
line-94,崖心,有什么关系嘛！,You got a problem with that?!,Какая разница!
line-96,崖心,好了好了，不说这个了！,"Alright, let's stop talking about this already!","Ладно, ладно, не будем об этом!"
line-97,崖心,讯使哥和角峰叔这么早就出门，还带着包裹，接下来是要出任务？,"Anyway, the fact that you two are headed out this early with these packages, are you going on a mission?","Вы с дядей Маттерхорном так рано выходите, ещё и со свёртками. У вас задание?"
line-98,崖心,唔，看这个行李的量，应该不是短程的......是不是还要回老家那边？,"Hmm, and with this amount of luggage, it's looking like a pretty long trip too... Heading back home?","Хм, судя по объёму багажа, это не краткосрочная поездка... Вы собираетесь вернуться домой?"
line-100,角峰,是啊，一会就要准备出发了。,That's right. We'll be getting ready to leave shortly.,"Да, скоро отправляемся."
line-102,讯使,是哦，有些东西要送回去一趟。银灰老爷那里也有不少事情要处理，我和角峰大哥都得回去帮忙。,"Yup. We have to bring some stuff back over there. Master SilverAsh has quite a lot of things to deal with, and Matterhorn and I will be going back to help out.","Именно так, нужно доставить кое-какие вещи. Господину СильверЭшу тоже нужно решить немало дел, поэтому нам с братом Маттерхорном пора возвращаться, чтобы помочь."
line-103,讯使,恩希亚小姐是有什么东西要交给我们带给银灰老爷吗？我和角峰大哥很乐意效劳哦。,"Lady Ensia, is there anything you'd like us to take back to Master SilverAsh? Matterhorn and I would be more than glad to help.","Мисс Энсия, есть что-нибудь, что вы хотели бы передать господину СильверЭшу через нас? Мы с братом Маттерхорном будем рады помочь."
line-105,崖心,嗯，虽然也确实有东西想给老哥啦，但是......但这次不止是这个！,"Mm, I do have things I'd like to give to my brother, but... But, it's more than just that this time!","Хм, у меня действительно есть кое-что для брата, но... но в этот раз дело не только в этом!"
line-107,讯使,不止......？,What else...?,Не только...?
line-109,崖心,就是，呃。,"Well, um...","Ну, э-э."
line-110,崖心,啊呀，讯使哥，你来一下......！,"Darn it, c'mere real quick...!","Ай, Курьер, иди сюда...!"
line-112,崖心,角峰叔我们一会食堂集合，我和讯使哥先走一步！之后替我向老哥和灵知哥问个好！,"Uncle Matterhorn, let's meet up at the cafeteria in a bit. I'm gonna go for a quick walk with Courier here! Oh, and tell my brother and Gnosis that I said hi!","Дядя Маттерхорн, встретимся позже в столовой, мы с Курьером отойдём на минутку! Передавай привет брату и Лингвису от меня!"
line-122,讯使,哎，等等，恩希亚小姐，轻点，衣服要被拉下来了......！,"W-Wait, Lady Ensia, not so hard... You're going to pull down my clothes...!","Эй, погоди, мисс Энсия, потише, так и одежду можно порвать...!"
line-131,角峰,......,......,......
line-132,角峰,恩希亚小姐......,Lady Ensia...,Мисс Энсия...
line-141,崖心,呼......好，到这里应该就没问题了。,"Phew... Alright, this place should be fine.","Фух... ну, думаю, здесь мы в безопасности."
line-143,讯使,特地避开角峰大哥，是有什么要单独和我说的事情吗......？,Why are we avoiding Matterhorn? Is there something you can only tell me...?,"Есть что-то, что вы хотели обсудить со мной лично, избегая брата Маттерхорна...?"
line-145,崖心,确实是有点事......,I guess there's a bit of that...,"На самом деле, есть одно дело..."
line-146,崖心,那我说了？讯使哥，你会替我保密吧？,"Courier, can you keep a secret for me?","Ну, скажу? Курьер, ты же сохранишь это в секрете?"
line-148,讯使,这个嘛，要看到底是什么事情了，如果是什么可能会有危险的事情的话，我恐怕会告诉银灰老爷哦？,"I'm afraid that depends on the situation. If it's something dangerous, I might have to tell Master SilverAsh.","Ну, это зависит от того, что именно за дело. Если это что-то опасное, боюсь, мне придётся рассказать господину СильверЭшу?"
line-151,崖心,欸——怎么这样！你和角峰叔怎么都这么向着老哥！,Ugh... Why do you have to be like that? Both you and Matterhorn are always taking my brother's side!,"Э-э, как так! Почему вы с дядей Маттерхорном так всегда на стороне брата!"
line-153,讯使,啊哈哈，毕竟银灰老爷他也是为了恩希亚小姐好嘛。,"Ahaha... Well, Master SilverAsh is also looking after you.","Аха-ха, господин СильверЭш ведь тоже желает вам добра, мисс Энсия."
line-155,崖心,哼哼......算了，我真的说了哦，不是什么危险的事，所以绝对不能告诉老哥！,"Hmph! Whatever, I'm gonna tell you anyway. It's not anything dangerous, so you'd better swear not to tell him anything!","Хм-м... Ладно, я действительно скажу. Это не опасное дело, поэтому ты ни в коем случае не должен рассказывать брату!"
line-156,崖心,那个啊，讯使哥，你们这次有上圣山的计划吗？,"Anyway, um, are you planning to head up to Mount Karlan, by any chance?","Слушай, Курьер, вы планируете в этот раз подниматься на Святую гору?"
