ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act12side
__chapter__,,Chapter Name,activities/act12side/level_act12side_st02,中场休息
,,,,
char-1,拉菲艾拉,拉菲艾拉,Rafaela,Рафаэлла
char-2,林雨霞,林雨霞,Lin Yühsia,Линь Юйся
char-3,D.D.D.,D.D.D.,D.D.D.,D.D.D.
char-4,经纪人,经纪人,Manager,Агент
char-5,星熊,星熊,Hoshiguma,Хосигума
char-6,诗怀雅,诗怀雅,Swire,Свайр
char-7,服务员,服务员,Waiter,Официант
char-8,陈,陈,Ch'en,Чэнь
char-9,赌场老板,赌场老板,Casino Boss,Владелец казино
char-10,赌场喽罗,赌场喽罗,Casino Underling,Головорез из казино
char-11,埃内斯托,埃内斯托,Ernesto,Эрнесто
char-12,？？？,？？？,???,???
char-13,士兵,士兵,Soldier,Солдат
,,,,
line-15,拉菲艾拉,......,......,......
line-28,林雨霞,......,......,......
line-47,拉菲艾拉,......,......,......
line-59,林雨霞,（不见了？！）,(She's gone?!),(Исчезла?!)
line-60,林雨霞,（她应该没有发现我。）,(But she shouldn't have spotted me.),"(Кажется, она меня не заметила.)"
line-61,林雨霞,（是经受过训练，在平时也会保持反侦察的行动方式？）,(Perhaps she's got training and keeps her anti-surveillance act up?),(Она прошла обучение и использует методы контрразведки даже в повседневной жизни?)
line-63,林雨霞,（还是说，这一带有什么她要掩人耳目才能进去的地方？）,(Or is there some place around here she can sneak into without anyone noticing?),"(Или здесь есть место, куда она может войти только тайно?)"
line-65,林雨霞,（......算了，先去找陈晖洁吧。）,(Oh well... I'll go look for Hui-chieh first.),"(......Ладно, сначала нужно найти Чэнь Хуэйцзе.)"
line-75,D.D.D.,首先，由我来宣布出线队伍名单。,"First things first, let's look at which teams made it.","Прежде всего, я объявлю список команд, прошедших квалификацию."
line-76,D.D.D.,本次大奖赛的第一轮比赛中，一共有十五支队伍出线。,A total of fifteen teams entered the first round of this competition.,В первом раунде Гран-при вышли в общей сложности пятнадцать команд.
line-77,D.D.D.,鼠胆龙威队，当之无愧的最大热门。,Team LUNG wRATh is definitely this competition's hottest team.,"Команда «Крысиная храбрость», бесспорные главные фавориты."
line-78,D.D.D.,灰羽队、吃豆人队、甜蜜夏日队、商务合作请致电5453-46235队......,"Team Grey Feather, Team Pacer-man, Team Honey Summer, Team Business Cooperation Call 5453-46235...","Команда «Серые перья», команда «Пакман», команда «Сладкое лето», команда «По вопросам сотрудничества звоните 5453-46235»......"
line-89,经纪人,辛苦了，D.D.D.。,"Nice work out there, D.D.D.","Хорошая работа, D.D.D."
line-90,经纪人,让你做你不习惯的事真是不好意思。,Sorry you had to take on such an unfamiliar job.,"Прости, что заставил тебя заниматься тем, к чему ты не привыкла."
line-92,D.D.D.,没事，大人物的面子，这种事我早就习惯了。,No prob. I'm used to tooting the big shots' horns.,"Ничего страшного, ради авторитетных людей на многое пойдешь, я к такому привыкла."
line-93,D.D.D.,一开始确实很不适应，不过试了一下发现，其实和做DJ的感觉也很相似。,"I thought I wouldn't be cut out for this, but it turns out it's basically just like DJing.","Сначала было очень непривычно, но попробовав, я поняла, что это похоже на работу диджея."
line-94,D.D.D.,只不过一个是用音乐带动气氛，一个是用语言。,"It's just one uses music to get the crowd pumped up, while the other uses words.","Разница лишь в том, что там я создаю атмосферу музыкой, а здесь — словами."
line-96,经纪人,你能这么想就好，要是你真的觉得不想做，我会全力帮你推掉的。,"It's great that you think that way. If you don't want to do it, though, I'll do everything I can to turn the job down.","Рад, что ты так думаешь. Если тебе действительно станет невыносимо, я сделаю все возможное, чтобы освободить тебя от этой обязанности."
line-98,D.D.D.,一定要说的话，虽然只是逢场作戏，不过有的瞬间也会觉得自己说了些过去的自己绝不会说的话。,"I gotta say, I'm really just going along for the ride. I did kinda think I said some stuff I probably wouldn't have said before, though.","Если честно, это всего лишь игра на публику, но иногда я ловлю себя на мысли, что произношу вещи, которых прошлая я никогда бы не сказала."
line-99,D.D.D.,真是危险。,That was close.,Это опасно.
line-102,D.D.D.,不过，别的不说，那支叫鼠胆龙威的队伍你也看到了。,But I really gotta say. You saw how that team LUNG wRATh did.,"Но, помимо всего прочего, ты же видел эту команду «Крысиная храбрость»."
line-103,D.D.D.,这支队伍里面的两位女侠真是很厉害。,Those two chicks on the team were amazing.,Две воительницы в этой команде действительно впечатляют.
line-105,经纪人,啊，那确实。,"Oh, I agree.","А, это точно."
line-107,D.D.D.,看着她们两个，我感觉我也不自觉地被带动起来了。,Just watching the two of them was enough to really give me that creative itch.,"Глядя на них, я чувствую, как сама начинаю заводиться."
line-108,D.D.D.,都要忍不住为她们两个作一首歌出来了。,"Makes me want to write a song for them, y'know?",Так и тянет сочинить песню в их честь.
line-109,D.D.D.,为了能在特等席观看她们两个的比赛，我感觉我还能坚持很久。,"And knowing I can keep watching them fight in the VIP section motivates me to stick with this job, too.","Ради того, чтобы наблюдать за их состязанием из ложи для почетных гостей, я готова продержаться еще долго."
line-111,经纪人,哈哈，那真是太好了。,"Haha, that's great to hear.","Ха-ха, вот и отлично."
line-127,星熊,哎，Missy，我真不明白，比赛结束了你反而来劲了。,"Eh, Missy, I don't get it. The competition's over, and only now are you excited.","Эй, Мисси, я правда не понимаю, почему ты так оживилась после окончания гонки."
line-128,星熊,看你这几天兴致勃勃地到处走，也不像是纯逛街，有什么这么让你感兴趣的？,"You've been strolling around the streets for the past few days, but it doesn't really look like that's all you're doing either. Is there something out here that piques your interest?","Ты последние дни бродишь повсюду с таким энтузиазмом, и это явно не просто шоппинг. Что тебя так заинтересовало?"
line-130,诗怀雅,逛街还是在逛的，不过，我还有另一个目的。,"I'm taking a stroll around alright, but I do have another reason.","Шоппинг — это тоже часть плана, но у меня есть еще одна цель."
line-132,星熊,另一个目的？,What is it?,Еще одна цель?
line-134,诗怀雅,我要了解这座城市。,I want to get to know this city.,Я хочу узнать этот город получше.
line-136,星熊,了解这座城市？为什么？,How come?,Узнать этот город? Зачем?
line-138,诗怀雅,在这座城市的围墙外，是玻利瓦尔，一个被三方政府割据的国家。,"You see, Bolívar is right out there, past the city's borders. A country under three different governments.","За стенами этого города — Боливар, страна, расколотая между тремя правительствами."
line-139,诗怀雅,莱塔尼亚扶持的辛嘉斯政府，哥伦比亚支持的联合政府，为了反抗这两家政府揭竿而起的真正玻利瓦尔人。,"The Singas government that's propped up by Leithanien, the Coalition government supported by Columbia, and the True Bolívarians that sprang up to oppose those two governments.","Марионеточное правительство Сингаса, поддерживаемое Летанией; объединенное правительство, поддерживаемое Колумбией; и настоящие боливарцы, восставшие против обоих."
line-140,诗怀雅,三方政府之间的大小摩擦，恐怕我们现在坐在这里的时候都在不停发生。,"I'm sure clashes between those three governments, big and small, are happening all across the country while we're just sitting here.","Столкновения между этими тремя сторонами, скорее всего, происходят прямо сейчас, пока мы здесь сидим."
line-141,诗怀雅,而这座城市，完全不像我们来的路上经过的那些玻利瓦尔城市。,And this city doesn't look like any of the other Bolívarian cities that we stopped at on our way here.,"Но этот город совсем не похож на те боливарские города, через которые мы проезжали."
line-142,诗怀雅,这座城市已经不能用繁华来形容了，就算是我，都没有见过这么奢侈和娱乐的城市。,"You can't say this one's just prosperous. Even I've never seen a place so extravagant, so totally dedicated to leisure.","Слово «процветающий» здесь даже не подходит, даже я не видела города с таким уровнем роскоши и развлечений."
line-144,诗怀雅,在这样的一个国家里，为什么会有这样的一座城市，你不好奇吗？,Don't you think it's strange that a city like this popped up in Bolívar?,"В такой стране — и вдруг такой город, тебе не любопытно?"
line-146,星熊,要说的话，确实有点好奇，不过这里不是龙门，我也懒得深究。,"Well, I do think it's strange, but this isn't Lungmen, and I can't be bothered to look into it.","Если честно, любопытно, но это не Лунмэнь, так что я не горю желанием углубляться в детали."
line-148,诗怀雅,你这人，明明什么都懂，结果只要是和龙门或者陈无关的事情，就不怎么上心。,"You know, you know everything, but if it's got nothing to do with Lungmen or Ch'en, you never seem to care.","Ты такая... всё понимаешь, но если дело не касается Лунмэня или Чэнь, тебе плевать."
line-150,星熊,习惯了嘛。接着说，Missy，既然你这么说，那你肯定有想法吧。,"It's a force of habit. Go on, Missy. You've got an idea or something, don't you?","Привычка. Продолжай, Мисси. Раз уж ты об этом заговорила, у тебя точно есть свои мысли."
line-152,诗怀雅,如果这座城市是灰暗的，那我一点也不会感到奇怪。但是相反，它具有一种让人讨厌的活力。,"If this city was dark and gloomy, then I certainly wouldn't have felt anything off about it. On the contrary, though, it's so full of energy here that it's irritating.","Если бы этот город был мрачным, я бы не удивилась. Но напротив, в нем есть пугающая, отвратительная энергия."
line-154,诗怀雅,如果说每座城市都有一颗心脏，那龙门的心脏应该是生机勃勃的。鲜红而健康的血液源源不断地向心脏输送着，让它维持着健康的跳动。,"If every city out there had a heart, then Lungmen's would probably be a lively one, and its blood would be healthy, and vivid red, always getting pumped to the heart to keep it going.","Если у каждого города есть сердце, то сердце Лунмэня полно жизни. Свежая, здоровая кровь постоянно питает его, поддерживая ритм."
line-156,诗怀雅,但是这座多索雷斯的心脏，十分诡异。肮脏的黑色血液在不断输入给它，它却不但没有变得衰弱，反而鼓动得比健康的龙门还要强烈。,"But Dossoles's heart is way too shady. It keeps on pumping in dirty, black blood, but it doesn't hurt. In fact, it's somehow beating even stronger than our healthy Lungmen.","Но сердце Дос-Солес устроено крайне странно. В него постоянно вливается грязная черная кровь, но оно не слабеет, а бьется даже сильнее, чем здоровый Лунмэнь."
line-157,诗怀雅,让它看起来比龙门都要显得更加有生命力。,And that makes the place seem like it's got more pep than Lungmen.,"Из-за этого он кажется еще более живым, чем Лунмэнь."
line-158,诗怀雅,更不要说龙门很少受到外部势力掣肘，而这座城市是在局势复杂的玻利瓦尔境内了。,"And let's not even go into how Lungmen very rarely finds itself held back by any external forces. This city is in Bolívar, where the political situation couldn't be more messed up.","Не говоря уже о том, что на Лунмэнь редко давят извне, а этот город находится в самом эпицентре хаоса в Боливаре."
line-160,诗怀雅,这太奇怪了。,Don't you think that's strange?,Это слишком странно.
line-162,星熊,啊，这个比喻确实不错，很好理解。,"Oh, that's a good analogy. Really makes it easy to understand.","О, метафора действительно хорошая, легко понять."
line-163,星熊,所以你好奇的地方在于，它本不该变成这样，但它却变成了这样的理由，对吧？,"So you're curious why the city is like this, even when it shouldn't be?","То есть тебе любопытно, почему город стал таким, вопреки здравому смыслу, верно?"
