ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,neksi0762
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act33side
__chapter__,,Chapter Name,activities/act33side/level_act33side_st03,灵魂尽头
,,,,
char-1,凯尔希,凯尔希,Kal'tsit,Кальцит
char-2,博士,博士,Doctor,Доктор
char-3,Scout,Scout,Scout,Скаут
char-4,Ace,Ace,Ace,Эйс
char-5,可露希尔,可露希尔,Closure,Клозур
char-6,Logos,Logos,Logos,Логос
char-7,阿米娅,阿米娅,Amiya,Амия
char-8,特蕾西娅,特蕾西娅,Theresa,Тереза
char-9,通讯声,通讯声,Comms,Связь
char-10,？？？,？？？,???,???
char-11,预言家,预言家,Oracle,Оракул
,,,,
line-10,,抹除记忆。对特蕾西娅来说，她亦缺少足够的经验。,Erasing memories. This is something Theresa actually lacks experience in.,Стирание памяти. В этом у Терезы на самом деле нет опыта.
line-11,,更不必论，她此刻不得不面对一种她知之甚少的思维。,Not to mention she now faces a rare kind of mind.,"Не говоря уже о том, что ей сейчас приходилось сталкиваться с образом мыслей, о котором она знала крайне мало."
line-12,,她不知道会遇见什么，也无法预料是否会带来危险，但她并没有退缩的余地。,"She knows not what she will see, and has no clue if it will be dangerous. But there is no room to retreat.","Она не знала, с чем столкнется, и не могла предугадать, приведет ли это к опасности, но у нее не было путей к отступлению."
line-13,,这已是她生命最后的决定。,She has made the final decision of her life.,Это стало последним решением в ее жизни.
line-14,,她走在博士的记忆中，无数的记忆被拆解成为丝线消散。,"She walks into the Doctor's memories, and cuts them up into countless fragments of dissipating threads.","Она шла сквозь воспоминания Доктора, бесчисленные фрагменты которых распадались на нити и исчезали."
line-15,,记忆在消逝。无声无息。,Memory fades away in silence.,Воспоминания угасали. Беззвучно и бесследно.
line-16,,她走过了从未见识，也无法认知的世界。,She walks through a world she has never seen and could never understand.,"Она прошла сквозь мир, которого никогда не видела и не могла постичь."
line-17,,如此辉煌的文明为何会终结？,How did such a glorious civilization meet its end?,Почему столь блистательная цивилизация пришла к концу?
line-18,,如流星般璀璨的天才们又为何对这个终极问题苦苦求索而无解？,"How do geniuses as bright as shooting stars struggle for a solution to their ultimate problem, yet find nothing?","И почему гении, яркие, словно метеоры, так мучительно и безуспешно искали решение своей главной проблемы, но ничего не смогли?"
line-19,,抵抗是否没有意义？团结是否只是空想？,Is resistance futile? Is unity a mere fantasy?,Бессмысленно ли сопротивление? Является ли единство лишь пустой мечтой?
line-20,,泰拉的未来是否已然注定？她所爱的家园呢？,Is Terra's future already set in stone? What of her beloved homeland?,"Предрешено ли будущее Терры? А как же дом, который она так любила?"
line-21,,她所爱的人呢？,What of her loved ones?,"А те, кого она любила?"
line-22,,她没有答案。她找不到答案。,She has no answer. She cannot find the answer.,У нее не было ответов. Она не могла найти ответов.
line-23,,她只能继续漫步于记忆散去后的虚无。,She can only continue meandering in the void of memories gone.,"Ей оставалось лишь продолжать брести по пустоте, оставшейся после исчезновения воспоминаний."
line-27,,终于，她看到了熟悉的人。,"Finally, she sees someone familiar.","Наконец, она увидела знакомые лица."
line-46,凯尔希,大家的热情让你无所适从吗？,Is all their enthusiasm overwhelming you?,Тебя смущает всеобщее воодушевление?
line-48,博士,你怎么来了，凯尔希。,"What brings you here, Kal'tsit?","Почему ты здесь, Кальцит?"
line-50,凯尔希,这是庆祝你又一次大胜的庆典，难道我不该到场吗？,Should I not be present at this celebration of your latest victory?,"Это торжество в честь твоей очередной великой победы, разве я не должна была присутствовать?"
line-52,博士,你知道的，我很久没有......我们那时候，能庆祝的日子不多。,"It's been a long time since I last... days like these were rare back then, you know.","Ты же знаешь, я давно не... В те времена у нас было мало поводов для праздников."
line-53,博士,该如何庆祝，我已经有些生疏了。,"Or I should say, I've grown so unaccustomed to it now.","Я уже отвык от того, как нужно праздновать."
line-55,凯尔希,没关系，你会慢慢熟悉的。巴别塔会成为一个新的开始。,"No matter, you will get used to it again, in time. Babel will be a new beginning.","Ничего страшного, ты постепенно привыкнешь. «Вавилон» станет новым началом."
line-59,凯尔希,去吧，我们应该好好庆祝一番。,Go. We should enjoy this celebration.,"Иди, нам следует как следует отпраздновать."
line-63,,特蕾西娅看到凯尔希抬手拍了拍博士的后背，轻轻将那人推向等候已久的人群。,Theresa watches Kal'tsit pat the Doctor before gently pushing that very back into the waiting crowd.,"Тереза видела, как Кальцит похлопала Доктора по спине, легонько подталкивая того к давно ожидавшей толпе."
line-64,,有太多人挤过来了，一双双手伸向前，争先恐后想要同博士握握手，拍拍博士的肩膀。,"Too many are forcing their way through the throng, hands stretched out, fighting each other to be the first to shake the Doctor's hand, or pat the Doctor's shoulder.","Слишком много людей столпилось вокруг, протягивая руки, каждый старался пожать руку Доктору или похлопать его по плечу."
line-65,,还有些个子很高的家伙，胆子很大，竟然直接将手放在博士的脑袋上狠狠揉了揉。,Some taller and gutsier ones even try to put their hands right on the Doctor's head for a good kneading.,"А еще там был один высокий парень, настолько дерзкий, что он просто положил руку на голову Доктора и хорошенько ее потрепал."
line-68,博士,......？,...?,......?
line-70,Scout,呃，我替手下的冒失向您道歉，博士，我刚想阻止他......,"Uh, sorry about that unruly subordinate of mine, Doctor. I wanted to stop him...","Э-э, приношу извинения за опрометчивость моего подчиненного, Доктор, я как раз собирался его остановить..."
line-71,Scout,但我的胳膊受伤了......根本来不及。,But my arm's injured... so I couldn't make it in time.,Но у меня рука ранена... я просто не успел.
line-74,博士,没关系......伤势如何？,It's fine... how's your arm?,Ничего страшного... Как рана?
line-76,Scout,恢复得不错。,Recovery's going pretty well.,Заживает неплохо.
line-78,博士,可惜，今夜有很多饮品你都没办法享用了。,It's a pity you won't get to enjoy many drinks here tonight.,"Жаль, сегодня вечером тебе придется воздержаться от многих напитков."
line-83,Ace,没关系，博士，我会代这家伙多喝上几杯的。,"That's alright, Doctor. I'll have a few more pints on this guy's behalf.","Ничего, Доктор, я выпью за этого парня на пару чарок больше."
line-84,Ace,要不是您最后果断地变招突袭，我们恐怕都要落进包围网里。,"We might have gotten ourselves stuck in that encirclement, had you not sprung that surprise attack at the end.","Если бы не твой решительный маневр в конце, мы бы все угодили в западню."
line-85,Ace,来，敬您，我们可得好好喝上几杯。,"C'mon, let's slam a few glasses to honor the Doctor!","Давай, за твое здоровье, нужно хорошенько выпить."
line-87,博士,恐怕我的酒量会让你失望，Ace先生。,"I'm afraid my alcohol tolerance may disappoint you, Ace.","Боюсь, моя способность пить может тебя разочаровать, Эйс."
line-93,可露希尔,让一让，让一让，我都要看不见今天的主角了。,"Excuuuuse—me,—make—way please... I have to see the protagonist of the day!","Подвиньтесь, дайте пройти, я не вижу виновника сегодняшнего торжества."
