ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,neksi0762
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act33side
__chapter__,,Chapter Name,activities/act33side/level_act33side_05_beg,激变烽烟
,,,,
char-1,博士,博士,Doctor,Доктор
char-2,外勤战士,外勤战士,Field Soldier,Полевой Солдат
char-3,凯尔希,凯尔希,Kal'tsit,Кальцит
char-4,冷酷的王庭军,冷酷的王庭军,Grim Royal Court Soldier,Мрачный солдат королевского двора
char-5,冷漠的佣兵,冷漠的佣兵,Cold Mercenary,Холодный наемник
char-6,兴奋的佣兵,兴奋的佣兵,Excited Mercenary,Возбужденный наемник
char-7,“疤眼”,“疤眼”,Scareye,Шрамоглазый
char-8,阿斯卡纶,阿斯卡纶,Ascalon,Аскалон
char-9,特蕾西娅,特蕾西娅,Theresa,Тереза
char-10,Scout,Scout,Scout,Скаут
char-11,？？？,？？？,???,???
char-12,赦罪师,赦罪师,Confessarius,Конфессарий
char-13,萨卡兹雇佣兵,萨卡兹雇佣兵,Sarkaz Mercenary,Наёмник Сарказ
char-14,无名的佣兵,无名的佣兵,Unnamed Mercenary,Безымянный наемник
char-15,显赫的佣兵,显赫的佣兵,Decorated Mercenary,Видный наемник
char-16,啜泣的佣兵,啜泣的佣兵,Sobbing Mercenary,Всхлипывающий наемник
char-17,高声的佣兵,高声的佣兵,Loud Mercenary,Громкий наемник
char-18,曼弗雷德,曼弗雷德,Manfred,Манфред
char-19,特雷西斯,特雷西斯,Theresis,Терезис
char-20,尤莉叶,尤莉叶,Julie,Джули
char-21,医疗成员,医疗成员,Medic,Медик
,,,,
line-10,,卡兹戴尔摄政王、军事委员会将领特雷西斯殿下：,"Your Highness Theresis, Regent of Kazdel, Commanding General of the Military Commission,","Его Высочество Терезис, Регент Казделя и командующий Военной комиссией,"
line-11,,远游的学者将他的见闻呈于公爵府邸，我们这才得知，在遥远的荒漠中，有一座新兴的移动城市正在崛起。,Wandering scholars have brought back tales of a new nomadic city on the rise in the distant desert.,"Странствующий ученый представил свои наблюдения в поместье герцога, и так мы узнали, что в далекой пустыне поднимается новый передвижной город."
line-12,,古老的炉火盛燃不息，城市的围墙日渐高耸，曾经散漫的佣兵集结在同一面旗帜下。,"The fires of the ancient furnace continue to burn, and the once-scattered mercenaries have flocked to one banner, to the city walls that grow taller by the day.","Древняя печь пылают неугасимым огнем, стены города становятся всё выше, а некогда разрозненные наемники собрались под одним знаменем."
line-13,,你展现出了非同凡响的实力与威望，已足以让卡文迪许公爵驻足赞叹。,Your strength and reputation have caught the attention of the Duke of Cavendish.,"Вы проявили выдающуюся силу и авторитет, достойные восхищения герцога Кавендиша."
line-14,,你以一己之力改变了我们对萨卡兹部族的认识，或许我们不应再囿于过去的成见，诚恳的开放交流对我们彼此都更有益处。,"You have changed the way we view the Sarkaz tribes. Perhaps now is the time to set prejudices aside, and engage in sincere sharing and cooperation that would be beneficial to us both.","Ты в одиночку изменил наши представления о Сарказах, и, возможно, нам больше не стоит ограничиваться старыми предрассудками — искренний и открытый диалог будет полезен нам обоим."
line-15,,......,......,......
line-16,,卡文迪许公爵诚邀你来领地一叙。,"I, the Duke of Cavendish, hereby invite you to visit my demesne, where we may sit and parley.",Герцог Кавендиш искренне приглашает вас посетить его владения.
line-17,,你麾下英勇的战士，在这个古老的帝国中也会有用武之处。,Our venerable empire has use for you and your brave warriors.,Ваше отважные воины также найдут применение своим силам в этой древней империи.
line-27,,1091年冬,Winter 1091,Зима 1091 года
line-31,博士,再试一次......我必须要成功......,One more time... I have to do this...,Еще одна попытка... Я обязан добиться успеха...
line-32,博士,如果连这点事都做不到，还谈什么，治愈矿石病......,"No point talking about curing Oripathy, if I can't do something so simple...","Если я не могу справиться даже с этим, то о каком излечении орипатии может идти речь..."
line-38,博士,呃——,Argh—,Угх —
line-44,博士,还是不行......呼......呼......,Still no good... *pant* *pant*,Все равно не получается... Ха... ха...
line-50,外勤战士,您好，您还是把那个医疗箱放下吧，这些事交给我们就好。,"Excuse me, why don't you put that medkit down? Leave this stuff to us.","Извините, почему бы вам не положить аптечку? Оставьте это нам."
line-52,博士,好......好吧......,A-Alright...,Хорошо... ладно...
line-61,外勤战士,康复以后记得加强锻炼。,"Some time in the gym would do you good, once you've recovered.",После восстановления не забудьте заняться физическими упражнениями.
line-69,凯尔希,你暂时没办法通过“锻炼”赶上泰拉人的体能，博士。,"At present, there is no way for you to match the physical prowess of a Terran through training.","Вам пока не угнаться за физическими данными терранцев с помощью «упражнений», Доктор."
line-70,凯尔希,比起体力劳动，有其他更能发挥你的长处的工作。,Your talents are better employed outside of manual labor.,"Есть другая работа, где твои достоинства проявятся лучше, чем в физическом труде."
line-72,博士,我知道，只是偶尔不服输罢了......,"I know. It's just that, you know, I have my pride too...","Я знаю, просто иногда не хочется признавать поражение..."
line-74,凯尔希,"自那日之后，你就有些心神不宁。 ",You've looked on edge since that day.,С того дня ты ходишь сам не свой.
line-76,博士,我在想，呼......特蕾西娅。,I'm thinking about... Theresa.,Я думаю... ха... о Терезе.
line-77,博士,孤身一人前往敌对阵营掌控的城市，对于一个领导者来说恐怕不是理智的行为。,Traveling alone to a city under enemy control isn't the most logical course of action for a leader.,"Отправляться в одиночку в город, контролируемый враждебной стороной — поступок не самый разумный для лидера."
line-78,博士,与她同行的战士虽然强大，但不足以在军队面前保护她的安全。,"The warriors with her may be outstanding, but they're not enough to protect her in the face of an entire army.","Воины, сопровождающие ее, хоть и сильны, но не смогут защитить ее перед лицом целой армии."
line-80,凯尔希,魔王在萨卡兹传统里的地位超乎想象，特蕾西娅的功绩也有目共睹。军事委员会反而不敢有过激的举动。,"The King of Sarkaz enjoys unimaginable status in Sarkaz tradition, and Theresa's own achievements are well-recognized. The Military Commission would not act rashly.","Статус Короля демонов в традициях Сарказов невообразим, а заслуги Терезы общеизвестны. Военная комиссия не решится принимать резкие действия."
line-82,凯尔希,但维多利亚对卡兹戴尔发出的邀请并不是一个友善的信号，这意味着卡兹戴尔再次进入了泰拉诸国的视野。,But Victoria's invitation to Kazdel cannot be taken as a sign of goodwill. It means that Terra's powers have once again set their sights on Kazdel.,"Но приглашение, отправленное Викторией в Каздель, — не самый дружелюбный сигнал, это означает, что Каздель снова оказался в поле зрения стран Терры."
line-83,凯尔希,特蕾西娅需要出现在卡兹戴尔去表示她的态度，她决不同意卡兹戴尔再卷入一场战争。,Theresa needs to go to Kazdel and make it clear that she will not permit Kazdel to become embroiled in another war.,"Тереза должна была появиться в Казделе, чтобы обозначить свою позицию: она ни за что не допустит, чтобы Каздель снова втянули в войну."
