ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,main_15
__chapter__,,Chapter Name,obt/main/level_main_15-15_end_variation01,“她”
,,,,
char-1,普瑞赛斯,普瑞赛斯,Priestess,Присейс
char-2,预言家,预言家,Oracle,Пророк
char-3,Mon3tr,Mon3tr,Mon3tr,Mon3tr
char-4,凯尔希,凯尔希,Kal'tsit,Кель'си
char-5,阿米娅,阿米娅,Amiya,Амия
char-6,Mechanist,Mechanist,Mechanist,Механист
char-7,Logos,Logos,Logos,Логос
char-8,煌,煌,Blaze,Блейз
char-9,Raidian,Raidian,Raidian,Райдиан
char-10,阿斯卡纶,阿斯卡纶,Ascalon,Аскалон
char-11,？？？,？？？,???,???
,,,,
line-14,普瑞赛斯,你看上去有些低落，{@nickname}。,"You seem a bit down, {@nickname}.","Ты выглядишь подавленным, {@nickname}."
line-15,普瑞赛斯,是什么原因呢？愿意与我分享吗？,Care to share the reason with me?,В чём причина? Не хочешь поделиться со мной?
line-17,预言家,QHU9112，又一个褪色的星系。,"QHU9112, another fading star system.","QHU9112, еще одна угасающая галактика."
line-18,预言家,这是新一轮的涨潮，波及我们周围的仅仅是第一波前浪，祂的到来比我们预算的还要快一些。,"It's a new high tide. What surrounds us is merely the first wave, It's arriving much faster than we anticipated.","Это новый прилив. То, что достигло нас сейчас — лишь первая волна. Его прибытие произошло быстрее, чем мы рассчитывали."
line-19,预言家,我们的时间不多了......,We don't have much time left...,У нас почти не осталось времени...
line-21,普瑞赛斯,不过我们已经做好准备了，对吗？,"But we're prepared, yes?","Но мы ведь уже всё подготовили, правда?"
line-22,普瑞赛斯,我们已经种下了希望的种子，接下来，只需要静待它长出答案即可。,"We've planted a seed of hope, and now we need only wait for it to grow a solution.","Мы уже посеяли семена надежды, и теперь нам остается лишь дождаться, когда они прорастут ответами."
line-23,普瑞赛斯,不要担心，就当作是一次寻常的休眠吧。除了时间要稍微漫长一点，和以往的时间旅行并无本质不同。,"Don't fret. Treat it as a regular hibernation. No different than prior time travels, just a little longer.","Не волнуйся, просто воспринимай это как обычный сон. Если не считать того, что он продлится немного дольше, это ничем не отличается от наших прошлых путешествий во времени."
line-25,普瑞赛斯,何况这一次，我会在你身边的。,"And this time, I will be there by your side.","К тому же, в этот раз я буду рядом с тобой."
line-26,普瑞赛斯,我希望在跨越了寂静的永夜后，再次睁开眼时，还能第一时间看到你。,"I hope after crossing the quiet, endless night, the first thing I see when awake is you.","Я надеюсь, что, переступив через безмолвие вечной ночи, я снова открою глаза и первым делом увижу тебя."
line-28,预言家,可我们的辩论依然没有得出一个答案......,We still haven't figured out a solution from our debates...,Но мы так и не пришли к ответу в наших спорах...
line-29,预言家,源石是我们最后的希望，我们几乎别无他法。我们必须要明确谨慎地选择道路。,"Originium is our last hope, and we have few alternatives. We must think twice before we choose our path.","Ориджиниум — наша последняя надежда, у нас почти нет других вариантов. Мы должны выбрать путь предельно осторожно."
line-31,普瑞赛斯,......,......,...
line-34,,普瑞赛斯轻轻拉起了身边人的手。,Priestess gently holds the hand of the person by her side.,"Присейс нежно взяла за руку того, кто был рядом."
line-35,,她没有说出口的思绪，在这间思维共振室中化为有形的画面，那是一个个象征着欣喜与希望的图形。,"She does not speak her thoughts, but they transform into images within this mind-resonance room—visuals symbolizing happiness and hope.","Ее невысказанные мысли в этой камере резонанса разумов обрели форму зримых образов — фигур, символизирующих радость и надежду."
line-36,,她的目光诚挚，没有丝毫阴霾。,Her gaze is sincere and clear.,"Ее взгляд был искренним, без тени сомнений."
line-38,普瑞赛斯,{@nickname}，我从来没有忘记我们的辩题。我们之间也不应存在任何保留。,"I've never forgotten our matter of debate, {@nickname}. We shouldn't hold any reservations towards each other.","{@nickname}, я никогда не забывала о предмете наших споров. Между нами не должно быть никаких секретов."
line-39,普瑞赛斯,看，当我们谈及属于我们的未来时，这就是我心中所想。我们应该是怀着同样的期待的。,"Look, this is in fact my mindset when we discuss our future. We should harbor the same set of expectations.","Смотри, когда мы говорим о нашем будущем, вот что я вижу в своем сердце. Мы должны разделять одни и те же ожидания."
line-40,普瑞赛斯,嵌于我们思维中的同样的灰质销钉，也是将我们连接在一起的纽带。,The identical lynchpins embedded in our minds are what tie us together.,"Те же штифты из серого вещества, встроенные в наш разум, являются и теми связями, что объединяют нас."
line-41,普瑞赛斯,你我的思维因此得以紧密相连，直到我们的意识随整个宇宙共同寂灭。,"Our minds are inseparably linked, until our consciousnesses follow suit with the universe's demise.","Благодаря этому наши разумы тесно связаны, пока наше сознание не угаснет вместе со всей Вселенной."
line-43,普瑞赛斯,我们的思想交互碰撞，争论不休，却正因如此，我们才最能理解彼此的本性。,"We do clash and argue endlessly, but that is precisely the reason why we most understand each other's disposition.","Наши мысли сталкиваются в бесконечных спорах, но именно поэтому мы лучше всего понимаем истинную природу друг друга."
line-44,普瑞赛斯,我很确信，对未来怀有期冀是我们的秉性，我们是彼此在这片虚无的星海中的锚点。,I know for certain it is in our nature to harbor hope for the future. We serve as anchors for one another in this hollow sea of stars.,"Я уверена: стремление к будущему — в нашей природе, мы — якоря друг друга в этом море пустоты."
line-46,预言家,哪怕我们对于源石的分歧终究无法统一？我们所选择的道路终究无法共存......,Even if we can't agree on our differing views on Originium? Our planned paths for it can't coexist...,"Даже если наши разногласия по поводу Ориджиниума никогда не будут устранены? И пути, которые мы выбираем, никогда не смогут сосуществовать..."
line-47,预言家,普瑞赛斯，我不确定......,"Priestess, I'm not sure...","Присейс, я не уверен..."
line-49,普瑞赛斯,既然如此，我们就继续等待吧。,Then let's continue to wait.,"В таком случае, давай просто подождем."
line-50,普瑞赛斯,你现在还不愿意进入休眠，没有关系，我们还有一些时间。,It's fine if you're not willing to hibernate yet. We still have some time.,"Ты пока не хочешь погружаться в сон — ничего страшного, у нас еще есть время."
line-51,普瑞赛斯,我们可以一起阅览DWDB中保存的典籍，宇宙间也还有不少可供我们解读的死去的行星留下的诗句。,"We can read the classics stored inside DWDB together, or interpret the many verses left by dead planets in this universe.","Мы можем вместе прочесть тексты, хранящиеся в DWDB, в космосе еще осталось немало строк, оставленных погибшими планетами, которые мы можем истолковать."
line-52,普瑞赛斯,在你自己下定决心之前，我都不会强求你——,"Before you make up your mind, I'll never force you—","Я не буду тебя принуждать, пока ты сам не примешь решение —"
line-53,普瑞赛斯,我永远不会将自己的意志强加于你。,I'll never impose my own will on yours.,Я никогда не навяжу тебе свою волю.
line-55,普瑞赛斯,{@nickname}，我会等待，等到你自己做出与我站在一起的选择。,"I'll wait, {@nickname}, until you make the choice to stand by my side.","{@nickname}, я буду ждать того момента, когда ты сам решишь встать рядом со мной."
line-57,预言家,普瑞赛斯......,Priestess...,Присейс...
line-59,普瑞赛斯,放轻松一点，{@nickname}，最近的观测工作让你过于疲惫了。,"Take it easy, {@nickname}. Your recent observations must have exhausted you.","Расслабься, {@nickname}, недавние наблюдения тебя слишком утомили."
line-60,普瑞赛斯,闭上眼休息一会吧，我来帮你播放一段遥远的恒星用引力弹奏的和弦，你会有一个好梦的。,"Close your eyes and rest a while. I'll play you a chord on the gravitational forces of distant stars, and you'll enjoy a sweet dream.","Закрой глаза и отдохни, а я проиграю тебе аккорды, сыгранные гравитацией далеких звезд. Тебе приснится хороший сон."
line-71,,<color=#000000>晚安，{@nickname}。</color>,"<color=#000000>Goodnight, {@nickname}.</color>","<color=#000000>Спокойной ночи, {@nickname}.</color>"
line-74,,<color=#000000>直到时间的尽头，我们跨过了归于静寂的宇宙。</color>,"<color=#000000>Until the end of time, when we have transcended the silence of the universe.</color>","<color=#000000>До самого конца времен, когда мы прошли сквозь погруженную в тишину Вселенную.</color>"
line-75,,<color=#000000>\n\n我会在那个世界等你。</color>,<color=#000000>\n\nI will wait for you in that world.</color>,"<color=#000000>

Я буду ждать тебя в том мире.</color>"
line-89,Mon3tr,（兴奋的咆哮）,(Excited roar),(Возбужденный рык)
line-91,普瑞赛斯,......,......,...
line-97,,Mon3tr出现在你的身前，它的姿态却稍不同于往常。,"Mon3tr appears by your side, but its stance is slightly different than usual.","Mon3tr появился перед тобой, но его облик немного отличался от привычного."
line-104,,不用凯尔希的命令，它以迅猛的速度向敌人飞去，可一簇源石结晶拔地而起，将黑色的怪物完全包裹其中。,"Without a command from Kal'tsit, it zips towards the enemy, although a cluster of Originium rises from the ground, fully encasing the monster within.","Не дожидаясь приказа Кель'си, он бросился к врагу на огромной скорости, но из земли вырвался пучок кристаллов Ориджиниума, полностью окутав черного монстра."
line-106,,凯尔希！当心——,Kal'tsit! Watch out—,Кель'си! Осторожнее —
line-109,普瑞赛斯,你很让我惊喜，AMa-10。,"You really have surprised me, AMa-10.","Ты меня приятно удивила, AMa-10."
line-110,普瑞赛斯,你以切断自己双生循环的系统为代价来脱离我的控制，哪怕这样会使你的生命变得脆弱不堪。,"You've broken free of my control at the price of severing your own gemini cycle system, even if this makes your life now utterly fragile.","Ты решилась отключить свою собственную систему двойного цикла, чтобы вырваться из-под моего контроля, даже ценой того, что твоя жизнь стала крайне уязвимой."
line-111,普瑞赛斯,不过，你真的打算用这样的方式杀了我吗？,"However, do you really intend to kill me via this method?",Но неужели ты действительно собираешься убить меня таким способом?
line-113,凯尔希,我知道，在很久之前，你的意识已经与源石中的信息海洋同化。,I knew from a long time ago your consciousness was already assimilated into the information within Originium.,"Я знаю, что давным-давно твое сознание слилось с океаном информации внутри Ориджиниума."
line-132,凯尔希,在这种情况下，真正杀死你已经是不可能的事。,"Under these circumstances, it is impossible to truly kill you.",В таких условиях убить тебя по-настоящему невозможно.
line-133,凯尔希,但是特蕾西娅和特雷西斯做到的事，让我确信了一点。,But what Theresa and Theresis accomplished convinced me of something.,"Но то, что удалось Терезии и Терезису, убедило меня в одном."
line-134,凯尔希,你对源石的控制并非无可动摇，依然存在一些手段来限制你对于源石的权限。,"Your control over Originium is not absolute, and there still exist some methods to limit your authority over it.","Твой контроль над Ориджиниумом не абсолютен, существуют способы ограничить твои права доступа к нему."
line-136,普瑞赛斯,你所说的两个人，我的确在源石内部见过他们。,"I did meet the two you speak of, within the Originium.","Тех двоих, о ком ты говоришь, я действительно видела внутри Ориджиниума."
line-137,普瑞赛斯,他们的努力的确出人意料，是令人惊喜的挣扎。,"Their efforts were indeed unexpected, and a pleasantly surprising struggle.","Их усилия были неожиданными, это была удивительная борьба."
line-139,普瑞赛斯,所以呢？你又如何确信，在这里杀了我不是徒劳之举？,But what of it? How are you so sure now that killing me here won't be a futile act?,"И что с того? Почему ты уверена, что попытка убить меня здесь — не напрасный труд?"
