ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,neksi0762
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act18mini
__chapter__,,Chapter Name,activities/act18mini/level_act18mini_st03,错身
,,,,
char-1,慌乱的女性,慌乱的女性,Panicked Woman,Встревоженная женщина
char-2,寡言的孩子,寡言的孩子,Quiet Child,Тихий ребенок
char-3,紧张的男性,紧张的男性,Anxious Man,Встревоженный мужчина
char-4,诺威尔,诺威尔,Nowell,Ноуэлл
char-5,恐惧的女性,恐惧的女性,Frightened Woman,Испуганная женщина
char-6,匆忙的男性,匆忙的男性,Frantic Man,Торопливый мужчина
char-7,？？？,？？？,???,???
char-8,克洛维希娅,克洛维希娅,Clovisia,Кловисия
char-9,受伤的工人,受伤的工人,Injured Worker,Раненый рабочий
char-10,模糊的声音,模糊的声音,Distant Voice,Размытый голос
char-11,小孩,小孩,Child,Ребенок
char-12,“独角兽”,“独角兽”,Unicorn,«Единорог»
char-13,激动的工人,激动的工人,Excited Worker,Взволнованный рабочий
,,,,
line-15,慌乱的女性,奥利，跟紧我......！,"Stay close to me, Ollie!","Олли, держись за меня...!"
line-16,慌乱的女性,你不愿让我抱着，就必须得自己牢牢地跟紧了。抓住我的衣服，知道吗？,"You've got to stick close if you don't want me carrying you! Grab onto my clothes, okay?","Если не хочешь, чтобы я тебя несла, то должна крепко держаться сама. Схватись за мою одежду, поняла?"
line-17,慌乱的女性,妈妈没办法牵着你的手......我手上全是汗水，会滑开的！所以，你一定要抓紧我的衣服。,"Mummy can't hold your hand right now... my palms are all slippery with sweat! So, grab on tight to my clothes.","Мама не может держать тебя за руку... мои ладони вспотели, рука соскользнет! Поэтому ты обязательно должна вцепиться в мою одежду."
line-20,寡言的孩子,（点头）,(Nods),(кивает)
line-22,慌乱的女性,柯林，柯林！你在哪儿？咱们到底还能出去吗？,Colin! Colin?! Where are you? Is there a way out?,"Колин, Колин! Где ты? Сможем ли мы вообще отсюда выбраться?"
line-23,慌乱的女性,实在不行，我们还是先躲回家里去吧！孩子这样小，要怎么跟着我们逃命呢？,"Oh no, oh no! This isn't going to work! We should head back home and hide! Ollie's too little for this!","О нет, о нет! У нас не выйдет, давай просто спрячемся у нас дома! Олли ещё слишком мал для этого!"
line-24,慌乱的女性,柯林——,Colin—,Колин —
line-30,慌乱的女性,啊！,Ah!,Ах!
line-37,紧张的男性,快来，我找到一条路！典范军进城后，看守咱们的那些魔族佬也都被引开了，只要不撞上爆炸——,Over here! I found a way! The Exemplars are drawing the devils away! If we can avoid the explosions—,"Скорее сюда, я нашел путь! После того как Армия Экземпляров вошла в город, тех демонических тварей, что нас сторожили, отвлекли. Если не напоремся на взрыв —"
line-39,慌乱的女性,“只要不撞上爆炸”！杂货店的施瓦尔背着家当跑出来，只是在发红光的地方摔了一跤......,'Avoid the explosions'?! Do you remember how Schwall from the grocer tripped and fell on that patch of red glow?,"«Если не напоремся на взрыв»! Шварц из бакалейной лавки выбежал со своими пожитками и просто споткнулся там, где всё светилось красным..."
line-40,慌乱的女性,伤口不过巴掌大，却把身上的血都流干了，你忘啦？,"It was only a palm-sized wound, but it bled him dry. Did you forget?","Рана была не больше ладони, но из него вытекла вся кровь, забыл?"
line-41,慌乱的女性,......不，是被“抽”干了......那样的东西真的还是爆炸吗？,It's like the blood was sucked right out of him... Can you really call that just an 'explosion'?,"...Нет, ее «выкачали»... Разве такое вообще можно назвать просто взрывом?"
line-43,紧张的男性,那都是因为他的伤口一直没愈合！只要咱们小心些，别受伤，也别流血，就不会有问题。,It's because his wound never healed! We'll be fine as long as we're careful not to get cut or scraped.,"Это всё потому, что его рана не заживала! Если будем осторожны, не получим ран и не будем истекать кровью, всё будет в порядке."
line-44,紧张的男性,无论如何，现在绝不能往回走。,"The one thing we can't do, is turn back.","Как бы то ни было, возвращаться сейчас нельзя."
line-46,慌乱的女性,刚才炸开的地方离我们这儿不超过两百米，比起莫名其妙死在半路上，我宁可回去。,The explosion just now sounded too close! I'd rather head back than die halfway without knowing what's happening.,"Там, где только что рвануло, до нас было не больше двухсот метров. Я лучше вернусь, чем погибну посреди пути непонятно от чего."
line-47,慌乱的女性,柯林，你祖母还在城里呢——,Your grandmother's still in the city—,"Колин, твоя бабушка всё еще в городе —"
line-55,诺威尔,......往回走只会更危险。,Going back now would only mean more danger.,...Возвращаться будет только опаснее.
line-57,紧张的男性,你是——,You're—,Ты —
line-59,诺威尔,没人能确定封锁区里的萨卡兹是不是全都被调离了。,We can't say for sure that all the Sarkaz have left the lockdown zone.,"Никто не может быть уверен, что всех Сарказов выгнали из зоны оцепления."
line-61,紧张的男性,你从外面进来，是典范军？你们是来帮我们的吗？求求你，救救我们！,You came from outside? Are you with the Exemplars? Are you here to help us? Please!,Вы пришли снаружи? Вы из Экземпляров? Вы пришли нам помочь? Умоляю!
line-63,诺威尔,......抱歉，我不是典范军，我和他们没有关系，也不为救人而来。,"...Sorry, I'm not with the Exemplars, and I'm not here to rescue people.","...Простите, я не имею к ним отношения и пришел сюда не спасать людей."
line-64,诺威尔,我来伦蒂尼姆，只为了找一个人。,I only came to Londinium to look for someone.,Я прибыл в Лондиниум только ради одного человека.
line-66,慌乱的女性,找谁？你的鞋子都磨破了，可到现在的伦蒂尼姆来，还能找到谁？,Who could be so important that you'd wear out your shoes running around Londinium at a time like this looking for them?,"Ради кого? У тебя подошвы стерты до дыр, кого ты вообще рассчитываешь найти в нынешнем Лондиниуме?"
line-67,慌乱的女性,你不是典范军，你只是个和我们一样的可怜人。柯林，我们往回走吧......,"But if you're not with the Exemplars, then you're just another poor sod like us. Let's go back, Colin...","Но если ты не из Экхемпляров, то ты просто ещё один несчастный, как и мы. Давай вернёмся, Колин..."
line-69,诺威尔,......,...,...
line-71,诺威尔,唉。,*sigh*,*Вздох*
line-74,,男人重重地叹息，再次谨慎地打量四周。,The man sighs and looks around cautiously.,Мужчина тяжело вздохнул и снова осторожно огляделся по сторонам.
line-75,,时隔多年，他再次作为配镜师来到伦蒂尼姆。这座城市如今的样貌，就像在工坊的热气中举起镜片查验，画面模糊而失真。,"The optician has returned to Londinium for the first time in many years. But the view he sees now is as if he is looking at the city through a lens in the heat of his workshop, blurred and distorted.","Спустя много лет он снова вернулся в Лондиниум как оптик. Нынешний облик города казался ему размытым и искаженным, словно он рассматривал его сквозь линзу в жарком цеху."
