ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,naoshka_v
__language__,,Language,en_US,ru_RU
char-1,斯卡蒂,斯卡蒂,Skadi,Скади
char-2,凯尔希,凯尔希,Kal'tsit,Кальцит
,,,,
line-6,斯卡蒂,站住，凯尔希。,"Stop right there, Kal'tsit.","Стой, Кальцит."
line-11,凯尔希,你回来了。,You're back.,Ты вернулась.
line-12,凯尔希,现在你是想通了，还是怎么？,"So, did you think things through, or...?","Итак, ты всё обдумала, или...?"
line-14,斯卡蒂,你想要这个对吧，拿去。,"You wanted this, right? Take it.","Тебе нужно было это, верно? Возьми."
line-16,凯尔希,你私自出动了。,"You acted unilaterally, without permission.",Ты ушла одна. Без разрешения.
line-17,凯尔希,我不干涉干员的私事，也不会过问他们做了些什么，只要他们没有损害罗德岛的利益。,"I do not interfere in the private affairs of our operators, nor do I ask them what they did in their free time - as long as they do not tarnish Rhodes Island's reputation.","Я не вмешиваюсь в личные дела своих оперативников и не ставлю под сомнение их действия, если они не наносят вреда интересам Родос Айленд."
line-18,凯尔希,希望你的行为不要有失你在罗德岛的身份，斯卡蒂。,"I hope that whatever you did does not cost you your position in Rhodes Island, Skadi.","Надеюсь, твои действия не будут стоить тебе твоего места в Родосе, Скади."
line-20,斯卡蒂,冷嘲热讽就免了。规矩我很清楚，一物换一物。,"I'm not here for your snide remarks. I'm well aware of the rules. You needed something from me, and I need something from you.",Оставь свой цинизм при себе. Я прекрасно понимаю правила: равноценный обмен.
line-22,凯尔希,你想要从我这里换到什么？,What do you want from me then?,И чего же ты от меня хочешь?
line-24,斯卡蒂,信息。,Information.,Информацию.
line-28,凯尔希,我所拥有的信息的价值，真有这么轻贱？,Do you consider the information I have to be worth as little as this key?,По-твоему эта информация настолько незначительна?
line-30,斯卡蒂,我可以立刻就把这块石头捏成碎片，你不想这样。,I can crush this stone in my palm in a heartbeat. I'm sure you don't want that.,"Я могу раздавить это камень в любую секунду. Уверена, ты этого не хочешь."
line-32,凯尔希,但我知道你假称任务，去了卡西米尔的滴水村，还和其他干员发生了冲突。,"What I do know is that you went to Dewville in Kazimierz under pretenses of being on a mission, and even got into a conflict with a fellow operator.","Что я знаю, так это то, что ты отправилась в деревню Капель в Казимеже под предлогом выполнения задания и даже вступила в конфликт с другим оперативником."
line-33,凯尔希,那个孩子无论是在滴水村还是在罗德岛，都替你保守了秘密。但我绝没有向你发布过任何类似的任务。,"She kept quiet about what happened both there and at Rhodes Island for your sake. But in fact, I never assigned any such mission to you.","Она сохранила это в секрете и в Капели, и в Родосе. Но я никогда не давала тебе подобного задания."
line-35,凯尔希,嗯？血已经注满了融芯。这不是你的血，你不敢在大地上流血。,Hmm? The core has already been filled with blood. This is not your blood. You wouldn't dare shed your own blood onto this soil.,Хм? Кровь уже наполнила расплавленное ядро. Это не твоя кровь. Ты бы не посмела проливать кровь на землю.
line-37,斯卡蒂,是格拉尼的。,It's Grani's blood.,Это кровь Грани.
line-39,凯尔希,你已经做了这种事。,You've already done something like this...,Ты уже проделывала подобное...
line-41,斯卡蒂,我会回报她，这不用你提醒。,I'll repay her. You don't need to remind me.,Я отплачу ей. Не нужно напоминать мне.
line-42,斯卡蒂,我知道你需要这东西，钥匙、核心、记忆块，随便它是什么。我必须弄到手。,"I know this is what you need. A key, a core, a memory block... whatever it might be. I just have to obtain it.","Я знаю, тебе это нужно — ключ, ядро, блок памяти... что бы это ни было. Мне лишь нужно это достать."
line-43,斯卡蒂,“颅腔”，“火肺”，“黄烟”，我全都解决了。,"'Skull,' 'Flamelung,' 'Yellow Smog'... I took them all out.","""Череп"", ""Огненное лёгкое"", ""Жёлтый дым""... я разобралась с ними всеми."
line-44,斯卡蒂,否则，这东西早已落到他们手上了。而和他们交易的绝不会是你，因为你给不出他们要的东西，你不会做那种事。,"Otherwise, they surely would have taken this item. You wouldn't be able to barter with them, because you can't give them what they want.","В противном случае, эта вещь уже давно бы попала им в руки. И ты бы никогда не стала с ними торговаться, потому что ты не можешь дать им то, что они хотят; ты бы так не поступила."
line-45,斯卡蒂,你需要这块“石头”，我需要知道我想知道的东西。,"You need this 'stone,' and I need the information you have.","Тебе нужен этот ""камень"", а мне нужна информация, которой ты обладаешь."
line-53,凯尔希,你和你的种群让我感到可笑，我并不依赖任何一个零件去拼凑出大地的全貌。,What a farce. I don't need any of these... components... to form the full picture.,Ты и твой вид вызываете у меня смех. Мне не нужны эти... компоненты... чтобы составить полную картину.
line-54,凯尔希,你与罗德岛由契约相连，你与我也当如是。,"You're bound to Rhodes Island by contract, and you're bound to me likewise.","Ты связана контрактом с Родос Айленд, а также связана со мной."
line-56,斯卡蒂,一物换一物。,"You give me what I need, and I give you what you need.","Дай мне то, что нужно мне, и я дам тебе то, что нужно тебе."
line-58,凯尔希,难得看见你恼怒的样子。只有在这种时候，你才会一改平常的慵懒和颓废。,I rarely see you this aggressive. Where's your usual laziness and snark?,Редко можно увидеть тебя столь агрессивной. Куда подевалась твоя обычная лень и уныние?
line-60,凯尔希,你想知道幽灵鲨身上源石神经剂的来源。,You want to know where Spectre's Originium nerve agent came from.,Ты хочешь знать источник Ориджиниумого нейротоксина Спектер.
line-62,斯卡蒂,——你是怎么知道的？,...How'd you find out?,...Как ты узнала?
line-68,凯尔希,（阿戈尔语）“深海猎人血脉相连”。,(Ægirian) 'Abyssal Hunters are bound by blood.',"(Эгирский) ""Охотники Бездны связаны кровью."""
line-71,凯尔希,我无所不知。,There's nothing I don't know.,"Нет ничего, чего я бы не знала."
line-73,斯卡蒂,......告诉我。,...Give me the info.,...Скажи мне.
line-76,凯尔希,可以。只要你听我的命令，我甚至会主动帮助你。前提是，你必须听从命令。,"Very well. As long as you follow my every order, I might even decide to help you. The condition is, as long as you follow my every order.","Конечно. Если будешь выполнять мои приказы, я даже могу помочь тебе. Единственное условие — ты должна подчиняться каждому моему приказу."
line-78,斯卡蒂,我只相信可信之人。,I only follow those who are trustworthy.,"Я подчинюсь только тому, кому могу доверять."
line-80,凯尔希,我言而有信。,I never go back on my word.,Я всегда держу своё слово.
