ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,neksi0762
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act15d0
__chapter__,,Chapter Name,activities/act15d0/level_act15d0_01_end,密会
,,,,
char-1,B区囚犯A,B区囚犯A,B-Zone Prisoner A,Заключенный А из блока Б
char-2,A区囚犯,A区囚犯,A-Zone Prisoner,Заключенный блока A
char-3,卡夫卡,卡夫卡,Kafka,Кафка
char-4,狱警A,狱警A,Jailer A,Надзиратель A
char-5,狱警B,狱警B,Jailer B,Надзиратель Б
char-6,B区囚犯,B区囚犯,B-Zone Prisoner,Заключенный блока Б
char-7,？？？,？？？,???,???
char-8,巴顿,巴顿,Barton,Бартон
char-9,B区囚犯们,B区囚犯们,B-Zone Prisoners,Заключенные блока Б
char-10,A区囚犯们,A区囚犯们,A-Zone Prisoners,Заключенные блока A
char-11,B区囚犯B,B区囚犯B,B-Zone Prisoner B,Заключенный Б из блока Б
char-12,安东尼,安东尼,Anthony,Энтони
,,,,
line-11,B区囚犯A,给我倒！,Get'cher ass on the ground!,Валите их!
line-16,A区囚犯,咕，可恶......,"Gah, sleaze...","Гх, мерзость..."
line-32,卡夫卡,哇啊，喂，怎么回事啊，怎么忽然就打起来了的。,"Waaait, whoah, what even happened? Why're we duking it out now?","Подождите, у-а, что вообще произошло? Почему всё перешло в драку?"
line-37,B区囚犯A,卡夫卡，不是让你藏好，你怎么跑我这来了。,"Thought I told you to go hide, Kafka. Whaddaya over here for?","Кафка, я же просил тебя спрятаться, чего ты прибежала сюда?"
line-39,卡夫卡,哎呀，我没事，你赶紧给我解释一下。,"Aw, gawd, I'm fine. Just tell me what's going on, and make it slick.","Ой да ладно, я в порядке. Лучше быстро объясни мне, что тут творится."
line-46,B区囚犯A,嗨，你看不就明白了，感染者和非感染者互相看不顺眼不是很常见的事吗，然后我们就分成两派打起来了呗。,"Hah, just take a look. Infected and Non-Infected don't see eye to eye most times, hey? So we split into two sides and brawl.","Да чего тут непонятного? Заражённые и обычные люди терпеть друг друга не могут, вот мы и разделились на два лагеря и сцепились."
line-48,卡夫卡,虽然确实是很常见的事没错，但是狱警不管吗？！,"I mean, yeah, that happens for sure, but the jailers don't care?!","Хотя такое и правда случается часто, но разве надзиратели не должны это пресекать?!"
line-50,B区囚犯A,你仔细看看他们的样子。,"Well, I want you to look at them careful.",Приглядись к ним получше.
line-59,狱警A,啧啧，还是看这群囚犯打架有乐子。,*Clicks tongue* Sure do love a good inmate fight.,"*Щелкает языком* Всё-таки есть какое-то удовольствие в том, чтобы смотреть, как эти заключенные дерутся."
line-60,狱警A,今天轮到咱们值班算是赚到了。,We hit the jackpot with today's shift.,Повезло же нам сегодня на смену выйти.
line-63,狱警B,哈哈，没错。,"Hahah, right you are.","Ага, это точно."
line-64,狱警B,呆在这鬼地方工作唯一的乐趣也就是这种时候了。,This is the moment. The only joy working in this hellhole.,В этой дыре только такие моменты и развлекают.
line-65,狱警B,加油啊，A区的，我看好你们！,"Get their asses, A-Zoners! I'm watchin' you!","Наваляйте им, блок А! Я за вами слежу!"
line-74,B区囚犯A,看到没，他们才是最享受的家伙。,You see that? They're living it up like no one else here.,Видишь? Это они тут больше всех развлекаются.
line-75,B区囚犯A,哪边赢了接下来一段时间伙食还会好一点呢。,"Plus, the side that wins gets slightly better eats for the next while.",Победители будут немного лучше питаться в ближайшее время.
line-77,卡夫卡,那不是乐子全被他们找去了，不打不行吗？,So this is all their fun? What's stopping us from just not fighting?,"То есть, они забирают себе всё веселье? Может, не стоит драться?"
line-82,B区囚犯A,不打？卡夫卡，你知道我怎么进监狱的吗？,"Not fighting? Kafka, you know how I got slammed up?","Не драться? Кафка, ты знаешь, за что я загремел в тюрьму?"
line-83,B区囚犯A,就是因为揍了看不起我的那些人一拳！,"Took the scruff of everyone who looked down on me, and I socked 'em!","Я просто дал в морду тем, кто смотрел на меня свысока!"
line-89,B区囚犯A,嘿，卡夫卡，这座监狱可能是这片大地上唯一干爆那群没被感染的杂种们也不会有什么后果的地方了。,"Hey, Kafka. I reckon, all the places in the goddamn world, this is the only one where you can bust Non-Infected jaws and the fuzz can't even be assed to slap you on the wrist.","Эй, Кафка, эта тюрьма — пожалуй, единственное место на земле, где можно избить кучку неинфицированных ублюдков, и тебе за это особо ничего не будет."
line-90,B区囚犯A,打死了也就是关一阵子禁闭的事。,Beat someone to death? You get locked in for a while.,Максимум посидишь в карцере какое-то время.
line-91,B区囚犯A,而且真要死了那就死了呗，进监狱了谁怕这个。,"Besides, if you're really gonna die, you're gonna die. Who's scared of that in prison?","Да и если кто-то сдохнет — ну и ладно, здесь никто этого не боится."
line-92,B区囚犯A,啧，不跟你说了，我继续去干架了，你当心点藏好啊！,"Beh, I'm done. You get it. I'm gonna go back and make hay. You find somewhere and stay low!","Ц, не буду с тобой болтать, пойду дальше драться, а ты сиди тихо и не высовывайся!"
line-105,卡夫卡,嘁，也太看不起我卡夫卡了。,"Beh yourself. You're lookin' down on Kafka, you know.","Тц, уж больно они меня, Кафку, недооценивают."
line-106,卡夫卡,不过，感染者和非感染者之间的矛盾果然在这里也存在啊。,But man. I guess the Infected and the Non-Infected still live the same old clash in here.,Но всё же конфликт между инфицированными и неинфицированными существует даже здесь.
line-107,卡夫卡,而且不仅存在，还变成了一种超级扭曲的样子。,"Not just living it, even. Idea's gone mutant. Supermutant.","И не просто существует, а приобрел такую вот извращенную форму."
line-108,卡夫卡,虽然在外面也见过不少事了，但是这样的场景我也还是第一次见到诶......要是赫默看了肯定会受不了吧。,"I've seen a thing or two outside, but I've gotta admit, if this ain't a first for me... If Silence was watching this, she'd be sick to the bone.","Хотя я много чего видела снаружи, но подобное вижу впервые... Если бы Сайленс увидела это, ей бы точно поплохело."
line-109,卡夫卡,不过我可就不一样了，嘿嘿。,"But sorry, Silence, 'cause I'm different. Heheh.","Но прости, Сайленс, я другая. Хе-хе."
line-110,卡夫卡,场面越混乱我越喜欢。,"Messier the sitch gets, the more I like it.","Чем хаотичнее обстановка, тем мне больше нравится."
line-111,卡夫卡,你们打你们的，让我看看有没有油水可以让我蹭一蹭，也好给后面的事情做点准备......,"You fight your thing, and I'll go see what pies I can't get my fingers in. That gets me ready for the next bit...","Деритесь сколько влезет, а я посмотрю, чем тут можно поживиться, заодно подготовлюсь к тому, что будет дальше..."
line-127,卡夫卡,噫，谁把没吃完的饭给偷偷带过来了。,"Yeuch, who sneaked their leftovers out for a box lunch?","Фу, кто это притащил сюда недоеденную еду?"
line-133,卡夫卡,这里怎么有一只袜子......,Why's there a sock here...?,Почему здесь лежит носок...
