ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,main_12
__chapter__,,Chapter Name,obt/main/level_st_12-02,时不我待
,,,,
char-1,“卡西米尔人”,“卡西米尔人”,'Kazimierzian',«Казимирец»
char-2,Logos,Logos,Logos,Логос
char-3,凯尔希,凯尔希,Kal'tsit,Кельси
char-4,W,W,W,W
char-5,费斯特,费斯特,Feist,Фестер
char-6,洛洛,洛洛,Rockrock,Лоло
,,,,
line-15,“卡西米尔人”,我时常会觉得，时代确实不是匀速前进的。,I often feel that the times change with irregularity.,"Я часто ловлю себя на мысли, что время движется совсем не с равномерной скоростью."
line-16,“卡西米尔人”,他们发明概念的手段如此高明，他们组建社会的方式如此多样，简直让人眼花缭乱。,"Their means of coming up with concepts so brilliant, their methods of forming societies so diverse, it's all dizzying.","Их способы придумывать концепции столь изощренны, а методы организации общества столь разнообразны, что это просто кружит голову."
line-17,“卡西米尔人”,我在卡西米尔生活了很多次，一次次离开，却又再度回来。不瞒你说，女妖，现在在那片骑士之国中依然有我们的身影。,"I've lived in Kazimierz many times, and every time I leave, I end up coming back. To tell you the truth, Banshee, traces of us are still present in that land of knights.","Я жил в Казимире много раз, уезжал, но всякий раз возвращался. Не буду скрывать, Банши, наши сородичи до сих пор присутствуют в той стране рыцарей."
line-18,“卡西米尔人”,我必须承认，那里确实很吸引人。,I must admit the place is indeed fascinating.,"Должен признать, она действительно притягательна."
line-20,Logos,你没有让我为你勾勒出那些霓虹之下的城市。,Yet you didn't have me sketch out those neon lit skyscrapers for you.,"Ты не просил меня набросать для тебя те города, что сияют под неоном."
line-22,Logos,你只选择了......把这个普通的村庄作为这次的布景。,You simply... chose this ordinary village for the stage this time.,Ты лишь решил… выбрать эту обычную деревушку в качестве декораций для этого раза.
line-24,“卡西米尔人”,因为这里很安静，我初见卡西米尔时，它就是这个模样。,"Because it's much quieter here, and it's Kazimierz as I first saw it.","Потому что здесь тихо. Именно такой я увидел Казимир, когда впервые оказался здесь."
line-25,“卡西米尔人”,金色的农田与永远没有尽头的原野。可惜，这些对于如今的卡西米尔恐怕已经不再重要。,Golden farmlands amid the never ending plains. It's a pity that these are probably no longer important to the Kazimierz of today.,"Золотистые поля и бескрайние просторы. Жаль, что для нынешнего Казимира это уже вряд ли имеет значение."
line-26,“卡西米尔人”,在你看来，这里和卡兹戴尔相比怎样？,"What do you think, how does it compare to Kazdel?","Как по-твоему, в сравнении с Каздел, что представляет из себя это место?"
line-28,Logos,卡兹戴尔是一片废墟，但废墟也意味着其中蕴含着无数的可能性。,"Kazdel is a land of ruin, but the rubble also means that there are countless possibilities beneath it.","Каздел — это руины, но руины также означают, что в них скрыто бесчисленное множество возможностей."
line-29,Logos,虽然我们对它的想象或许不尽相同，但我们仍可以期待下一座卡兹戴尔。,"Our visions of Kazdel may have their differences, but we can still look forward to its next iteration.","Хотя наши представления о нём могут различаться, мы всё еще можем надеяться на возрождение следующего Каздела."
line-31,“卡西米尔人”,而卡西米尔，它演化得如此之快，眨眼之间，天马连同他们的道德与荣耀皆已四散凋零。,"And as for Kazimierz, it evolved so fast that in the blink of an eye, the Pegasi along with their morals and glory dispersed and withered away.","А Казимир… он эволюционировал так быстро, что в одно мгновение пегасы вместе со своей моралью и доблестью сгинули, развеявшись по ветру."
line-32,“卡西米尔人”,它却变得越发甜蜜，越发令人神往......,"And it became even sweeter, more fascinating...","При этом он становится всё слаще, всё притягательнее…"
line-33,“卡西米尔人”,神民与先民的后代指责我们萨卡兹吞食他们的血肉，奴役他们的灵魂。于是他们找到了一种新的方式，他们比我们做得更好。,"The descendants of the Elders and the Ancients accuse us Sarkaz of devouring their flesh and blood, and enslaving their souls. So they found a new method, and they did it even better than us.","Потомки Божественных и Древних обвиняли нас, сарказов, в пожирании их плоти и порабощении душ. И тогда они нашли новый способ, причём справляются они куда лучше нас."
line-34,“卡西米尔人”,他们让他们治下的人自愿被喂食，被吞噬，被化为这头怪物继续膨胀生长的养料。,"They let those under their rule be fed, swallowed, turned into nourishment for their monster to continue expanding and grow.","Они позволяют своим подданным добровольно становиться пищей, быть поглощенными, превращаться в кормовую базу для того, чтобы это чудовище продолжало разрастаться."
line-35,“卡西米尔人”,而他们所要付出的，却仅仅是有关享乐的许诺。,And all they have to pay is a promise of the pleasures of life.,"А всё, чем они им платят — это лишь пустые обещания удовольствий."
line-36,“卡西米尔人”,我曾寻找卡西米尔的统治者，他们缔造的这一切让我兴致盎然，但我最终发现......,"I searched for Kazimierz's rulers, intrigued by what they had created, but instead I only discovered...","Я искал правителей Казимира, всё то, что они создали, вызывало у меня живой интерес, но в конце концов я понял…"
line-37,“卡西米尔人”,不，这里没有统治者，那些公司的发言人，那些商业联合会的成员，乃至监正会与大骑士长，他们都称不上是如今卡西米尔的统治者。,"No, there was no ruler, those company spokesmen, those members of the General Chamber of Commerce, even the Adeptus Sprawiedliwi or the Grand Knight, you could not call any of them a ruler of Kazimierz.","Нет, здесь нет правителей. Представители компаний, члены Торгового союза, и даже Совет Кшиштофов или Великий рыцарь — никто из них не может называться правителем нынешнего Казимира."
line-38,“卡西米尔人”,膨胀的欲望足以统治它自己。,Inflated desire is so powerful that it can rule itself.,Раздувшиеся желания способны править собой сами.
line-40,Logos,对生存的渴望足以支撑你这样的求索吗，变形者？,"Is a simple thirst for survival enough to keep up with your search, Damazti?","Неужели жажда выживания способна поддерживать такие поиски, Оборотень?"
line-41,Logos,你比我原以为的要更不安，你在害怕什么？,"You're more restless than I imagined, what exactly are you afraid of?","Ты гораздо более встревожен, чем я предполагал. Чего ты боишься?"
line-43,“卡西米尔人”,我在害怕沉沦，沉沦进过去与历史之中。,"Of sinking, deep into the past and history.","Я боюсь потонуть, погрузиться в пучину прошлого и истории."
line-44,“卡西米尔人”,我只是想明白......,I just want to understand...,Я просто хочу понять…
line-45,“卡西米尔人”,如何与自己相处。,How to get along with ourselves.,Как мне ладить с самим собой.
line-54,凯尔希,......,......,......
line-63,凯尔希,唔......,Ugh...,Мгх...
line-65,W,嗨，凯尔希，真晦气，不是吗？,"Hey, Kal'tsit. Not lookin' so hot, hm?","Хэй, Кельси, какая досада, не правда ли?"
line-67,凯尔希,这里......,Where am I...?,Где…
line-69,W,要不你再睡会儿？我还没来得及往你枕头下面塞炸弹呢。,Why not sleep in a little longer? I need some more time to get a bomb under your pillow.,"Может, поспишь еще? Я еще не успела подложить тебе под подушку бомбу."
line-70,W,我猜，你醒来看到的第一个人是我，一定不怎么高兴。我也一样。,"I'm guessing you're probably not in the best mood, waking up to see me, of all people. The feeling's mutual.","Спорим, ты не в восторге от того, что первым человеком, которого ты увидела, проснувшись, стала я. Взаимно."
line-71,W,我宁愿去死都不想被误会成每天流着泪守在你的床前，全心全意等着你睁开眼睛的这一刻。,"I'd rather die than let someone think I've been hovering over your bed, day after day with tears in my eyes, praying with all my heart and soul that you'd open your eyes.","Я скорее умру, чем позволю подумать, будто я каждый день плачу у твоей кровати, всем сердцем ожидая того мгновения, когда ты откроешь глаза."
line-73,W,相信我，这是个巧合，我只是来房间里找水喝的，是你先占了我的位置。,"Believe me, this is just a coincidence. I only came looking for water, and you just happened to be in my spot.","Поверь, это просто совпадение. Я зашла в комнату попить воды, а это ты заняла моё место."
line-75,凯尔希,博士和阿米娅在哪？,Where are the Doctor and Amiya?,Где Доктор и Амия?
line-77,W,你觉得呢？,Wanna take a guess?,Как думаешь?
line-78,W,搞不好我在你睡大觉的时候把他们都杀了。,Maybe I killed them both while you were taking a lazy cat nap.,"Может, я убила их, пока ты дрыхла."
line-80,凯尔希,看来他们暂时没事。,"Sounds like they're both fine, for now.","Похоже, они пока в порядке."
line-82,W,你还真是信任我。,You have so much faith in me?,Ты и правда мне доверяешь.
line-84,凯尔希,我们现在的位置是哪里？,What's our present location?,Где мы сейчас находимся?
line-86,W,伦蒂尼姆城外，我的一间安全屋，现在就连院子里都塞满了你的那些可怜盟友。,"The outskirts of Londinium, in a safehouse of mine. The courtyard out there is packed with a whole bunch of your people right now.","За пределами Лондиниума, одно из моих убежищ. Сейчас даже двор забит твоими жалкими союзниками."
line-87,W,我的这份恩情在不在你的那些伟大计划里，凯尔希？你可以试着发自内心地感谢我，我会考虑接受的。,"Is this favor of mine part of your grand plan too, Kal'tsit? You can try thanking me from the bottom of your heart, and I'll consider accepting your gratitude.","Эта моя услуга входила в твои великие планы, Кельси? Можешь попробовать поблагодарить меня от всей души, я подумаю, стоит ли это принимать."
line-89,凯尔希,我和阿斯卡纶制定过数种计划，其中最差的一些情况确实考虑到了借助部分前巴别塔小队的帮助。,"Ascalon and I did work out several plans, and we did consider enlisting the help of ex-Babel members for the worst-case scenarios.","Мы с Аскалон разработали несколько планов, и в самых худших сценариях мы действительно рассматривали возможность помощи части отрядов бывшей «Вавилонской башни»."
line-91,W,我就知道，你会把每个人的用处算计得明明白白——,I always knew you were so good at calculating everyone's usefulness—,"Я так и знала, ты всё рассчитаешь до мельчайших деталей, чтобы понять, для чего пригодится каждый человек —"
line-93,凯尔希,不过，我还是要感谢你，W。,"But, I have to thank you, W.","И всё же, я должна поблагодарить тебя, W."
line-94,凯尔希,如你所说的，发自内心。,"As you requested, from the bottom of my heart.","Как ты и сказала, от всей души."
line-96,W,......啊？,......Oh?,......А?
line-97,W,特雷西斯伤到了你的脑子吗？我是不是应该把闪灵叫来？,Did Theresis smash your head in too hard? Should I call Shining?,"Терезис повредил твой мозг? Может, мне стоит позвать Шайнинг?"
line-99,凯尔希,我，,I...,"Я,"
line-101,凯尔希,唔——,Ugh—,Мгх—
line-102,凯尔希,......,......,......
line-103,凯尔希,W。,W.,W.
line-105,W,我不会真的去叫闪灵的。伤了脑子对于你未必是件坏事。,"I was kidding about calling Shining, by the way. Getting a brain injury wouldn't necessarily be the worst thing for you.",Я не пойду звать Шайнинг. Повреждение мозга для тебя — не самая худшая вещь.
line-107,凯尔希,请你......扶我一把。我需要起身。,Can you... help me up? I need to get out of bed.,Пожалуйста… помоги мне. Мне нужно встать.
line-109,W,......,......,......
line-110,W,......好吧。,......Fine.,......Ладно.
line-124,W,你的水。,Water for you.,Твоя вода.
line-126,凯尔希,谢谢。,Thanks.,Спасибо.
line-128,凯尔希,撤出伦蒂尼姆是一项风险很高的行动，我们现在的处境如何？,Withdrawing from Londinium was an extremely risky operation. Can you tell me the current situation?,Эвакуация из Лондиниума — операция с крайне высоким уровнем риска. Каково наше положение сейчас?
