ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,main_16
__chapter__,,Chapter Name,obt/main/level_spst_16-04,无前
,,,,
char-1,感染者矿工,感染者矿工,感染者矿工,Зараженный шахтер
char-2,远处的声音,远处的声音,远处的声音,Голос вдалеке
char-3,？？？,？？？,？？？,???
char-4,急切的声音,急切的声音,急切的声音,Встревоженный голос
char-5,虔诚的声音,虔诚的声音,虔诚的声音,Набожный голос
char-6,许多人的声音,许多人的声音,许多人的声音,Голоса многих людей
char-7,希尔达,希尔达,希尔达,Хильда
,,,,
line-8,,呼......呼......,呼......呼......,Ха... ха...
line-9,,疼......石头在肉里疯长......几乎能听见声音。为什么我还没死掉？,疼......石头在肉里疯长......几乎能听见声音。为什么我还没死掉？,"Больно... Камень разрастается прямо внутри, я почти слышу, как он это делает. Почему я все еще не умер?"
line-10,,没有力气，四肢不受控制......跑！往东跑！,没有力气，四肢不受控制......跑！往东跑！,"Нет сил, конечности меня не слушаются... Бежать! Бежать на восток!"
line-11,,往南是送死，往北也是送死。往西......如果远北都出事了，西部那些矿场也不可能幸免。,往南是送死，往北也是送死。往西......如果远北都出事了，西部那些矿场也不可能幸免。,"На юге смерть, на севере тоже. А на западе... если на Дальнем Севере все так плохо, то и шахты на западе вряд ли уцелели."
line-12,,可逃跑能逃出远北......又要逃到哪里才能逃出痛苦？,可逃跑能逃出远北......又要逃到哪里才能逃出痛苦？,"Но удастся ли мне сбежать с Дальнего Севера... и куда бежать, чтобы скрыться от этой боли?"
line-17,,<p=1>乌萨斯远北边界，荒野</>,<p=1>乌萨斯远北边界，荒野</>,"<p=1>Северная граница Урсуса, дикая местность</>"
line-23,感染者矿工,呃......,呃......,Эх...
line-24,感染者矿工,我跑......不动......了......,我跑......不动......了......,Я больше... не могу... бежать...
line-25,感染者矿工,就到，这里......,就到，这里......,"Пусть будет, здесь..."
line-32,感染者矿工,......,......,...
line-37,远处的声音,那边好像有人？,那边好像有人？,"Там, кажется, кто-то есть?"
line-38,远处的声音,我去看看——,我去看看——,Я схожу посмотрю —
line-39,远处的声音,......不，请让我去吧......,......不，请让我去吧......,"...Нет, пожалуйста, позвольте мне..."
line-40,远处的声音,我感觉到那只是一个受过许多苦痛的人。,我感觉到那只是一个受过许多苦痛的人。,"Я чувствую, что это просто человек, испытавший много страданий."
line-45,？？？,脱力，脱水，许久未曾进食......,脱力，脱水，许久未曾进食......,"Истощение, обезвоживание, долгое время без еды..."
line-46,？？？,你也是感染者。,你也是感染者。,Ты тоже зараженный.
line-48,感染者矿工,咳、咳咳！,咳、咳咳！,"Кхе, кхе-кхе!"
line-50,急切的声音,同胞，他也是我们的同胞！,同胞，他也是我们的同胞！,"Брат, он тоже наш брат!"
line-51,急切的声音,请您救救他吧，就像您救我们所有人一样——,请您救救他吧，就像您救我们所有人一样——,"Пожалуйста, спасите его, как спасли всех нас —"
line-52,急切的声音,再一次施行您的神迹！,再一次施行您的神迹！,Совершите свое чудо еще раз!
line-54,？？？,那不是神迹......唉。,那不是神迹......唉。,Это не чудо... Эх.
line-55,？？？,矿石病不是使他如此痛苦的主要原因，我只能使他不再因疾病而疼痛，却不能使他饱腹、给他干净的水喝、让他有安全的地方入睡。,矿石病不是使他如此痛苦的主要原因，我只能使他不再因疾病而疼痛，却不能使他饱腹、给他干净的水喝、让他有安全的地方入睡。,"Орипатия — не главная причина его страданий. Я могу лишь избавить его от боли, вызванной болезнью, но не могу накормить его, напоить чистой водой или дать безопасное место для сна."
line-57,？？？,我无法施行神迹，我并非全能，我只是......相信。,我无法施行神迹，我并非全能，我只是......相信。,"Я не творю чудес, я не всемогуща, я просто... верю."
line-59,虔诚的声音,您总是这样谦逊，我们都明白。,您总是这样谦逊，我们都明白。,"Вы всегда так скромны, мы всё понимаем."
line-61,？？？,......先生，您还能听见我说话吗？,......先生，您还能听见我说话吗？,"...Сударь, вы еще слышите меня?"
line-62,？？？,接下来，我会握住您的手......,接下来，我会握住您的手......,Сейчас я возьму вас за руку...
line-66,？？？,“相信吧。相信我们的生命。”,“相信吧。相信我们的生命。”,«Верьте. Верьте в нашу жизнь.»
line-67,？？？,“相信我们的身体与思维，相信我们心脏的每一次律动，相信我们肺叶的每一次收放。”,“相信我们的身体与思维，相信我们心脏的每一次律动，相信我们肺叶的每一次收放。”,"«Верьте в наши тела и мысли, верьте в каждый удар наших сердец, верьте в каждый вдох наших легких.»"
line-68,？？？,“相信我们自身，是一切力量的来源。”,“相信我们自身，是一切力量的来源。”,"«Верьте в то, что мы сами являемся источником всей силы.»"
line-69,？？？,从此，您不必再生活在对死亡的恐惧中。,从此，您不必再生活在对死亡的恐惧中。,С этого момента вам больше не придется жить в страхе перед смертью.
line-71,,源石在体内迅速生长带来的疼痛逐渐远去。,源石在体内迅速生长带来的疼痛逐渐远去。,"Боль, вызванная стремительным ростом ориджиниума в теле, начала утихать."
line-72,,他仍能听见那些声音，却不再因此疼得辗转反侧。,他仍能听见那些声音，却不再因此疼得辗转反侧。,"Он все еще слышал те голоса, но больше не ворочался от боли."
line-73,感染者矿工,你——你是谁？,你——你是谁？,Ты... кто ты?
line-74,感染者矿工,你救了我......,你救了我......,Ты спасла меня...
line-75,感染者矿工,咳、咳咳，咳——,咳、咳咳，咳——,"Кхе, кхе-кхе, кхе..."
line-76,感染者矿工,我该怎么，感谢你？,我该怎么，感谢你？,Как я могу... отблагодарить тебя?
line-78,？？？,您可以像这里所有的兄弟姊妹一样，称呼我为“希尔达”。,您可以像这里所有的兄弟姊妹一样，称呼我为“希尔达”。,"Можете называть меня «Хильда», как и все братья и сестры здесь."
line-80,急切的声音,神迹——,神迹——,Чудо...
line-81,急切的声音,希尔达再一次救了我们的同胞！,希尔达再一次救了我们的同胞！,Хильда снова спасла нашего товарища!
line-82,急切的声音,她救了我们所有人，只是用母亲一样的抚摸，就像刚才一样，抹去了所有的病痛！,她救了我们所有人，只是用母亲一样的抚摸，就像刚才一样，抹去了所有的病痛！,"Она спасла всех нас, одним лишь материнским касанием, как и сейчас, она стерла всю боль!"
line-83,急切的声音,希尔达！,希尔达！,Хильда!
line-84,虔诚的声音,希尔达。,希尔达。,Хильда.
line-85,许多人的声音,希尔达！,希尔达！,Хильда!
line-87,感染者矿工,希尔达......希尔达。,希尔达......希尔达。,Хильда... Хильда.
line-89,希尔达,是的，那是我的名字。,是的，那是我的名字。,"Да, это мое имя."
line-91,感染者矿工,你长什么模样？无论是你，还是其他说话的人，我都看不清......,你长什么模样？无论是你，还是其他说话的人，我都看不清......,"Как ты выглядишь? Ни тебя, ни других, кто говорит, я не вижу..."
line-93,希尔达,您的头上有伤，是跑得太急，在哪里跌了一跤，将头都撞破了吗？,您的头上有伤，是跑得太急，在哪里跌了一跤，将头都撞破了吗？,"У вас рана на голове. Вы бежали слишком быстро и где-то упали, разбив голову?"
line-94,希尔达,也许是脑中的淤血让您看不清。没关系，我们可以搀扶着您......,也许是脑中的淤血让您看不清。没关系，我们可以搀扶着您......,"Возможно, гематома в мозгу мешает вам видеть. Ничего страшного, мы поможем вам идти..."
line-95,希尔达,告诉我，您接下来要去哪里？,告诉我，您接下来要去哪里？,"Скажите, куда вы собирались идти дальше?"
line-97,感染者矿工,我不知道......,我不知道......,Я не знаю...
line-99,希尔达,那就先同我们一起吧。,那就先同我们一起吧。,Тогда пойдемте с нами.
line-101,虔诚的声音,您要带我们去一个没有痛苦的地方，对不对？,您要带我们去一个没有痛苦的地方，对不对？,"Вы ведете нас в место, где нет боли, верно?"
line-103,希尔达,是的，只要你们仍愿意与我同行......,是的，只要你们仍愿意与我同行......,"Да, пока вы готовы идти со мной..."
line-111,希尔达,只要我们相信。,只要我们相信。,Пока мы верим.
