ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,neksi0762
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act33side
__chapter__,,Chapter Name,activities/act33side/level_act33side_10_end,再见，再见
,,,,
char-1,特蕾西娅,特蕾西娅,Theresa,Тереза
char-2,凯尔希,凯尔希,Kal'tsit,Кальцит
char-3,？？？,？？？,???,???
char-4,“阿米娅”,“阿米娅”,'Amiya',«Амия»
char-5,特雷西斯,特雷西斯,Theresis,Терезис
char-6,阿斯卡纶,阿斯卡纶,Ascalon,Аскалон
char-7,Ace,Ace,Ace,Эйс
char-8,Mantra,Mantra,Mantra,Мантра
char-9,Pith,Pith,Pith,Пит
char-10,Scout,Scout,Scout,Скаут
char-11,Logos,Logos,Logos,Логос
char-12,孽茨雷,孽茨雷,Nezzsalem,Неззалем
char-13,杜卡雷,杜卡雷,Duq'arael,Дукараэль
char-14,W,W,W,W
,,,,
line-11,,特蕾西娅拉着眼前之人的手，就像他们的第一次见面。,"Theresa holds the hands of the one before her, as if it were their first meeting.","Тереза взяла человека перед собой за руки, точно так же, как в их первую встречу."
line-12,,她静静与那双眼睛对视，看到其中不停变换着情绪，最终，只留下空洞一片。,"She quietly faces the other pair of eyes, looking at the emotions shifting within until finally, only a void remains.","Она тихо вгляделась в те глаза, наблюдая, как эмоции в них постоянно сменяют друг друга, пока в конце концов не осталась лишь пустота."
line-13,,她知道，最后的记忆已经抹去，灵魂已经纯净。,"She knows then, every memory has been wiped clean, the soul purified.","Она знала: последние воспоминания стерты, а душа очищена."
line-14,特蕾西娅,你的记忆已经死去，你的灵魂会重生......,"Your memory is gone, and your soul reborn...","Твоя память мертва, твоя душа возродится..."
line-15,特蕾西娅,真是可怕的伎俩......,A truly terrible trick...,Воистину ужасно...
line-16,特蕾西娅,可那些人低估了你的善良，低估了你对胜利的渴望。那些人低估了我们，低估了泰拉坚忍至今的起源。,"But they underestimate your benevolence, your desire for victory. They underestimate us, and what makes Terra so tenacious.","Но эти люди недооценили твою доброту, недооценили твою жажду победы. Они недооценили нас, недооценили истоки того, что позволило Терре устоять до сих пор."
line-17,特蕾西娅,博士，姑且再让我最后一次如此称呼你......,Doctor. Allow me to call you by this name for the last time...,"Доктор, позволь мне в последний раз назвать тебя так..."
line-18,特蕾西娅,这是我对你小小的报复。,This is my little revenge on you.,Это моя маленькая месть тебе.
line-19,特蕾西娅,也是我对你......最后的馈赠。,And also... my final gift to you.,А также мой... последний дар тебе.
line-20,特蕾西娅,记忆从不塑造你自己。以你最本来的面目......,"Memory does not shape who you are. So, with your original self...","Память никогда не определяет то, кем ты являешься. Живи в своем истинном обличье..."
line-21,特蕾西娅,......重新生活在......大地之上吧。去看看这个世界，去感受生活的喜怒哀乐，去结识形形色色的泰拉人民......,"Live again... on this land. See the world, feel the various emotions life brings, meet the many people of Terra...","...Живи снова... на этой земле. Посмотри на этот мир, прочувствуй все радости и горести жизни, познакомься с самыми разными людьми со всей Терры..."
line-22,特蕾西娅,也许......你的旅程会从苦难中开始，总是离不开这片大地昏沉的月影，可你总能......见到太阳升起。,"Perhaps... your journey will start in suffering, and you may never manage to escape the murky moon shadows of this land, but you will always... get to see the sun rise.","Возможно... твой путь начнется со страданий и всегда будет окутан тусклыми лунными тенями этой земли, но ты всегда... сможешь увидеть восход солнца."
line-23,特蕾西娅,然后，我相信，你会重新得出一个答案。得出真正属于你的答案。,I trust you will find a new solution. One that is truly your own.,"И тогда, я верю, ты снова придешь к ответу. К ответу, который принадлежит по-настоящему тебе."
line-24,特蕾西娅,那一定......和凯尔希，和我曾听到的那段呢喃一样......,An answer that... sounds just like the murmur Kal'tsit and I once heard...,"Он обязательно... будет таким же, как тот шепот, что слышали Кальцит и я..."
line-25,特蕾西娅,令人热泪盈眶吧。,A most moving answer.,Заставляющим прослезиться.
line-36,,"生命在流逝。 ",Life slips away.,Жизнь угасает.
line-37,,她的耳边逐渐响起了来自远方的挽歌。对了，菈玛莲曾与她设下连接。,Her ears gradually pick up an elegy from afar. Laqeramaline did establish a connection with her after all.,"В ушах у нее начал звучать далекий похоронный плач. Верно, Лакерамалин когда-то установила с ней связь."
line-38,,特蕾西娅自己的气息在逐渐微弱......但她也感受到了前所未有的轻松。,"Theresa feels her own breath growing feebler, but she also feels unprecedentedly relieved.",Собственное дыхание Терезии становилось всё слабее... но она также ощутила небывалое облегчение.
line-39,,她尽力将阿米娅护在怀中，保护着。阿米娅的心跳令她安心。,"She tries her best to keep Amiya in her arms, protected. Amiya's heartbeat calms her own.","Она изо всех сил прижимала Амию к себе, защищая её. Сердцебиение Амии дарило ей спокойствие."
line-40,特蕾西娅,我......我有点累了，捧住那顶冠冕真的很累。,"I'm... a little tired. It's exhausting, holding onto that crown.","Я... я немного устала, носить эту корону — это действительно тяжело."
line-41,特蕾西娅,累了就得休息，对吧，阿米娅？,"I should rest when I'm tired. Isn't that right, Amiya?","Если устала, нужно отдохнуть, правда, Амия?"
line-42,特蕾西娅,我曾想过......,I once imagined that...,Я когда-то думала...
line-43,特蕾西娅,也许有天......我们会一起让这片大地上的每一个人，都能平静入梦。,"Perhaps, one day... We'll be able to let everyone on this vast land fall into peaceful slumber.","Может быть, однажды... мы вместе позволим каждому человеку на этой земле погрузиться в мирный сон."
line-44,特蕾西娅,虽然很遥远，但也许，你会替我看到那一天......,"It may take a long time to come, but maybe, you could see it for me...","Хотя это так далеко, но, может быть, ты увидишь этот день за меня..."
line-45,特蕾西娅,阿米娅，当你醒来......,"Amiya, when you wake up...","Амия, когда ты проснешься..."
line-55,特蕾西娅,......你就要继续前行。,You'll have to keep going.,...ты должна будешь идти дальше.
line-56,特蕾西娅,呼——好累......,*sigh*—I'm so tired...,*Вздох*— Я так устала...
line-57,特蕾西娅,不，她还没有来......,"No, she's not here yet...","Нет, она еще не пришла..."
line-59,,她只有最后一丝珍贵的力气了。,She clings to her final strand of remaining strength.,У нее осталась лишь последняя крупица драгоценных сил.
line-60,,她有必须要等的人。,She is waiting for someone she must see.,"У нее есть тот, кого она должна дождаться."
line-61,,万幸，她已经听到了那人赶来的声音。,"Fortunately, the sound of her footsteps already draws near.","К счастью, она уже услышала звуки шагов того, кто спешил к ней."
line-64,,终于，哪怕无力再睁开眼，但她也知道——,"And then finally, even though she no longer has the strength to keep her eyes open, she knows—","Наконец, даже не в силах открыть глаза, она знала —"
line-65,,那人回来了——,She is here—,Она вернулась —
line-66,,凯尔希......,Kal'tsit...,Кальцит...
line-68,,凯尔希。,Kal'tsit.,Кальцит.
line-81,凯尔希,......,......,......
line-82,凯尔希,特蕾西娅......,Theresa...,Тереза...
line-83,凯尔希,阿米娅......博士......,Amiya... Doctor...,Амия... Доктор...
