ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,ilarhion
__language__,,Language,en_US,ru_RU
char-1,风笛,风笛,Bagpipe,Бэгпайп
char-2,号角,号角,Horn,Хорн
char-3,蔓德拉,蔓德拉,Mandragora,Мандрагора
char-4,简妮,简妮,Janie,Дженни
char-5,Outcast,Outcast,Outcast,Ауткаст
char-6,“雄辩家”,“雄辩家”,'The Elocutionist',«Оратор»
,,,,
line-10,风笛,敌人……倒下去了？！,Did she fall down there...?!,Враг... повержен?!
line-11,风笛,队长，我们是不是赢了？,"Leader, did we win?","Капитан, мы победили?"
line-13,号角,……,......,...
line-15,风笛,糟了，队长，你的伤……,"Oh no, Leader... That wound...","О нет, капитан, ваша рана..."
line-16,风笛,坚持住！我来扶你，千万别闭眼——,Hang in there! I'll help you up. Don't you close your eyes—,"Держитесь! Я помогу вам, только не закрывайте глаза!"
line-19,号角,……咳，咳咳……,"*cough*, *cough*...","...Кхм, кхм-кхм..."
line-20,号角,你……别这么用力。你一拉我，我全身都疼。,Don't... pull so hard. You're shooting pain through my whole body.,"Полегче... Когда ты меня тянешь, всё тело начинает болеть."
line-22,风笛,好、好的！队长，你没事就好。,"G—Got it! Leader, as long as you're okay.","Х-хорошо! Слава богу, вы в порядке, капитан."
line-24,号角,嗯……我还……不能倒下。,Right... I can't... go down just yet.,Да... Я ещё... не могу упасть.
line-25,号角,因为敌人……还没……,The enemy's... still...,Потому что враг... ещё не...
line-32,蔓德拉,……呵……哈哈哈……哈哈哈哈哈哈！,Hoh... Hahahaha... Hahahahaha!,...Ха... Ха-ха... Ха-ха-ха-ха-ха!
line-33,蔓德拉,你们以为……这样就能打败我？！,You think... that was enough to bring me down?!,Вы думали... что так просто меня одолеете?!
line-35,蔓德拉,愚蠢的维多利亚士兵！,Victorian soldier dunces!,Глупые викторианские солдаты!
line-36,蔓德拉,我可是——从废水沟旁的坟墓里爬出来的人！你们这群维多利亚上等人欠我的，还没有还干净！,I—I dug my way out of a grave by a bloody wastewater ditch! And I still have a score to settle with you—Victorian blue bloods!,"Я та, кто вылезла из могилы у сточной канавы! Вы, викторианская элита, ещё не расплатились со мной сполна!"
line-38,风笛,啊？她居然真的还能爬起来！,Oh? She actually managed to climb her way out!,Что?! Она действительно смогла подняться!
