ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act19side
__chapter__,,Chapter Name,activities/act19side/level/act19side_sub-1-2,衡虑
,,,,
char-1,莱茵防卫科成员,莱茵防卫科成员,Rhine Defense Section Employee,Сотрудник службы безопасности Рейн
char-2,帕尔维斯,帕尔维斯,Parvis,Парвис
,,,,
line-13,莱茵防卫科成员,......,......,……
line-14,莱茵防卫科成员,......是我。,...It's me.,……это я.
line-15,莱茵防卫科成员,您猜得没错，警长选择了帮那群拓荒者。还有埃琳娜·乌比卡，她也背叛了克鲁尼主任。,You were right. The cop chose to help the Pioneers. And Elena Urbica turned on Director Clooney.,"Вы оказались правы, шериф решила помочь этой группе первопроходцев. И Елена Убика — она тоже предала директора Круни."
line-18,,通讯器另一头传来一声叹息。,A sigh leaks out of the communicator.,На другом конце связи послышался вздох.
line-19,帕尔维斯,可惜。,What a shame.,Жаль.
line-20,帕尔维斯,斐尔迪南还是输了。,Ferdinand has lost.,Фердинанд всё же проиграл.
line-22,莱茵防卫科成员,您为何会这样想？即便我没能拦住那几个人，他们也终究势单力孤。,"Why do you say that? Sure, I couldn't stop them, but there aren't too many.","Почему вы так думаете? Даже если мне не удалось остановить тех людей, в конечном счете они остались в одиночестве."
line-24,帕尔维斯,我刚刚看见你的老上司回到了莱茵生命总部。,I just happened to see your old boss returning to Rhine Lab headquarters.,"Я только что видел, как твоя бывшая начальница вернулась в штаб-квартиру «Рейн Лаб»."
line-26,莱茵防卫科成员,塞雷娅主任？！,Director Saria?!,Директор Сариа?!
line-27,莱茵防卫科成员,嘶......,Gah...,Ссс…
line-29,帕尔维斯,别激动。你是不是被揍得挺狠的？谁动的手，那个警长吗？我记得你说，她在某些地方很像塞雷娅。,"Settle down. You've taken quite a beating, yes? From whom? The cop? I believe you said she's like Saria in some ways?","Не волнуйся. Тебе сильно досталось? Кто приложил руку, тот шериф? Помнится, ты говорил, что она в чем-то похожа на Сариа."
line-31,莱茵防卫科成员,......没有人真能和主任一样。,There's nobody quite like her.,……никто не может быть похож на директора.
line-32,莱茵防卫科成员,我......我只是想不明白。,I... I just don't understand.,Я… я просто не могу понять.
line-33,莱茵防卫科成员,为什么主任会做出那样的选择......我见过她工作得有多拼，她明明重视莱茵生命胜过自己的健康和名誉！,Why would she do that? All the hard work she put in... Rhine Lab meant more to her than health or fame.,"Почему директор приняла такое решение… Я видел, как усердно она работала, она ведь ценила «Рейн Лаб» больше собственного здоровья и репутации!"
line-34,莱茵防卫科成员,我一直都想像她一样守护莱茵，可她为何弃我们而去？,I wanted to follow in her footsteps and defend Rhine. Why would she betray us?,"Я всегда хотел охранять «Рейн» так же, как она, но почему она оставила нас?"
line-36,帕尔维斯,你怎么知道......是她背弃了我们，而不是我们先让她失望？,Did she...? Or did we let her down?,"С чего ты взял… что это она нас предала, а не мы первыми разочаровали её?"
line-38,莱茵防卫科成员,您是说......,What do you—,Вы хотите сказать…
line-40,帕尔维斯,你呀，你也还年轻。,"Ah, the follies of youth.","Эх ты, всё ещё молод."
line-41,帕尔维斯,年轻人总是会为一时的意气相投而聚在一起，又在之后的漫长岁月里认清彼此。,"The young seek out those they think are of like mind, but true understanding only comes with time.","Молодые люди всегда сходятся из-за сиюминутного порыва, а затем, спустя долгие годы, узнают друг друга по-настоящему."
line-42,帕尔维斯,你别看他们现在吵得那么厉害......在相遇的时候，他们或多或少还是真心的。,"They may argue incessantly now, but there was a time when they treated each other with sincerity, more or less.","Не смотри, что сейчас они так сильно ссорятся… когда они встретились впервые, они были искренни, по крайней мере, в какой-то степени."
line-44,莱茵防卫科成员,......,......,……
line-45,莱茵防卫科成员,帕尔维斯主任......您在听音乐吗？,Director Parvis... do I hear music?,Директор Парвис… вы слушаете музыку?
line-55,帕尔维斯,......你没听到过这段旋律吗？,"Ah, have you not heard this tune before?",……ты никогда не слышал эту мелодию?
line-56,帕尔维斯,抱歉，我忘了。你来得太晚，错过了莱茵生命的第一次新年派对。,"Oh, that's right, you joined after Rhine Lab's first New Year's party.","Прости, забыл. Ты пришел слишком поздно и пропустил самую первую новогоднюю вечеринку «Рейн Лаб»."
line-57,帕尔维斯,那时候......那时候的莱茵还没有自己的大楼。,We didn't have our own building back then.,В то время… в то время у «Рейн» ещё не было собственного здания.
line-58,帕尔维斯,克丽斯腾租了半层写字楼，就在特里蒙理工大学旁边。她和塞雷娅一起住在附近的老公寓里。,"Kristen rented half the floor of an office building next to the Trimounts Institute of Technology, and shared an old apartment with Saria nearby.",Кирстен арендовала пол-этажа в офисном здании рядом с Технологическим университетом Триртона. Она жила по соседству в старой квартире вместе с Сариа.
line-59,帕尔维斯,斐尔迪南总是念叨着自己要为莱茵带来更多经费，可在他离开之前的公司之后，曾经的合作方都不常回他的邮件了。,"Ferdinand talked about bringing in funding for us, but once he left his old job, his former associates stopped answering his mail.","Фердинанд вечно твердил о том, что привлечет больше финансирования для «Рейн», но после того как он ушел из предыдущей компании, бывшие партнеры перестали отвечать на его письма."
line-60,帕尔维斯,我还没有离开原来的研究所，每个月只有一两次机会回到特里蒙。,"I was still at my old lab, and only went back to Trimounts a couple of times per month.","Я тогда ещё не ушел из своего прежнего института, у меня был шанс вернуться в Триртон лишь раз или два в месяц."
line-61,帕尔维斯,新年的前一天，缪尔赛思发来消息，让我一定要回去参加派对。,"On New Year's Eve, I got a message from Muelsyse ordering me to attend the party.","За день до Нового года Мюльзис прислала сообщение, потребовав, чтобы я обязательно вернулся на вечеринку."
line-62,帕尔维斯,那个晚上下了很大的雪，特区回来的路上堵得很厉害，我本来不想折腾自己这把老骨头，可缪尔赛思威胁了我。,"It snowed heavily that night, and the roads back from Max D.C. were packed. I didn't want to go to all that effort, but Muelsyse didn't give me a choice.","В тот вечер шел сильный снег, дороги из спецзоны были перекрыты, и я изначально не хотел утруждать свои старые кости, но Мюльзис пригрозила мне."
line-63,帕尔维斯,她说，要是我不按时回去，她会在新年第一天让冰水浸透我的枕头。,She said she would soak my pillow in icy water if I didn't get back on time.,"Она сказала, что если я не вернусь вовремя, то в первый же день Нового года она вымочит мою подушку ледяной водой."
line-64,帕尔维斯,在快到零点的时候，我终于踏进了那间办公室——,"I stepped into the office, just before the clock struck twelve.",Ближе к полуночи я наконец вошел в тот офис —
line-65,帕尔维斯,然后我听到了这首歌。,Then I heard the song.,И тогда я услышал эту песню.
line-66,帕尔维斯,很难听，真的。,It was a dreadful song.,"Звучало ужасно, правда."
line-67,帕尔维斯,作为一名莱塔尼亚人，我至今无法理解，在掌握着那般高超的源石技艺的同时，缪尔赛思对音乐的品味为何还能如此让人不敢恭维。,"As a Leithanian, I have never understood, to this day, how Muelsyse, an authority on Originium Arts, could have such vulgar taste in music.","Будучи литанианцем, я до сих пор не могу понять, как обладая столь высокими навыками искусства ориджини, Мюльзис может иметь столь сомнительный вкус в музыке."
line-68,帕尔维斯,然而其他人好像不怎么在乎。你敢相信吗？斐尔迪南竟然邀请塞雷娅一起跳舞，而且塞雷娅还答应了他。,"But the others didn't seem bothered. Ferdinand asked Saria to dance with him, and she said yes. Could you believe it?","Однако остальных это, похоже, не заботило. Можешь поверить? Фердинанд пригласил Сариа на танец, и Сариа согласилась."
line-69,帕尔维斯,克丽斯腾......克丽斯腾只是站在一旁看着。那个晚上，她看着屋子里的人的时间比看窗外的时间更久。,"As for Kristen... she watched from the sides. That night, she spent more time looking at the people in the room than outside the window.","Кирстен… Кирстен просто стояла в стороне и наблюдала. В тот вечер она смотрела на людей в комнате дольше, чем в окно."
line-70,帕尔维斯,那样的日子......我都快记不清了。,Those days... I can hardly remember them now.,Такие дни… я уже почти не помню их.
line-71,帕尔维斯,这歌......到底该怎么唱来着......,How did that song go?,Эта песня… как же там поется…
line-72,帕尔维斯,唉......,Sigh...,Эх…
line-73,帕尔维斯,我是不是真的老了？,I suppose I really am getting old.,Неужели я и правда постарел?
line-74,帕尔维斯,......,......,……
line-85,莱茵防卫科成员,......,......,……
line-86,莱茵防卫科成员,主任......帕尔维斯主任？,Director Parvis?,Директор… директор Парвис?
line-87,莱茵防卫科成员,您......睡着了吗？,Are... are you asleep?,Вы… уснули?
line-90,,通讯器另一头迟迟没有回应。,There is no response from the communicator.,На другом конце связи долгое время не было ответа.
line-91,,旋律仍在继续，最后一个音节播完之后，又回到了最开始。,"The tune keeps playing, looping over and over again.","Мелодия продолжалась, и после того, как прозвучала последняя нота, она началась сначала."
line-92,,他不知道年迈的卡普里尼是否还在通讯器旁。,He does not know if the old Caprinae is still sitting by the communicator.,"Он не знал, находился ли ещё престарелый Каприни рядом с передатчиком."
line-93,,他只知道，天亮之后，等回到莱茵总部，一定能看到帕尔维斯站在老地方端着茶杯，面带微笑，注视着楼下一张张年轻的面孔来来往往。,"All he knows is that when he returns to Rhine Lab headquarters at dawn, he will see Parvis standing at his usual spot, a teacup in his hands, watching young faces come and go below with a smile on his face.","Он знал лишь одно: с рассветом, когда он вернется в штаб-квартиру «Рейн», он наверняка увидит Парвиса на том же месте с чашкой чая, который с улыбкой будет наблюдать, как мимо него проходят молодые лица."
