ID,Character,Original Text,Reference,Translation
__translator__,,Translator,,nep0num
__language__,,Language,en_US,ru_RU
__episode__,,Episode ID,,act12d0
__chapter__,,Chapter Name,activities/act12d0/level_act12d0_07_beg,有客先来
,,,,
char-1,大祭司,大祭司,High Priest,Верховный жрец
char-2,阿达克利斯人A,阿达克利斯人A,Archosauria A,Архозаврианин А
char-3,阿达克利斯人B,阿达克利斯人B,Archosauria B,Архозаврианин B
char-4,阿达克利斯人C,阿达克利斯人C,Archosauria C,Архозаврианин C
char-5,大丑,大丑,"The Big, Ugly Thing",Большой Урод
char-6,森蚺,森蚺,Eunectes,Юнектес
char-7,阿达克利斯人,阿达克利斯人,Archosauria,Архозаврианин
char-8,特米米,特米米,Tomimi,Темими
char-9,嘉维尔,嘉维尔,Gavial,Гавиаль
char-10,煌,煌,Blaze,Блейз
char-11,刻俄柏,刻俄柏,Ceobe,Кеоба
char-12,宴,宴,Utage,Утагэ
,,,,
line-8,大祭司,哇啊啊啊啊！,Wahhhhhhh!!!,У-а-а-а-а-а!
line-17,阿达克利斯人A,啧，又失败了，不过这次飞的弧度不错啊。,"Tch, another failure. He's flying in a nice arc this time though.","Тьфу, опять провал. Но дуга полёта в этот раз была что надо."
line-19,阿达克利斯人B,飞哪儿去了？,Where did he land?,Куда он улетел?
line-21,阿达克利斯人A,不知道，反正待会儿就跑回来了吧，我们继续。,No idea. He'll come running back after a while anyway. Let's keep going.,"Без понятия. Скоро сам прибежит обратно, так что продолжаем."
line-22,阿达克利斯人A,那么，这根管子该接哪里呢——,"Okay, what does this tube connect to——","Так, куда же подсоединить эту трубку?.."
line-23,阿达克利斯人A,哈哈，这个接口长的很正点啊，就插你了！,"Haha, this looks like a good port, I'm plugging it in!","Ха-ха, этот разъём выглядит идеально, втыкаю в тебя!"
line-24,阿达克利斯人A,喂，能发动吗？,"Hey, is it working?","Эй, заводится?"
line-26,阿达克利斯人B,不行啊，你到底会不会啊！,No. Do you even know what you're doing?!,"Никак. Ты вообще соображаешь, что делаешь?!"
line-28,阿达克利斯人A,叫什么叫，这个引擎我从来没见过，让我多试试！,"What are you yelling for? I've never seen an engine like this before, just let me experiment a bit!","Не ори! Я такой двигатель в жизни не видел, дай мне попробовать ещё!"
line-30,阿达克利斯人B,让我来试试！,I want to try!,Дай я попробую!
line-31,阿达克利斯人B,照我看，这根管子应该插这里，然后这个按钮是啥？算了，按了就对了。,"I think this tube goes here. What does this button do then? Who cares, just press it.","По-моему, эту трубку надо сюда... А это что за кнопка? Да неважно, просто нажму."
line-33,阿达克利斯人A,你这家伙才是在乱搞啊！明明应该这样插才对！,You're the one who's messing around! It obviously goes here!,Ты только всё портишь! Нужно вставлять вот так!
line-36,阿达克利斯人C,你们两个蠢货在干什么，油管都没插上，还是得我来！,What are you two idiots doing? The gas pipe isn't even connected. Let me do it!,"Что вы двое, идиоты, творите? Вы даже топливный шланг не подсоединили! Придётся мне всё делать!"
line-37,阿达克利斯人C,油管该插哪儿来着，算了，这个口比较大，就你了！,"Hmm, what does the gas pipe go to... Never mind, this port looks bigger, this is probably it!","Куда там втыкать этот шланг? А, неважно, это отверстие побольше, сойдёт!"
line-38,阿达克利斯人C,喂， 谁来启动一下试试！,"Hey, somebody try to start it!","Эй, кто-нибудь, попробуйте запустить!"
line-40,大祭司,我回来了！,I'm back!,Я вернулся!
line-41,大祭司,现在的年轻人真是不懂尊敬老人，我被炸出去了也没有人来找我一下吗！,Youngsters nowadays really have no respect for their elders. No one bothered to look for me after I got blasted away!,"Нынешняя молодёжь совершенно не уважает стариков! Меня унесло взрывом, и никто даже не пошёл меня искать?!"
line-43,阿达克利斯人A,可是大祭司大人你每次都会像现在这样好好地跑回来啊，大家都习惯了！,"But, High Priest, you always come back safe. Everyone's gotten used to it!","Но, достопочтенный Верховный жрец, вы же каждый раз вот так благополучно возвращаетесь. Мы уже привыкли!"
line-45,阿达克利斯人B,哎呀，别废话了，赶紧启动试试！,"Stop wasting time, let's get on with the testing!","Ой, хватит болтать! Давай, запускай скорее!"
line-47,大祭司,好好好。,"Yeah, yeah, alright.","Ладно, ладно."
line-53,大丑,————！,————!,————!
line-55,大祭司,大丑，我的好孩子，该起床了！,"Big Ugly, my child, it's time to wake up!","Большой Урод, мой мальчик, пора просыпаться!"
line-63,阿达克利斯人A,噢！大酋长，它终于动了！,"Ohh! Great Chief, it's moving!","О! Великая вождь, он наконец зашевелился!"
line-65,阿达克利斯人B,这美妙的引擎声！我从来没听过这么动听的声音！,This wonderful engine sound! I've never heard anything so amazing!,Этот чудесный рёв мотора! Я никогда не слышал звука прекраснее!
line-67,阿达克利斯人C,哈哈，我就说还是得我来！,"Haha, told you I'd get it done!","Ха-ха, я же говорил, что без меня никак!"
line-69,森蚺,你们是怎么做到的？,How did you do it?,Как вам это удалось?
line-71,阿达克利斯人A,就像你看到的一样啊，大酋长，它就是这样动了！,"Just as you saw, Great Chief, it moved just like that!","Как видишь, Великая вождь, он просто взял и заработал!"
line-73,阿达克利斯人B,把这根管子插在这里，然后把那根管子插在那里！,We plugged this tube here and that one there!,"Воткнули эту трубку сюда, а ту — туда!"
line-75,阿达克利斯人C,就像我们怎么造出的大丑一样！,Just like how we built the Big Ugly!,"Точно так же, как мы и собрали Большого Урода!"
line-77,森蚺,很好。,Good.,Хорошо.
line-79,大祭司,啊，曾经是一坨废铁的大丑，今天居然已经变得这么像样了，啊，此情此景，真是让我想高歌一曲！,"Ahh, the Big Ugly, once but a pile of scrap metal, is now truly majestic. I'm so moved. It makes me want to sing!","Ах, Большой Урод, который когда-то был просто грудой металлолома, сегодня стал таким статным! Эта сцена... О, мне так и хочется запеть!"
line-81,森蚺,但你唱歌很难听。,But you're bad at singing.,Но ты ужасно поёшь.
line-83,大祭司,什么？！好吧，我还觉得我挺有歌唱天赋的......真遗憾！,I'm sorry?! Fine. I think I have a real talent for singing though... Terrible!,"Что?! Ну ладно... А я-то думал, что у меня талант к пению... Как жаль!"
line-84,大祭司,哦，对，或许是唱法的问题。,Oh? Maybe it's a style problem.,"О, точно. Наверное, всё дело в технике."
line-85,大祭司,嗯，没错，一定是这样，下次我要试试美声的唱法！,"Yes, that's right. That has to be the reason. Next time, I'll try singing in bel canto!","Да, точно, именно так. В следующий раз попробую оперный стиль!"
line-92,阿达克利斯人,大酋长，有人冲进来了！,"Great Chief, someone broke in!","Великая вождь, кто-то вломился к нам!"
line-94,森蚺,是嘉维尔吗？我......,Is it Gavial? I...,Это Гавиаль? Я...
line-96,阿达克利斯人,不是！是一个带着很多武器的怪胎！,No! It's a weirdo carrying a pile of weapons!,Нет! Это какой-то псих с кучей оружия!
line-99,森蚺,什么？,What?,Что?
line-107,特米米,前面应该就是祖玛玛的部族了。,Zumama's tribe should be right ahead.,"Впереди, должно быть, поселение племени Зумамы."
line-109,嘉维尔,这家伙，居然把自己的部族都改造成这样了。,"Damn, look what she's done to her own tribe.","Надо же, она переделала своё племя до неузнаваемости."
line-111,煌,看起来挺厉害啊！,It looks pretty cool!,Выглядит довольно внушительно!
line-121,特米米,咦，里面怎么好像很热闹的样子。,Eh? It seems pretty lively inside.,"Ой, кажется, там внутри какое-то оживление."
line-123,嘉维尔,嗯？怎么就打起来了。,Huh? Why are they fighting?,А? Почему там уже драка?
line-132,刻俄柏,可恶的整合运动，居然想要抢走小刻的名字，这可是比蜜饼还要珍贵的东西，小刻绝不原谅你们！,"Damn Reunion, you're trying to steal Kay's name now! That's something even more precious than honey biscuits! You'll pay for this!",Проклятое Движение Воссоединения! Как вы посмели попытаться украсть имя Ке-тян?! Это ценнее медовых бисквитов! Ке-тян вам этого ни за что не простит!
line-141,阿达克利斯人A,嘎啊啊啊啊啊！,Gaaaaaaaah!,А-а-а-а-а-а-аргх!
line-143,阿达克利斯人B,这个怪胎是哪里来的，好厉害！,Where did this weirdo come from? She's too strong!,Откуда взялась эта сумасшедшая?! Она невероятно сильна!
line-146,阿达克利斯人C,虽然听得懂她说的是什么，但是整合运动是什么啊！,I can't understand what she's saying. What the hell's a Reunion?!,"Я хоть и понимаю её слова, но что ещё за «Движение Воссоединения»?!"
line-153,宴,咦，那不是小刻吗？,"Eh, isn't that Kay?","О, а это разве не Ке-тян?"
line-155,特米米,是的。,Yes.,Она самая.
line-157,煌,听动静，小刻应该已经在里面闹起来了。,Sounds like Kay's making a ruckus in there.,"Судя по шуму, Ке-тян уже вовсю там громит всё подряд."
line-159,嘉维尔,总之，先让她冷静下来吧！,Let's calm her down first!,"В любом случае, сначала нужно её успокоить!"
line-160,,小刻快停手！;......;小刻加油！,"Kay, stop!;......;Get 'em, Kay!","Ке-тян, прекрати!;......;Ке-тян, вперёд!"
